Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor, a card of authority and stability, reveals the profound connection between our emotional depth and the quiet moments of fulfillment. It is a reminder that, like the steady currents of a river, our emotions can flow with purpose and stability, guiding us towards greater understanding and contentment. This card encourages us to embrace the stability of our emotional landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our feelings with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own hearts. In the quiet of the night, when the moonlight guides our way, the Emperor reminds us that our emotional resources, when aligned with our spiritual values, become a source of boundless fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,134,18,0,152,0.118,"['a', 'a', 'a', 'can', 'to', 'embrace', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'a', 'a']",[]
1,"The Temperance card, a card of balance and harmony, reveals the profound connection between our mental clarity and the quiet moments of fulfillment. It is a reminder that, like the steady currents of a river, our thoughts can flow with purpose and stability, guiding us towards greater understanding and contentment. This card encourages us to embrace the stability of our mental landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our ideas with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own minds. In the quiet of the night, when the moonlight guides our way, the Temperance card reminds us that our mental resources, when aligned with our spiritual values, become a source of boundless fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,131,23,0,154,0.149,"['a', 'balance', 'mental', 'a', 'a', 'can', 'to', 'embrace', 'mental', 'to', 'as', 'a', 'invites', 'to', 'ideas', 'to', 'to', 'honor', 'comes', 'to', 'mental', 'a', 'a']",[]
2,"The Three of Wands, a card of determination and manifestation, reveals the profound connection between our material resources and the quiet moments of fulfillment. It is a reminder that, like the steady currents of a river, our resources can flow with purpose and stability, guiding us towards greater understanding and contentment. This card encourages us to embrace the stability of our material landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our finances with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own minds. In the quiet of the night, when the moonlight guides our way, the Three of Wands reminds us that our material resources, when aligned with our spiritual values, become a source of boundless fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,135,21,0,156,0.135,"['a', 'material', 'a', 'a', 'can', 'to', 'embrace', 'material', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'material', 'a', 'a']",[]
3,"The Ten of Pentacles, a card of abundance and stability, reveals the profound connection between our material resources and the quiet moments of fulfillment. It is a reminder that, like the steady currents of a river, our resources can flow with purpose and stability, guiding us towards greater understanding and contentment. This card encourages us to embrace the stability of our material landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our finances with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own minds. In the quiet of the night, when the moonlight guides our way, the Ten of Pentacles reminds us that our material resources, when aligned with our spiritual values, become a source of boundless fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,133,23,0,156,0.147,"['ten', 'a', 'material', 'a', 'a', 'can', 'to', 'embrace', 'material', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'ten', 'material', 'a', 'a']",[]
4,"The Queen of Swords, a card of discernment and clarity, reveals the profound connection between our material resources and our ability to make wise decisions. It is a reminder that, like the steady currents of a river, our resources can flow with purpose and stability, guiding us towards greater understanding and action. This card encourages us to embrace the stability of our material landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our finances with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own minds. In the quiet of the night, when the moonlight guides our way, the Queen of Swords reminds us that our material resources, when aligned with our spiritual values, become a source of clarity and action, guiding us towards greater fulfillment and connection with the world around us.",en,132,23,0,155,0.148,"['queen', 'a', 'material', 'to', 'a', 'a', 'can', 'to', 'embrace', 'material', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'queen', 'material', 'a']",[]
5,"The Queen of Pentacles, a card of stability and nurturing, reveals the profound connection between our emotional depth and our ability to care for others. It is a reminder that, like the gentle currents of a stream, our feelings can flow with grace and purpose, guiding us towards deeper understanding and connection. This card encourages us to embrace the fluidity of our emotional landscapes, to see them as a reflection of our inner strength and compassion. It invites us to navigate the currents of our hearts with grace, to find the courage in our vulnerabilities, and to honor the wisdom that comes from listening to our own souls. In the quiet of the night, when the moonlight guides our way, the Queen of Pentacles reminds us that our emotions, though often unpredictable, are a vital part of our journey, guiding us towards greater empathy and connection with ourselves and others.",en,127,23,0,150,0.153,"['queen', 'a', 'to', 'care', 'a', 'a', 'can', 'to', 'embrace', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'queen', 'are', 'a', 'vital']",[]
6,"The Ten of Cups, a card of joy and fulfillment, reveals the profound connection between our willpower and the quiet moments of contentment. It is a reminder that, like the warm embrace of a sunlit day, our actions can bring boundless happiness and satisfaction when we embrace them with passion. This card encourages us to find joy in the tangible aspects of our lives, to see them as a reflection of our inner peace and fulfillment. It invites us to navigate the currents of our passions with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own hearts. In the quiet of the night, when the moonlight guides our way, the Ten of Cups reminds us that our willpower, when aligned with our spiritual values, becomes a source of boundless joy and fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,134,22,2,158,0.139,"['ten', 'a', 'a', 'embrace', 'a', 'can', 'embrace', 'to', 'tangible', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'ten', 'a', 'a']","['willpower', 'willpower']"
7,"The Four of Cups, a card of stability and contentment, reveals the profound connection between our material resources and the quiet moments of peace. It is a reminder that, like the steady currents of a river, our resources can flow with purpose and stability, guiding us towards greater understanding and fulfillment. This card encourages us to embrace the stability of our material landscapes, to see them as a reflection of our inner strength and foresight. It invites us to navigate the currents of our finances with grace, to find the courage in our practicality, and to honor the wisdom that comes from listening to our own minds. In the quiet of the night, when the moonlight guides our way, the Four of Cups reminds us that our material resources, when aligned with our spiritual values, become a source of stability and contentment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,136,21,0,157,0.134,"['a', 'material', 'a', 'a', 'can', 'to', 'embrace', 'material', 'to', 'as', 'a', 'invites', 'to', 'to', 'to', 'honor', 'comes', 'to', 'material', 'a', 'a']",[]
8,"The Ten of Swords, a card of finality and introspection, reveals the profound tension between our willpower and the quiet moments of reflection. It is a reminder that, like the extinguished flame of a candle, our drive and passion can be consumed by the very thoughts that question their validity. This card encourages us to confront the cold, unyielding nature of our own resolve, to see it as a reflection of the deeper questions that haunt our minds. It invites us to pause and consider the authenticity of our desires, to question whether they are truly in alignment with our highest aspirations. The Ten of Swords challenges us to use our inner strength not as a tool of domination, but as a means of purification, to cleanse our will from the illusions that cloud our vision. It suggests that, in the quiet of the night, when the last of the swords have fallen, we can find a new path, one that is more in harmony with our true selves and the world around us. This card is a call to embrace the complexity of our will, to see it as a reflection of our deepest nature, and to use it as a guide for personal growth and transformation.",en,165,42,1,208,0.202,"['ten', 'a', 'a', 'a', 'can', 'be', 'to', 'nature', 'resolve', 'to', 'as', 'a', 'invites', 'to', 'pause', 'to', 'are', 'ten', 'to', 'use', 'as', 'a', 'as', 'a', 'to', 'fallen', 'can', 'a', 'more', 'true', 'a', 'to', 'embrace', 'to', 'as', 'a', 'nature', 'to', 'use', 'as', 'a', 'personal']",['willpower']
9,"The Ace of Cups, a card of abundance and joy, reveals the profound connection between our material resources and our spiritual fulfillment. It is a reminder that, like the overflowing waters of a fountain, our resources can bring boundless happiness and contentment when we embrace them with gratitude. This card encourages us to find joy in the tangible aspects of our lives, to see them as a reflection of our inner peace and abundance. It invites us to nurture our material possessions, to see them as a source of love and connection, and to use them as a bridge to greater spiritual experiences. In the quiet moments of reflection, the Ace of Cups reminds us that our material resources, when aligned with our spiritual values, become a source of boundless joy and fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,121,27,0,148,0.182,"['a', 'material', 'a', 'a', 'can', 'embrace', 'gratitude', 'to', 'tangible', 'to', 'as', 'a', 'invites', 'to', 'material', 'to', 'as', 'a', 'to', 'use', 'as', 'a', 'bridge', 'to', 'material', 'a', 'a']",[]
10,"The Page of Wands, a card of balance and adaptability, reveals the delicate dance of emotions in the quiet moments of reflection. It is a reminder that, like the ebb and flow of the tide, our feelings can shift and change, yet they carry the weight of our experiences. This card invites us to embrace the fluidity of our emotional landscapes, to see them as a reflection of our inner strength and resilience. It encourages us to navigate the currents of our hearts with grace, to find the courage in our vulnerabilities, and to honor the wisdom that comes from listening to our own souls. In the quiet of the night, when the moonlight guides our way, the Page of Wands reminds us that our emotions, though often unpredictable, are a vital part of our journey, guiding us towards deeper understanding and connection with ourselves and others.",en,127,20,0,147,0.136,"['a', 'balance', 'dance', 'a', 'can', 'invites', 'to', 'embrace', 'to', 'as', 'a', 'to', 'to', 'to', 'honor', 'comes', 'to', 'are', 'a', 'vital']",[]
11,"The Strength card, a symbol of power and resilience, reveals the profound connection between our physical resources and our spiritual well-being. It is a reminder that, like the sturdy roots of a tree, we find strength in the ground of our lives, drawing sustenance from the very essence of our being. This card encourages us to harness the power of our environment, to find the courage in our material possessions, and to honor the balance between our earthly needs and our spiritual aspirations. It invites us to embrace the tangible aspects of our existence, to see them as a reflection of our inner strength, and to use them as a bridge to greater understanding and connection. In the quiet moments of reflection, the Strength card reminds us that our physical resources, when aligned with our spiritual values, become a source of empowerment and fulfillment, guiding us towards a deeper sense of purpose and connection with the world around us.",en,136,24,0,160,0.15,"['a', 'a', 'a', 'to', 'to', 'material', 'to', 'honor', 'balance', 'invites', 'to', 'embrace', 'tangible', 'to', 'as', 'a', 'to', 'use', 'as', 'a', 'bridge', 'to', 'a', 'a']",[]
12,"La carta del Emperador, como un faro de autoridad y sabiduría, se refleja en el espejo del agua, revelando un imperio de sentimientos y decisiones. Cada empuje de emociones, como un viento que sopla sobre el agua, es un reflejo de la voluntad y la intención del emperador. ¿Puedo ayudarte con algo más sobre este tema?",es,0,55,1,56,0.0,[],['ayudarte']
13,"La Templanza, como un faro de sabiduría, se alza en la bruma del pensamiento, sus manos frías y resueltas en la labor de equilibrar la mente y la voluntad. En el paisaje simbólico de la vida, La Templanza es un faro que guía la alma hacia la razón, pero también hacia la emoción, la intuición y la voluntad. ¿Te gustaría saber más sobre cómo La Templanza puede ayudarte en tu vida diaria?",es,0,71,1,72,0.0,[],['ayudarte']
14,"La carta Tres de Bastos, como un lector de tarot, simboliza la manifestación tangible de nuestras creencias y emociones, la capacidad de sostener y nutrir la vida, y la relación con el cuerpo, los recursos y el entorno físico. En el contexto del tarot, la carta Tres de Bastos representa la manifestación tangible de nuestras creencias y emociones, la capacidad de sostener y nutrir la vida, y la relación con el cuerpo, los recursos y el entorno físico. ¿Te gustaría saber más sobre cómo interpretar esta carta en el tarot?",es,0,90,0,90,0.0,[],[]
15,"La carta Diez de Oros, como un faro en el océano de la manifestación, simboliza la acumulación de la riqueza espiritual y material. En el contexto del Tarot, su lectura se entrelaza con la Tierra, donde la materia y la espiritualidad se encuentran en la misma dimensión. ¿Hay algo más que quieras saber sobre este tema?",es,0,56,0,56,0.0,[],[]
