Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor, a Water card, signifies a period of emotional depth and introspection. It is a reminder that your emotions are a powerful force, and that by embracing them, you can gain a deeper understanding of yourself and your place in the world. The Emperor invites you to explore the depths of your subconscious and to trust in the wisdom of your heart. It is a call to introspection and a reminder that your emotions are a valuable source of guidance and insight. By facing your feelings directly, you can gain clarity and make space for emotional healing and transformation. This card encourages you to embrace the power of your emotions and to use them as a tool for self-discovery and personal growth. It is a reminder that your emotions are a powerful force that can bring depth and meaning to your life.",en,113,31,0,144,0.215,"['a', 'a', 'a', 'are', 'a', 'can', 'a', 'place', 'invites', 'to', 'explore', 'to', 'trust', 'a', 'to', 'a', 'are', 'a', 'can', 'to', 'embrace', 'to', 'use', 'as', 'a', 'personal', 'a', 'are', 'a', 'can', 'to']",[]
1,"Temperance is a card of balance and harmony. It signifies a period of inner clarity and a sense of calm. This card is a reminder that your emotions are a powerful force, and that by embracing them and finding balance, you can create harmony in your life. It is a call to trust in your emotions and to use them as a guide to inner peace and clarity. Temperance invites you to reflect on your thoughts and emotions, encouraging you to consider how they can bring harmony to your life. It is a reminder that your emotions are a valuable source of guidance and that by finding balance, you can create a life of harmony and inner peace. This card encourages you to trust in your emotions and to use them as a tool for personal growth and spiritual clarity.",en,105,35,0,140,0.25,"['a', 'balance', 'a', 'a', 'a', 'are', 'a', 'balance', 'can', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'to', 'invites', 'to', 'to', 'can', 'to', 'a', 'are', 'a', 'balance', 'can', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'personal']",[]
2,"The Three of Wands is a card of growth and expansion. It signifies a period of prosperity and a sense of abundance. This card is a reminder that your emotions are a powerful force, and that by embracing them, you can create a life of abundance and fulfillment. It is a call to trust in your emotions and to use them as a guide to prosperity and success. The Three of Wands invites you to reflect on your aspirations and to consider how you can expand your horizons and create a life of abundance. It is a reminder that your emotions can bring you wealth and that by embracing them, you can create a future of prosperity and success. This card encourages you to trust in your emotions and to use them as a tool for personal growth and expansion.",en,108,32,0,140,0.229,"['a', 'a', 'a', 'a', 'are', 'a', 'can', 'a', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'to', 'invites', 'to', 'to', 'can', 'a', 'a', 'can', 'can', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'personal']",[]
3,"The Ten of Pentacles is a card of stability and security. It signifies a period of financial abundance and a sense of stability. This card is a reminder that your emotions are a powerful force, and that by embracing them, you can create a secure and prosperous future for yourself. It is a call to trust in your emotions and to use them as a guide to financial abundance and stability. The Ten of Pentacles invites you to reflect on your resources and to consider how you can create a secure future for yourself and those you care about. It is a reminder that your emotions can bring you abundance and that by embracing them, you can create a life of prosperity and stability. This card encourages you to trust in your emotions and to use them as a tool for creating a secure and fulfilling future.",en,111,35,1,147,0.238,"['ten', 'a', 'a', 'a', 'a', 'are', 'a', 'can', 'a', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'to', 'ten', 'invites', 'to', 'to', 'can', 'a', 'care', 'a', 'can', 'can', 'a', 'to', 'trust', 'to', 'use', 'as', 'a', 'a']",['fulfilling']
4,"The Queen of Swords, an Earth card, signifies a period of emotional clarity and insight. This card is a reminder that your emotions are a powerful force, and that by addressing them directly, you can gain a deeper understanding of yourself and your place in the world. The Queen invites you to embrace your intuition and trust in the wisdom of your heart. It is a call to introspection and a reminder that your emotions are a valuable source of guidance and insight. By facing your feelings head-on, you can gain clarity and make space for emotional healing and transformation. This card encourages you to embrace the power of your emotions and to use them as a tool for self-discovery and personal growth.",en,99,26,0,125,0.208,"['queen', 'a', 'a', 'are', 'a', 'can', 'a', 'place', 'queen', 'invites', 'to', 'embrace', 'trust', 'a', 'to', 'a', 'are', 'a', 'can', 'to', 'embrace', 'to', 'use', 'as', 'a', 'personal']",[]
5,"The Queen of Pentacles, a Water card, brings a message of emotional depth and connection. This card is a reminder that your emotions are a powerful force, and that by embracing your feelings, you can access a wellspring of wisdom and intuition. The Queen invites you to explore the depths of your subconscious, where hidden secrets and forgotten truths lie waiting to be discovered. It is a call to introspection and a reminder that your emotions are a vital part of who you are. By honoring your feelings and connecting with your intuition, you can gain a deeper understanding of yourself and your place in the world. This card encourages you to trust in the wisdom of your heart and to embrace the emotional journey that lies ahead.",en,99,29,0,128,0.227,"['queen', 'a', 'a', 'a', 'are', 'a', 'can', 'a', 'queen', 'invites', 'to', 'explore', 'lie', 'to', 'be', 'a', 'to', 'a', 'are', 'a', 'vital', 'are', 'can', 'a', 'place', 'to', 'trust', 'to', 'embrace']",[]
6,The Ten of Cups is a card of celebration and emotional fulfillment. It signifies a period of joy and a sense of unity and connection. This card is a reminder that your emotions are a powerful force that can bring joy and fulfillment to your life. It is a call to embrace your emotions and to celebrate the beauty and richness they bring to your existence. The Ten of Cups invites you to connect with your feelings and to cultivate a sense of unity and community. It is a reminder that your emotions can bring you closer to those around you and create a sense of shared joy and understanding. This card encourages you to embrace the emotional journey and to trust in the power of your feelings.,en,101,27,0,128,0.211,"['ten', 'a', 'a', 'a', 'a', 'are', 'a', 'can', 'to', 'a', 'to', 'embrace', 'to', 'to', 'ten', 'invites', 'to', 'to', 'a', 'a', 'can', 'to', 'a', 'to', 'embrace', 'to', 'trust']",[]
7,"The Four of Cups, an Earth card, signifies a period of reflection and contemplation. This card is a reminder that your emotions are a powerful force, and that by pausing and observing them, you can gain a deeper understanding of yourself and your place in the world. It is a call to pause and reflect, encouraging you to consider your emotions and their impact on your life. The Four of Cups invites you to embrace a moment of stillness and to trust in the wisdom that comes from within. It is a reminder that your emotions are a valuable source of guidance and that by pausing to observe them, you can make space for emotional growth and transformation. This card encourages you to embrace the power of your emotions and to use them as a tool for self-discovery and inner balance.",en,109,31,2,142,0.218,"['a', 'a', 'are', 'a', 'can', 'a', 'place', 'a', 'to', 'pause', 'to', 'invites', 'to', 'embrace', 'a', 'to', 'trust', 'comes', 'a', 'are', 'a', 'to', 'observe', 'can', 'to', 'embrace', 'to', 'use', 'as', 'a', 'balance']","['pausing', 'pausing']"
8,"The Ten of Swords is a card of intense drive and determination. It signifies a period of great willpower and a determination to overcome obstacles. This card is a reminder that within you lies the fire that ignites passion and the strength to drive through challenges. It is a call to recognize your inner power and to use it wisely. The Ten of Swords invites you to reflect on your actions and their consequences, encouraging you to consider the direction in which your will and drive are leading you. It is a reminder that with great power comes great responsibility, and that your actions have an impact on your life and those around you. This card challenges you to use your strength for positive change and to maintain a clear vision for your future, even in the face of adversity.",en,115,24,1,140,0.171,"['ten', 'a', 'intense', 'a', 'a', 'to', 'a', 'to', 'a', 'to', 'to', 'use', 'ten', 'invites', 'to', 'to', 'are', 'a', 'comes', 'to', 'use', 'positive', 'to', 'a']",['willpower']
9,"The Ace of Cups, an Earth card, signifies a new beginning and a period of growth and abundance. It is a card of emotional fulfillment and a reminder that your emotional life is rich and abundant. This card encourages you to embrace the nurturing aspect of the Earth element, fostering a sense of stability and connection with your physical body and the world around you. It is a call to tend to your emotional needs and to view your feelings as a source of strength and guidance. The Ace of Cups invites you to open your heart and embrace the abundance that your emotions have to offer, bringing a sense of fulfillment and balance to your life.",en,95,22,0,117,0.188,"['a', 'a', 'a', 'a', 'to', 'embrace', 'a', 'body', 'a', 'to', 'to', 'to', 'as', 'a', 'invites', 'to', 'open', 'embrace', 'to', 'a', 'balance', 'to']",[]
