Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The tarot card draws you into a realm beyond the physical, into the realm of emotions and the depths of your own being. The Water card is a powerful symbol, inviting you to dive into the waters of your own psyche. It speaks of the transformative power of emotions, how they shape and reflect the very fabric of who you are. The churning waters of the subconscious, both the beauty and the beast, arise from the depths. Emotions are the currents that propel you, the waves that wash over you. The Water card is a mirror that reveals the truths you have yet to see, the hidden currents that guide you. It beckons you to immerse yourself in the ocean of your feelings, to explore the turbulent waters within. The depths of your emotional world are a source of both pain and pleasure, a wellspring of both darkness and light. The call of the Water card is to wade into the depths, to encounter the parts of yourself you keep hidden away. In the waters, you will find the truth of who you are. The emotional tides will rise and fall, carrying you to uncharted waters. Your feelings are the tides that carry you, the currents that propel you forward. The journey of the Water",en,192,21,2,215,0.098,"['tarot', 'a', 'a', 'to', 'are', 'are', 'a', 'to', 'to', 'to', 'explore', 'are', 'a', 'a', 'light', 'to', 'to', 'are', 'rise', 'to', 'are']","['propel', 'propel']"
1,"<tarot reading>
The Air card reveals a dynamic, ever-shifting landscape of potent influences. A whispering breeze carries the seeds of thought, each a unique notion spun from the mind's loam. In this space of pure potential, the winds of opinion and belief swirl in an unseen dance, each a kink in the fabric of consciousness. The card beckons us to step into the eye of the storm, to dive into the maelstrom of unspoken ideas, and test the weight of our convictions against their salt. It invites us to venture into the uncharted currents of our own thoughts, to confront the eddies and nodes that shape our inner world. In the tar of the Air, the mind runs like a river, carving canyons from the rock of our being. Let the current of your vision carry you, and see where it deposits the gold, the gems, the fragments of your soul. </tarot reading>",en,138,17,0,155,0.11,"['tarot', 'a', 'a', 'a', 'dance', 'a', 'to', 'to', 'ideas', 'test', 'invites', 'to', 'to', 'a', 'rock', 'soul', 'tarot']",[]
2,"The Three of Wands is the first of the Major Arcana cards, and is often associated with the physical realm, as it represents the earthly, material, and physical manifestations of our ideas. In this reading, the focus is on the tangible world and the way we interact with our environment. The cards under this card are associated with the color of yellow, which is associated with the natural world and the creative impulse. Here we find a very active, dynamic approach, where ideas are made concrete and take form through our actions. The element of the 3 of Wands is the embodiment of our dreams, desires, and will, manifesting them in the world through our efforts and actions. The trinity of the 3 of Wands, the 2 of Cups, and the 3 of Wands, together, depicts a journey from the realms of the spiritual and ethereal to the physical and sensual. The 3 of Wands challenges us to understand how our inner vision and creative impulses translate into concrete reality. It highlights the importance of taking action and making progress, as the power of our intentions and creative expression lies in the physical realm.",en,166,23,0,189,0.122,"['arcana', 'as', 'material', 'ideas', 'tangible', 'are', 'color', 'natural', 'impulse', 'here', 'a', 'active', 'ideas', 'are', 'concrete', 'a', 'to', 'sensual', 'to', 'impulses', 'concrete', 'reality', 'as']",[]
3,"The tarot card ""Ten of Pentacles"" and the theme of ""Earth"" (the material plane and resources) invite us to pause and reflect on how our inner world - our hopes, dreams and intentions - is manifesting in the tangible realm. This card speaks to the next stage of our journey, where the seeds of our spiritual practices and beliefs begin to take root and bear fruit. It asks us to examine the quality of our relationship with our environment and the physical world. How do our daily activities and the resources we manage align with our deepest aspirations? Are we harvesting the nourishment and wealth we need to carry out our path? Are we treating the earth's treasures with the reverence and care they deserve? The Earth card challenges us to cultivate a sustainable and spiritually integrated approach to life, one that bridges the realms of spirit and matter. It calls us to consider the long-term implications of our choices, the ripple effect they have on the web of life. Can we envision our individual growth and progress arising from a connection to the more, rather than just acting from individual interest? The cards are urging us to consider how our inner and outer realities are intertwined. Our spiritual practices are the seed from which the bloom of our inner and outer world",en,188,34,1,223,0.152,"['tarot', 'ten', 'material', 'plane', 'invite', 'to', 'pause', 'hopes', 'tangible', 'to', 'to', 'to', 'examine', 'do', 'are', 'to', 'are', 'care', 'deserve', 'to', 'a', 'to', 'to', 'web', 'can', 'individual', 'a', 'to', 'more', 'individual', 'are', 'to', 'are', 'are']",['harvesting']
4,"The Queen of Swords, an enigmatic and introspective figure, stands poised in her golden reganzen, her eyes upon the horizon. She surveys the landscape of the mind, her gaze steady yet piercing. The Earth, that great wheel of the world, turns beneath her feet. And what does Her Majesty see in the cards of destiny that she now holds? A call to the world that beckons. The siren's song, the call of a new adventure. A journey to the Self and its shadow, the depths of our own being. The Quest of the Soul is at hand, in an unassuming guise of a deck of 78 cards. The Moon's silent witness, always at the heels of our journey. What is it that we seek, when it comes to the Queen of Swords? What is the nature of our pilgrimage, in the realm of the known? The question of the Heart, the Heart's question. And in the end, where do we find the answer? Where does the Truth stand?",en,147,22,1,170,0.129,"['queen', 'figure', 'her', 'her', 'eyes', 'her', 'her', 'her', 'a', 'to', 'a', 'a', 'to', 'soul', 'guise', 'a', 'comes', 'to', 'queen', 'nature', 'do', 'stand']",['reganzen']
5,"The water card, a vessel of emotions,
Reflects the psyche's hidden waters.
It speaks to intuitions deep,
The depths of feelings steep.
The Queen of Pentacles, a watery throne,
Invites us to explore our own waters.
To dive beneath the surface, seek the truth, 
And discover what resides within.
The chalice offers a chance,
To taste the mysteries, experience the ripples.
For the water card, the emotional journey,
Reveals our inner waters, our hidden currents.",en,64,12,0,76,0.158,"['a', 'to', 'queen', 'a', 'invites', 'to', 'explore', 'to', 'resides', 'a', 'chance', 'to']",[]
6,"The all-consuming flames of the Fire card (Ten of Cups) ignite the vital force that drives us. The Fire card symbolizes the divine spark within, the passion that fuels our purpose. It is the undeniably creative power that burns away the old to make space for new creations. This element represents the drive to manifest our desires and bring them into the world through deliberate action. The question in this card is: How do you consciously direct your inner will to align with your highest aspirations? Reflect on the motivations that propel you. What is the fire that burns inside you? Let your ambition be a force for good as you use your will power to enact change. The Fire invites us to consider how we harness our inner strength for personal growth and transformation. It challenges us to examine the authentic desires that motivate our actions and decisions. This card asks: How do you use your drive and determination? Are you willing to burn away the old to make space for new? Do you align your will with a higher purpose? The choice is yours.",en,162,24,1,187,0.128,"['ten', 'vital', 'divine', 'to', 'to', 'do', 'to', 'be', 'a', 'as', 'use', 'to', 'invites', 'to', 'personal', 'to', 'examine', 'do', 'use', 'are', 'to', 'to', 'do', 'a']",['propel']
7,"The Four of Cups, in the context of your Self-Knowledge Star Spread, serves as a poignant reminder of how our inner world is intertwined with our physical manifestation. This card symbolizes the materialization of our beliefs, desires, and actions, inviting us to examine the tangible connection between our spirit and the concrete realm. As we navigate the shifting tides of our lives, the Four of Cups reminds us of the power we wield in shaping our reality. It challenges us to consider the impact our thoughts, emotions, and actions have upon the physical world, and to cultivate a deeper understanding of the interplay between the spiritual and the material. In this reading, the Four of Cups embodies the notion that our deepest aspirations and values are not confined to the ethereal; they have the power to transform the way we experience and interact with our environment. It encourages us to approach our relationships with the world and ourselves with a renewed sense of purpose and a commitment to more profound and sustainable practices. For in the realm of the heart, the Four of Cups reminds us that our true self is reflected in the physical tapestry of our being.",en,179,21,0,200,0.105,"['as', 'a', 'to', 'examine', 'tangible', 'concrete', 'as', 'reality', 'to', 'to', 'a', 'material', 'are', 'to', 'to', 'to', 'a', 'a', 'to', 'more', 'true']",[]
8,"I sense the indomitable power of the Fire card, the force that is the driving force of the drive and will. This potent energy resides within, urging you to harness your inner strength and determination. In the realm of the 10 of Swords, you are called to burn away the obsolete and unaligned aspects of yourself. This is a sacred space for transformation, where your willpower and desire to manifest in the physical realm is tested and purified. The trials that arise from this sacred space will challenge you to confront and integrate the shadow, the rejected parts of yourself. The Fire invites you to consciously align your inner power with your highest purpose and authenticity. It calls you to examine the true nature and source of your motivation. Are your actions and decisions springing from a place of genuine desire and will? The 10 of Swords suggests the need to purify and transform your inner world, to own the power of your drive and will. In the crucible of this card, you are called to integrate your willpower, to shine the light of your highest purpose, and to burn away the darkness and half-remembers. The fires of the 10 of Swords are the flames of the self, awaiting your conscious alignment.",en,182,26,2,210,0.124,"['i', 'resides', 'to', 'are', 'to', 'a', 'to', 'tested', 'to', 'invites', 'to', 'to', 'examine', 'true', 'nature', 'are', 'a', 'place', 'to', 'to', 'are', 'to', 'to', 'light', 'to', 'are']","['willpower', 'willpower']"
9,"The Earth card, in the throes of a Spirit reading, draws us into the tangible realm of our earthly existence. It grounds our beliefs into the concrete, inviting us to tangibly experience the manifestation of our aspirations and desires. Like the solid, immovable surface of a table, the Earth reminds us that our inner world must find its counterpart in the physical. As we stand at the nexus of our own desires and the material world, the Earth asks: How do we transform abstract yearnings into reality? It calls upon us to consider the raw ingredients of our being—health, substance, and form—concentric with our spiritual purpose. The Spirit guides us to the realization that our beliefs become tangible when they translate into action, and that our physical environment must align with our inner climate. The Earth is the mirror reflecting how our intentions materialize. In a Spirit reading, the Earth card beckons us to step beyond the ephemeral and embrace the concrete. It offers an invitation to venture into the unknown, to courageously embody our dreams, and to engage with the material world as an expression of our highest intention. The Spirit reminds us: Your desires manifest through your body and your environment.",en,180,25,0,205,0.122,"['a', 'tangible', 'concrete', 'to', 'solid', 'a', 'table', 'as', 'stand', 'material', 'do', 'reality', 'to', 'to', 'tangible', 'a', 'to', 'embrace', 'concrete', 'to', 'to', 'to', 'material', 'as', 'body']",[]
