Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"In the realm of the subconscious, where the Emperor's command once sought to carve order from the fluid chaos, a new harmony emerges. The Emperor's stone throne, once a bastion of rigid control, now sits submerged, its power softened by the caress of the tides. Amidst this aquatic domain, the Emperor finds himself not a ruler, but a figurehead, his decrees dissolving into the whirlpools of feeling. Here, in the heart of the water's embrace, the Emperor's stern gaze becomes reflective, a mirror to the soul's depths. The waters, both soothing and tempestuous, teach him the language of the heart, a dialect of currents and undercurrents. In this liquid world, the Emperor learns to navigate the rivers of emotion, his authority not waning but evolving into a gentle guidance, a hand that steers rather than dictates. The Emperor, once a solitary sentinel, now understands the power of unity, the strength found in the ebb and flow of shared waters. In this communion with the watery self, the Emperor becomes a guardian of the emotional realm, a protector of the inner seas where the truths of the heart are written in the language of the waves.",en,173,27,0,200,0.135,"['once', 'to', 'fluid', 'chaos', 'a', 'emerges', 'once', 'a', 'control', 'a', 'a', 'here', 'embrace', 'a', 'to', 'soul', 'a', 'to', 'a', 'a', 'once', 'a', 'a', 'a', 'protector', 'seas', 'are']",[]
1,"In the alchemy of the mind, the Temperance card whispers of a harmonious blend, where thoughts dance with the ethereal winds of Air. Here, ideas are not mere whispers but the breath of creation, each syllable a spark that can ignite the world. The seeker is called to the crucible of consciousness, where the elixir of wisdom is distilled from the vapors of contemplation. In this space, the voice within becomes the oracle, and every word a potential bridge to the infinite. The Temperance card reminds us that our inner dialogue is the loom upon which the tapestry of our reality is woven, each thread a choice, each pattern a testament to the power of our communion with the airy realms of thought. Breathe deeply, for in the act of inhalation and exhalation lies the secret to unlocking the boundless potential of the mind.",en,125,19,0,144,0.132,"['a', 'dance', 'here', 'ideas', 'are', 'mere', 'a', 'can', 'to', 'elixir', 'a', 'bridge', 'to', 'dialogue', 'reality', 'a', 'a', 'to', 'to']",[]
2,"In the quiet expanse of your inner landscape, the Three of Wands stands as a beacon, its flames flickering with the promise of distant horizons. Here, upon the fertile soil of your being, the seeds of intention have taken root, nurtured by the earth's rich tapestry of resources. The wands are not mere symbols of ambition but the very sinews of your aspirations, reaching towards the heavens, grounded in the earth's embrace. They are the bridges between the ethereal and the tangible, the dreams that take shape in the material world. The horizon, vast and teeming with potential, whispers of journeys yet to unfold, of landscapes to be traversed. In this dance of earth and sky, you are both the architect and the dwelling, the seeker and the sought. Your presence is a testament to the alchemy of creation, where the earth's bounty meets the fire of your spirit, forging a reality that mirrors the depths of your soul's yearning. Here, in the heart of the material, lies the sacred garden of your desires, a place where every resource is a vessel for your growth, every challenge an opportunity for your evolution. Embrace the earth's wisdom, for it is in her generous soil that your deepest intentions may flourish.",en,188,26,0,214,0.121,"['as', 'a', 'here', 'are', 'mere', 'embrace', 'are', 'tangible', 'material', 'to', 'to', 'be', 'dance', 'are', 'a', 'to', 'a', 'reality', 'soul', 'here', 'material', 'a', 'place', 'a', 'embrace', 'her']",[]
3,"In the quietude of the earth's embrace, you stand amidst the tapestry of your legacy, a lineage woven with the golden threads of generational wisdom. The Ten of Pentacles unfurls before you, a testament to the cyclical nature of abundance and the interconnectedness of all things. Here, in the fertile soil of your endeavors, the seeds of your aspirations have taken root, nurtured by the rains of perseverance and the sun of intention. The branches of your family tree stretch towards the sky, laden with the fruits of your labor, a bounty that promises sustenance for generations to come. This is a moment of reflection, where the earth's solidity anchors you to the present, while the winds of change whisper of the future's promise. Embrace the stability that your foundations offer, for they are the bedrock upon which your dreams are built. In this sacred communion with the material world, may you find the strength to cultivate a garden of prosperity, where the roots of your well-being are deeply entwined with the essence of the earth, and the fruits of your spirit are shared with the world.",en,166,23,2,191,0.12,"['quietude', 'embrace', 'stand', 'a', 'ten', 'a', 'to', 'nature', 'here', 'labor', 'a', 'to', 'come', 'a', 'to', 'embrace', 'are', 'are', 'material', 'to', 'a', 'are', 'are']","['unfurls', 'interconnectedness']"
4,"In the realm of earthly endeavors, the Queen of Swords stands as a sentinel, her gaze piercing through the veil of the mundane. She is the embodiment of clarity and decisiveness, her sword not a weapon of destruction but a chisel carving paths through the dense soil of uncertainty. Her crown, woven from the verdant canopy above, speaks of a throne not of gold but of the fertile ground beneath our feet. She sits in judgment, not of morality, but of the tangible, the real, the resources that sustain and challenge. Her presence is a reminder that the earth is both a nurturing mother and a formidable adversary, offering sustenance and demanding respect in equal measure. The Queen's realm is one where the material and the spiritual converge, where the fruits of inner wisdom ripen into actions that nourish the body and the soul. She invites you to embrace the earth as a canvas, to paint upon it with the colors of your aspirations, and to tend to it with the care of a gardener who knows each blade of grass, each stone, each drop of water holds a secret to the dance of existence.",en,161,35,0,196,0.179,"['queen', 'as', 'a', 'her', 'her', 'a', 'a', 'dense', 'her', 'a', 'tangible', 'real', 'her', 'a', 'a', 'a', 'formidable', 'queen', 'material', 'converge', 'body', 'soul', 'invites', 'to', 'embrace', 'as', 'a', 'to', 'to', 'to', 'care', 'a', 'a', 'to', 'dance']",[]
5,"In the garden of your inner sanctum, the Queen of Pentacles tends to the rich soil of your soul with a gentle, yet firm hand. Her presence is a testament to the nurturing of emotions, where each feeling is a seed sown with intention, its roots delving deep into the fertile ground of your subconscious. She stands as a guardian of your inner temple, her eyes reflecting the tranquil waters that mirror the depths of your being. Her touch is the caress of understanding, her gaze the silent recognition of your hidden truths. In her embrace, the tumult of the emotional sea calms, revealing the luminous pearls of intuitive wisdom that rise to the surface. Here, in the sanctity of your own heart, the Queen invites you to bathe in the waters of self-awareness, to dive into the currents of your own empathy, and to emerge with a deeper connection to the essence of your being. In this sacred communion with your emotions, you find the strength to navigate the tides of life with grace and wisdom, your heart a vessel of compassion, your spirit a beacon of inner light.",en,157,34,0,191,0.178,"['queen', 'to', 'soul', 'a', 'her', 'a', 'to', 'a', 'as', 'a', 'temple', 'her', 'eyes', 'tranquil', 'her', 'her', 'her', 'embrace', 'sea', 'rise', 'to', 'here', 'queen', 'invites', 'to', 'to', 'to', 'emerge', 'a', 'to', 'to', 'a', 'a', 'light']",[]
6,"In the quiet chambers of the heart, a wellspring of emotions stirs, its ripples casting a myriad of reflections upon the walls of our inner sanctum. The Ten of Cups emerges, a vessel brimming with the essence of joy, a tapestry of life's most poignant moments woven with the golden threads of passion and purpose. Amidst the flames of desire, a phoenix rises, its fiery essence a beacon of transformation, illuminating the path from the ashes of the old to the bloom of the new. Here, in the crucible of will, the alchemy of the soul transmutates the leaden weight of sorrow into the radiant gold of fulfillment. The Ten of Cups whispers of a journey where each step is a dance with destiny, each breath a symphony of intention, each heartbeat a drumbeat of the divine will that courses through the veins of creation. In this dance, the seeker is both the choreographer and the dancer, orchestrating a ballet of life with the baton of will, each movement a testament to the power of purpose harnessed and the beauty of a life lived in harmony with the fire of one's deepest desires.",en,168,26,1,195,0.133,"['a', 'casting', 'a', 'ten', 'emerges', 'a', 'a', 'a', 'rises', 'a', 'to', 'here', 'soul', 'ten', 'a', 'a', 'dance', 'a', 'a', 'divine', 'dance', 'a', 'ballet', 'a', 'to', 'a']",['transmutates']
7,"In the quietude of your earthly embrace, the Four of Cups whispers of a solitary journey through the realm of tangible desires. Here, the soil of your being is fertile with the seeds of introspection, each cup a vessel of your innermost reflections, cast adrift upon the winds of change. The earth beneath your feet grounds you, a steadfast witness to the ebb and flow of your material aspirations. Amidst the abundance that surrounds you, a sense of detachment pervades, as if the sustenance you seek lies not in the accumulation of wealth but in the quiet recognition of your own worth. The Four of Cups beckons you to turn away from the mundane offerings that fail to stir your soul, to seek instead the nourishment that aligns with your deepest yearnings. In this earthly dance of resources, you are both the gardener and the garden, tending to the growth of your spirit with the care of one who understands the delicate balance between the seen and the unseen, the transient and the eternal.",en,152,22,0,174,0.126,"['quietude', 'embrace', 'a', 'tangible', 'here', 'a', 'a', 'to', 'material', 'a', 'as', 'to', 'to', 'soul', 'to', 'instead', 'dance', 'are', 'to', 'care', 'balance', 'eternal']",[]
8,"In the twilight of your soul's journey, the Ten of Swords beckons, its blades a chorus of whispers in the wind of your will. Amidst the embers of transformation, your inner fire burns with the fervor of creation, a crucible of potential and purpose. Here, in the crux of your being, lies the alchemy of your essence, a confluence of desire and destiny. The swords pierce the veil of the old, a sacrifice upon the altar of your own making. From this ritual of release, the phoenix of your renewed spirit rises, its wings unfurling against the canvas of a new dawn. Embrace the fire that forges your path, for within its flames, your truest self is revealed, a beacon of light guiding you through the shadows of doubt and into the clarity of purpose. Let the fire within you be both your compass and your anchor, a testament to the indomitable will that propels you forward. In the heart of the storm, let your inner fire burn bright, a lighthouse for the soul's journey home.",en,154,22,2,178,0.124,"['soul', 'ten', 'a', 'fervor', 'a', 'here', 'a', 'a', 'altar', 'ritual', 'rises', 'a', 'embrace', 'a', 'light', 'be', 'anchor', 'a', 'to', 'bright', 'a', 'soul']","['unfurling', 'propels']"
9,"In the quietude of the earth's embrace, a chalice emerges from the soil, its cup brimming with the purest of waters. This is the genesis of abundance, a wellspring of emotion that rises from the depths of the soul, untouched by the corrosion of time. It is the promise of new beginnings, a tender seedling that reaches towards the light with the tenacity of a thousand roots. Here, in the fertile ground of the material world, the heart's desires are sown, nurtured by the earth's unwavering support. The Ace of Cups whispers of a love so profound it transcends the physical, a love that is the very essence of creation, the divine spark that ignites the world's heartbeat. It is a reminder that within the embrace of the earth, our deepest feelings find form, our innermost visions take shape, and our truest connections are forged. In this sacred union of spirit and matter, we find the strength to nurture our dreams, to cultivate a garden of possibilities that flourishes in the rich soil of our intentions.",en,154,25,1,180,0.139,"['quietude', 'embrace', 'a', 'emerges', 'a', 'rises', 'soul', 'time', 'a', 'tender', 'light', 'a', 'here', 'material', 'are', 'a', 'so', 'a', 'divine', 'a', 'embrace', 'are', 'to', 'to', 'a']",['purest']
