Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor is a Water card that symbolizes authority and stability. It represents the ability to establish order and structure within our emotional world. This card is a reminder that true strength lies in understanding and controlling our emotions, using them as a source of power and stability. The Emperor encourages you to embrace your emotions and to use your intuition to navigate the complexities of life. It is a call to recognize the power of your feelings and to use them to create a life of balance and harmony. This card challenges you to embrace your authority and to use it to create a stable and secure foundation for yourself and those around you. By doing so, you tap into the transformative power of Water, which can wash away old patterns and reveal a new sense of order and clarity.",en,114,27,0,141,0.191,"['a', 'to', 'a', 'true', 'as', 'a', 'to', 'embrace', 'to', 'use', 'to', 'a', 'to', 'to', 'use', 'to', 'a', 'balance', 'to', 'embrace', 'to', 'use', 'to', 'a', 'so', 'can', 'a']",[]
1,"Temperance is an Air card that symbolizes balance and harmony. It represents the art of blending and combining opposing forces to create a harmonious whole. This card is a reminder that true understanding comes from a balanced perspective and that by embracing opposing viewpoints, we can find a path of wisdom and enlightenment. Temperance encourages you to recognize the power of your thoughts and the importance of clear communication. It is a call to embrace your intuition and to use it to navigate the complexities of life with grace and insight. This card challenges you to find balance in your emotions and to use your intelligence to create a life that aligns with your highest truth. By doing so, you tap into the transformative power of Air, which can carry you towards enlightenment and a deeper understanding of the world.",en,115,25,0,140,0.179,"['balance', 'to', 'a', 'a', 'true', 'comes', 'a', 'can', 'a', 'to', 'a', 'to', 'embrace', 'to', 'use', 'to', 'to', 'balance', 'to', 'use', 'to', 'a', 'so', 'can', 'a']",[]
2,"The Three of Wands is an Earth card that symbolizes growth and expansion. It represents the potential for abundance and success when we tend to our resources and nurture our ideas. This card is a reminder that true stability comes from a solid foundation and that by embracing our potential, we can manifest a life of prosperity and fulfillment. The Three of Wands encourages you to recognize the power of your emotions and the role they play in shaping your reality. It is a call to trust in your instincts and to use your passion to create a life that is both stable and rich with possibility. This card challenges you to embrace your potential and to use your resources, both emotional and tangible, to create a life that aligns with your deepest desires and aspirations.",en,110,26,0,136,0.191,"['to', 'ideas', 'a', 'true', 'comes', 'a', 'solid', 'can', 'a', 'to', 'role', 'reality', 'a', 'to', 'trust', 'to', 'use', 'to', 'a', 'to', 'embrace', 'to', 'use', 'tangible', 'to', 'a']",[]
3,The Ten of Pentacles is an Earth,en,6,1,0,7,0.143,['ten'],[]
4,"The Queen of Swords is an Earth card that symbolizes the embodiment of wisdom and clarity. It represents the ability to cut through the complexities of life with precision and insight. This card is a reminder that true understanding comes from within and that by embracing our inner wisdom, we can navigate the challenges of the material world with grace and intelligence. The Queen of Swords encourages you to trust in your ability to discern and make clear choices. It is a call to recognize the power of your thoughts and ideas, and to use them to manifest a stable and fulfilling reality. This card challenges you to embrace your intelligence and to use it to create a balanced and sustainable life that aligns with your deepest values and aspirations.",en,104,25,1,130,0.192,"['queen', 'to', 'a', 'true', 'comes', 'can', 'material', 'queen', 'to', 'trust', 'to', 'a', 'to', 'ideas', 'to', 'use', 'to', 'a', 'reality', 'to', 'embrace', 'to', 'use', 'to', 'a']",['fulfilling']
5,"The Queen of Pentacles, a Water card, embodies the essence of emotional intelligence and nurturing. It is a reminder that true strength lies in understanding and caring for the emotions of oneself and others. This card invites you to explore the depths of your feelings and to embrace your intuition as a guide. The Queen of Pentacles encourages you to tend to your emotional well-being and to use your empathy to connect with the hearts of those around you. It is a call to recognize the power of your emotions and to use them as a source of strength and wisdom. This card challenges you to embrace your sensitivity and to use it to create a safe and nurturing space for yourself and those around you. By doing so, you tap into the transformative power of Water, which can wash away old wounds and reveal new beginnings.",en,117,31,0,148,0.209,"['queen', 'a', 'a', 'true', 'invites', 'to', 'explore', 'to', 'embrace', 'as', 'a', 'queen', 'to', 'to', 'to', 'use', 'to', 'a', 'to', 'to', 'use', 'as', 'a', 'to', 'embrace', 'to', 'use', 'to', 'a', 'so', 'can']",[]
6,The Ten of Cups is a Fire card that signifies a moment of profound fulfillment and emotional connection. It represents the joy and happiness that come from achieving our desires and being aligned with our true selves. This card is a reminder that our passions and drive can bring us great happiness and fulfillment when channeled correctly. The Ten of Cups encourages you to recognize the power of your emotions and the joy they can bring. It is a call to embrace your desires and to use your willpower to manifest a life filled with love and fulfillment. This card challenges you to use your inner fire to create a life that brings you true happiness and allows you to connect deeply with yourself and those around you.,en,104,23,1,128,0.18,"['ten', 'a', 'a', 'come', 'true', 'a', 'can', 'ten', 'to', 'can', 'a', 'to', 'embrace', 'to', 'use', 'to', 'a', 'to', 'use', 'to', 'a', 'true', 'to']",['willpower']
7,"The Four of Cups is an Earth card that symbolizes stability and the foundation of our being. It represents the importance of tending to our needs and creating a secure base from which to explore the world. This card is a reminder that true growth comes from within and that by nurturing our emotional and physical needs, we can manifest a life of abundance and fulfillment. The Four of Cups encourages you to embrace your stability and to use it as a platform to explore your desires and aspirations. It is a call to recognize the power of your emotions and the role they play in shaping your reality. This card challenges you to tend to your emotional garden, nurturing and caring for your feelings until they blossom into something beautiful. By doing so, you create a life that is both stable and rich with possibility.",en,120,26,0,146,0.178,"['to', 'a', 'base', 'to', 'explore', 'a', 'true', 'comes', 'can', 'a', 'to', 'embrace', 'to', 'use', 'as', 'a', 'to', 'explore', 'a', 'to', 'role', 'reality', 'to', 'to', 'so', 'a']",[]
8,"The Ten of Swords is a Fire card that signifies a moment of intense drive and willpower. It represents the dark side of passion, where desires can become all-consuming and the path forward seems unclear. This card is a reminder that our drive and willpower can sometimes be our downfall if we do not channel them correctly. It is a call to recognize the power within and to use it wisely, ensuring that our passions do not burn us. The Ten of Swords encourages you to reflect on your desires and the actions they drive you to take. It is a reminder that true strength lies in understanding and controlling our passions, using them as a force for positive change and transformation. This card challenges you to confront your inner demons and use the power of your will to rise above any obstacles or challenges you face.",en,120,26,2,148,0.176,"['ten', 'a', 'a', 'intense', 'can', 'a', 'can', 'be', 'do', 'a', 'to', 'to', 'use', 'do', 'ten', 'to', 'to', 'a', 'true', 'as', 'a', 'positive', 'to', 'use', 'to', 'rise']","['willpower', 'willpower']"
9,"The Ace of Cups, an Earth card, signifies the beginning of a journey towards emotional fulfillment and spiritual growth. It represents the manifestation of our deepest desires and the abundance that comes from nurturing our emotions and connecting with our inner selves. This card is a reminder that true wealth lies within, and that by tending to our emotional needs, we can cultivate a rich and fulfilling life. The Ace of Cups encourages you to embrace your emotions, to explore your heart, and to trust in the abundance that comes from this connection. It is a call to embrace the stability and strength that comes from a solid foundation of emotional well-being, and to use this as a platform to manifest your dreams and aspirations.",en,100,25,1,126,0.198,"['a', 'comes', 'a', 'true', 'to', 'can', 'a', 'to', 'embrace', 'to', 'explore', 'to', 'trust', 'comes', 'a', 'to', 'embrace', 'comes', 'a', 'solid', 'to', 'use', 'as', 'a', 'to']",['fulfilling']
