Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The swirling depths of this card invite a gentle, persistent exploration. A current of understanding begins to emerge, a quiet recognition of the currents within.  It speaks of a powerful, yet sometimes elusive, truth – a resonance that feels profoundly familiar, yet remains veiled.  The reflection reveals a landscape of hidden depths, a space where intuition dances with a subtle melancholy.  There’s a strength rooted in empathy, a willingness to feel deeply, though perhaps with a touch of uncertainty.  This is a moment to pause, to allow the water to wash over you, to observe the subtle shifts in your emotional landscape.  It suggests a need to honor the voice within, to trust the intuitive whispers that guide you, even when the surface feels obscured.  Let the flow reveal what truly resonates.",en,103,29,0,132,0.22,"['invite', 'a', 'a', 'to', 'emerge', 'a', 'a', 'a', 'familiar', 'a', 'a', 'dances', 'a', 'a', 'a', 'to', 'a', 'a', 'to', 'pause', 'to', 'to', 'to', 'observe', 'a', 'to', 'honor', 'to', 'trust']",[]
1,"The air shimmers, a gentle current pushing outward. A quiet understanding begins to bloom, a delicate balance between the visible and unseen.  It’s a moment of receptive stillness, a letting go of the insistent need to speak or act.  Thoughts, like nascent blossoms, unfurl with a subtle grace, seeking their own light.  There’s a yearning for seamless exchange, a desire to weave your intentions into the fabric of reality.  A pause, a moment of reflection – a chance to truly hear the whispers within your own mind.  The air carries a weight of potential, a promise of clarity that demands gentle nurturing.  It’s a pathway to recognizing the subtle currents that shape your perception, inviting you to observe with a heightened awareness.",en,95,29,0,124,0.234,"['a', 'a', 'to', 'a', 'balance', 'visible', 'a', 'a', 'go', 'to', 'a', 'light', 'a', 'a', 'to', 'reality', 'a', 'pause', 'a', 'a', 'chance', 'to', 'a', 'a', 'a', 'to', 'to', 'observe', 'a']",[]
2,"The earth breathes a quiet strength, a grounding presence. A single, steady bloom pushing through the soil – that’s the core of your being, isn’t it?  It’s a recognition of the tangible realities that shape your world, the very foundations upon which you build.  There’s a gentle pull towards what is real, a desire to anchor yourself in the present moment.  Consider the resources you hold dear – the things that nourish your spirit and provide a sense of security.  A balanced approach to these elements – acknowledging both the potential for growth and the need for careful stewardship – is key.  The earth whispers of a sustainable path, a harmonious dance between your intentions and the world around you.  It asks you to examine how you’re nurturing this foundation, ensuring it remains resilient and true to your core values.",en,115,25,1,141,0.177,"['a', 'a', 'a', 'single', 'core', 't', 'a', 'tangible', 'a', 'real', 'a', 'to', 'anchor', 'a', 'a', 'to', 'a', 'a', 'dance', 'to', 'examine', 're', 'true', 'to', 'core']",['isn']
3,"The earth settles, a quiet, steady presence. A single stone, reflecting a vast, ancient landscape.  It speaks of a foundation, a grounding that demands respect.  The weight of potential, held within the soil, feels heavy.  There’s a gentle pull towards what is solid, what holds form and substance.  Consider the space between your actions and your intentions – a delicate balance awaiting alignment.  The earth offers a chance to examine the tangible impact of your choices, the resources you’ve cultivated, and the environment you’ve shaped.  A quiet strength emerges from this grounded perspective – a recognition of the enduring power of persistence.  It asks you to nurture the roots of your being, ensuring a sustainable foundation for your future.",en,97,23,0,120,0.192,"['a', 'a', 'single', 'a', 'a', 'a', 'heavy', 'a', 'solid', 'a', 'balance', 'a', 'chance', 'to', 'examine', 'tangible', 've', 've', 'a', 'emerges', 'a', 'to', 'a']",[]
4,"The earth shifts beneath your feet, a slow, deliberate unfolding. A quiet strength resides within, a grounding force amidst the swirling currents of your being.  It’s a recognition of the tangible echoes of your heart, the very essence of what you hold dear.  Consider the weight of your intentions, the fertile ground where they’re planted.  There’s a pull towards what is solid, a desire to anchor your beliefs to a stable reality.  Yet, a subtle tension exists – a need to relinquish what no longer serves you, to allow the natural flow of resources to nurture new growth.  The earth whispers of a necessary balance, a careful stewardship of the gifts you’ve gathered.  It asks you to examine the landscape of your life – the tangible and the intangible – and to ensure your path remains rooted in a sustainable, unwavering foundation.",en,110,33,0,143,0.231,"['a', 'a', 'resides', 'a', 'a', 'tangible', 'echoes', 're', 'a', 'solid', 'a', 'to', 'anchor', 'to', 'a', 'reality', 'a', 'a', 'to', 'no', 'to', 'natural', 'to', 'a', 'balance', 'a', 've', 'to', 'examine', 'tangible', 'intangible', 'to', 'a']",[]
5,"The shimmering surface of this card reveals a profound current within. A gentle, insistent pull towards the depths, a yearning for clarity amidst the swirling tides of feeling. It speaks of a strength rooted in understanding, a quiet resilience forged in the flow of intuition.  

The water reflects a landscape both serene and shadowed, a delicate balance between receptiveness and guardedness.  It suggests a powerful, yet subtle, influence – a voice that echoes within your soul, demanding you listen to the unspoken truths. 

This card invites a careful examination of the emotional landscape, recognizing the potent signals emanating from your core.  Allow the water to guide you, to reveal the hidden currents that shape your perceptions and actions.  It’s a moment to honor the wisdom that resides within your empathy, understanding that it is the key to unlocking your authentic self.",en,115,25,1,141,0.177,"['a', 'a', 'a', 'a', 'a', 'a', 'serene', 'a', 'balance', 'a', 'a', 'echoes', 'soul', 'listen', 'to', 'invites', 'a', 'core', 'to', 'to', 'a', 'to', 'honor', 'resides', 'to']",['emanating']
6,"The flames dance within, a restless, bright energy. A powerful current flows, demanding to be unleashed.  It feels like a nascent bloom, pushing through the darkness, demanding to be seen.  A focused intensity, a burning desire – this is the core of the unfolding.  

The world shifts and swirls around you, mirroring the intensity of your own will.  A potent force, demanding recognition, yet simultaneously hinting at a potential for profound change.  It speaks of a journey inward, a deliberate forging of your own path.  

Consider the warmth within, the strength that fuels your ambition.  Let the fire illuminate the shadows, revealing the potential for a truly magnificent creation.  It’s a call to embrace the transformative power that resides within, to let your will burn brightly and reshape your reality.",en,106,23,1,130,0.177,"['dance', 'a', 'bright', 'a', 'to', 'be', 'a', 'to', 'be', 'a', 'a', 'core', 'a', 'a', 'a', 'a', 'a', 'a', 'to', 'embrace', 'resides', 'to', 'reality']",['swirls']
7,"The earth breathes a quiet strength, a grounding presence.  A single, steady bloom pushing through the soil – that’s the core of your being, isn’t it?  It’s the weight of your experiences, the solid foundation upon which you build.  There’s a gentle pull towards what is real, a recognition of the tangible within your heart.  The earth offers a space for reflection, a moment to truly see the resources you’ve cultivated – both within and without.  Consider how your energy flows through the physical realm, and how it interacts with the world around you.  A balanced approach, a mindful connection to the tangible, reveals a profound truth about your own enduring nature.  Let the earth’s quiet wisdom guide you toward a sustainable path, rooted in acceptance and enduring value.",en,110,22,1,133,0.165,"['a', 'a', 'a', 'single', 'core', 't', 'solid', 'a', 'real', 'a', 'tangible', 'a', 'a', 'to', 've', 'a', 'a', 'to', 'tangible', 'a', 'nature', 'a']",['isn']
8,"The flickering flame within you holds a potent, almost restless energy. A force demanding to be unleashed, a current pulling you towards a new horizon. It’s a fierce, unwavering conviction, a burning desire that refuses to be contained.  This is a moment of intense focus, a singular purpose demanding to be realized.  

The path ahead is paved with potential, a landscape ripe for reshaping.  There’s a strength radiating from this core, a clarity born from confronting the shadows of the past.  It’s a powerful, transformative moment, demanding you to fully embrace the fire within – to let its intensity guide your decisions, even if it means a difficult, swift burn.  Consider how this potent energy will ultimately illuminate your true self.",en,97,26,0,123,0.211,"['a', 'a', 'to', 'be', 'a', 'a', 'a', 'a', 'to', 'be', 'a', 'intense', 'a', 'singular', 'to', 'be', 'a', 'a', 'core', 'a', 'a', 'to', 'embrace', 'to', 'a', 'true']",[]
9,"The earth’s steady presence whispers of a foundation built on enduring values. A gentle strength, a quiet resolve, emanates from this card – a recognition of the inherent worth within the tangible world.  It’s a moment to consider the roots of your being, the resources you’ve cultivated, and the landscape of your life.  There’s a profound connection to the physical realm, a subtle dance between the tangible and the ethereal.  A shift in perspective is needed – a mindful assessment of how you nurture and protect this foundation.  The earth’s quiet demand for balance suggests a need to honor the cycles of growth and renewal, ensuring that your efforts are rooted in stability and enduring purpose.  Let the stillness of this card invite you to examine the very essence of your being.",en,110,24,1,135,0.178,"['a', 'a', 'a', 'resolve', 'a', 'tangible', 'a', 'to', 've', 'a', 'to', 'a', 'dance', 'tangible', 'a', 'a', 'balance', 'a', 'to', 'honor', 'are', 'invite', 'to', 'examine']",['emanates']
