Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The depths of the subconscious beckon, a mirror reflecting the hidden currents of the soul. Emotions flow like a river, sometimes turbulent, sometimes calm, but always carrying the seeker towards self-discovery. To dive into these waters is to embrace the wisdom of the heart, to connect with the intuitive voice that whispers from within. The path of empathy unfolds, a bridge between self and others, allowing for a deeper understanding of shared experiences and emotions. In the realm of feelings, the seeker finds the key to unlocking their true potential, a source of strength and guidance in the journey of life. The invitation is clear: to immerse oneself in the emotional landscape, to explore the depths of the psyche, and to emerge transformed by the power of self-knowledge and emotional intelligence.",en,115,18,0,133,0.135,"['a', 'soul', 'a', 'to', 'to', 'embrace', 'to', 'a', 'bridge', 'a', 'to', 'true', 'a', 'to', 'to', 'explore', 'to', 'emerge']",[]
1,"The breath of life flows through you, a vital current connecting mind and spirit. With each inhalation, you draw in the essence of the divine, allowing higher wisdom to take root in your consciousness. As you exhale, your thoughts take flight, carried on the winds of communication to shape the world around you. In this dance of inspiration and expression, you find clarity and purpose. The air card invites you to explore the power of your own mind, to discern the truth that lies within and without. Through the alchemy of thought and word, you have the ability to transform your reality, to create a world that resonates with your deepest desires. Embrace the breath, the breath of life, and let it guide you on your journey of self-discovery and manifestation.",en,115,17,0,132,0.129,"['a', 'vital', 'divine', 'to', 'as', 'exhale', 'to', 'dance', 'invites', 'to', 'explore', 'to', 'to', 'reality', 'to', 'a', 'embrace']",[]
2,"The earth beneath your feet, solid and unyielding, yet teeming with life. Roots dig deep, seeking nourishment, while branches reach high, yearning for the sun. You stand at the crossroads, three paths before you. Each one a choice, a direction to explore. The journey ahead is yours to shape, to mold with the clay of your intentions. Trust in the wisdom of the land, the cycles of growth and decay. For in the fertile soil of your being, seeds of potential lie waiting to sprout. Tend to them with care, and watch as they unfurl into the fullness of your destiny. The earth is patient, the earth is generous. She will provide all that you need, if you but ask with an open heart. So go forth, my child, and make your mark upon the world. Let your roots sink deep, and your branches dance in the wind. For you are a part of this great tapestry, woven from the threads of time and space. And in the end, it is the earth that will cradle you, the earth that will sing your story to the stars.",en,164,23,0,187,0.123,"['solid', 'stand', 'a', 'a', 'to', 'explore', 'to', 'to', 'trust', 'land', 'lie', 'to', 'to', 'care', 'as', 'open', 'so', 'go', 'dance', 'are', 'a', 'time', 'to']",[]
3,"The earth beneath your feet, solid and unyielding, yet teeming with life. Roots dig deep, seeking nourishment, while branches reach high, yearning for the sun. In the dance of give and take, you find your place. The cycle of growth and decay, the ebb and flow of resources, all part of the great web of existence. You are but a thread in this tapestry, yet your actions ripple outward, shaping the fabric of reality. Embrace the material world, for it is the stage upon which your story unfolds. Tend to your garden with care, and watch as your efforts bear fruit. For in the fertile soil of your being, seeds of potential lie waiting to sprout.",en,102,14,0,116,0.121,"['solid', 'dance', 'place', 'web', 'are', 'a', 'reality', 'embrace', 'material', 'to', 'care', 'as', 'lie', 'to']",[]
4,"The Queen of Swords stands tall, her gaze piercing and unwavering. She holds a sword in one hand, a symbol of her sharp intellect and ability to cut through illusions. With the other hand, she gestures towards the earth, acknowledging the material realm and its resources. Her presence invites us to confront reality head-on, to face our truths without flinching. She challenges us to question our beliefs and assumptions, to seek clarity and honesty in all our interactions. The Queen of Swords reminds us that true strength lies in embracing the present moment, in finding stability and balance amidst the ever-changing landscape of life. She encourages us to take responsibility for our actions and to use our resources wisely, knowing that every choice we make has consequences. As we stand before her, we are invited to reflect on our relationship with the material world, to consider how we can align our spiritual aspirations with our daily practices. The Queen of Swords invites us to embody the wisdom of the earth, to ground ourselves in the present moment and to find the strength to manifest our deepest desires.",en,154,35,0,189,0.185,"['queen', 'her', 'a', 'a', 'her', 'to', 'material', 'her', 'invites', 'to', 'reality', 'to', 'to', 'to', 'queen', 'true', 'balance', 'to', 'to', 'use', 'has', 'as', 'stand', 'her', 'are', 'to', 'material', 'to', 'can', 'queen', 'invites', 'to', 'to', 'to', 'to']",[]
5,"The depths of the subconscious beckon, a mirror reflecting hidden truths. Emotions flow like water, turbulent and deep, carrying the seeker to the heart of their inner world. To dive within is to connect with the intuitive wisdom that guides from within. Feelings are a vital source of information, revealing the true self and its needs. Empathy flows like a river, connecting the seeker to others through shared experiences and emotions. The invitation is to immerse in the emotional realm, exploring the currents of the psyche. Introspection reveals the dominant emotions that shape daily life and decision-making. Honor the sensitivity of the heart, for it is a tool of connection and self-discovery. The depths of the subconscious hold the key to understanding the self and navigating the emotional landscape with wisdom and grace.",en,121,14,0,135,0.104,"['a', 'to', 'to', 'to', 'are', 'a', 'vital', 'true', 'a', 'to', 'to', 'honor', 'a', 'to']",[]
6,"The flames of passion dance within, a force both creative and destructive. They burn away the old, making space for new beginnings. The vital spark ignites, fueling the will to manifest desires in the physical realm. Purification through fire, a path to self-reinvention. The divine power within, a wellspring of inspiration and determination. Conscious channeling of inner strength, aligning actions with a higher purpose. The fire card invites reflection on the authentic desires that drive us, challenging us to use our power deliberately for personal growth and transformation.",en,76,13,0,89,0.146,"['dance', 'a', 'vital', 'to', 'a', 'to', 'divine', 'a', 'a', 'invites', 'to', 'use', 'personal']",[]
7,"In the realm of matter, you find yourself at a crossroads. The cups before you hold the potential for growth and abundance, yet you remain unmoved. The earth beneath your feet is fertile, waiting to be cultivated, but your gaze is turned inward. The resources at your disposal are vast, yet you fail to see their value. To move forward, you must ground yourself in the present moment, acknowledging the gifts that surround you. Only then can you truly appreciate the richness of your existence and the opportunities that lie before you. The earth calls you to action, inviting you to engage with the tangible world and manifest your deepest desires. Embrace the material plane, for it is here that your dreams can take root and flourish.",en,111,16,0,127,0.126,"['a', 'to', 'be', 'are', 'to', 'to', 'can', 'lie', 'to', 'to', 'tangible', 'embrace', 'material', 'plane', 'here', 'can']",[]
8,"The flames of passion burn bright, but their intensity can also scorch and destroy. The fire within, when unleashed without restraint, has the potential to consume all in its path. Yet, it is through this very destruction that new life emerges, phoenix-like from the ashes. The seeker must learn to harness the power of their inner fire, to direct its energy towards constructive ends. Only then can they truly manifest their will and bring their deepest desires to fruition. The challenge lies in recognizing the divine spark that resides within, and in channeling that power with intention and purpose. For it is through this conscious use of inner strength that the seeker can transform themselves and their world, one fiery step at a time.",en,109,16,0,125,0.128,"['bright', 'can', 'has', 'to', 'consume', 'emerges', 'to', 'to', 'can', 'to', 'divine', 'resides', 'use', 'can', 'a', 'time']",[]
9,"The Ace of Cups represents the potential for emotional abundance and spiritual nourishment. In the realm of the material plane, this card suggests a fertile ground for personal growth and the manifestation of heartfelt desires. The energy of the Ace of Cups invites you to open your heart fully, allowing love and compassion to flow freely. Trust in the universe's capacity to provide for your needs and desires, and be receptive to the blessings that come your way. Embrace the beauty of the present moment and let your emotions guide you towards a deeper connection with yourself and others. The Ace of Cups reminds you that by nurturing your inner world, you can create a life filled with joy, abundance, and fulfillment.",en,106,17,0,123,0.138,"['material', 'plane', 'a', 'personal', 'invites', 'to', 'open', 'to', 'trust', 'to', 'be', 'to', 'come', 'embrace', 'a', 'can', 'a']",[]
