Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The swirling depths of this card invite you to become a vessel for the currents within. A powerful current, undeniably, pulls you towards the surface, yet it’s the shadowed pools beneath that hold the greatest truth.  A steady hand, a measured approach, is needed as you navigate this expansive space.  

The weight of experience settles upon you, a gentle pressure, demanding you acknowledge the echoes of the past.  It’s a recognition of the strength and vulnerability intertwined within your being.  

Look closely at the reflection – not of what you *should* be, but of what *is*.  Let the flow guide you, allowing the subtle shifts in hue to reveal the landscape of your heart.  A quiet understanding begins to bloom, a resonance with the unspoken language of your soul.",en,113,17,0,130,0.131,"['invite', 'to', 'a', 'a', 'a', 'a', 'as', 'a', 'echoes', 'a', 'look', 'be', 'to', 'a', 'to', 'a', 'soul']",[]
1,"A gentle current, a shifting hue,
Where stillness yields to a whispered plea.
The breath expands, a silver grace,
Across a landscape of inner space.

A balance sought, a measured flow,
Where echoes of thought begin to grow.
A quiet strength, a thoughtful plea,
To navigate the currents, you and me.

The air reveals a pathway unseen,
A resonance of what might have been.
Observe the subtle dance of words,
And let the silent wisdom be heard.",en,55,22,0,77,0.286,"['a', 'a', 'to', 'a', 'plea', 'a', 'a', 'a', 'balance', 'a', 'echoes', 'to', 'a', 'a', 'plea', 'to', 'me', 'a', 'a', 'observe', 'dance', 'be']",[]
2,"A grounding presence emerges, a steady pulse beneath the surface.  The earth yields, offering a quiet strength.  A familiar path, rooted deep, reveals a potential for profound connection.  Consider the weight of your actions, the echoes of your intentions.  The resources you nurture – both internal and external – are not merely possessions, but the very foundation of your being.  A gentle pull towards stability suggests a need to honor the tangible while simultaneously acknowledging the fluidity of experience.  Look to the stars; a balance awaits, a recognition of the symbiotic dance between the physical and the spiritual.  Let the earth’s quiet wisdom guide you toward a sustainable and resonant existence.",en,88,22,0,110,0.2,"['a', 'emerges', 'a', 'pulse', 'a', 'a', 'familiar', 'a', 'echoes', 'are', 'a', 'a', 'to', 'honor', 'tangible', 'look', 'to', 'a', 'balance', 'a', 'dance', 'a']",[]
3,"The earth settles, a quiet yielding beneath your feet.  A steady anchor, it holds the potential for profound growth, yet also the weight of experience.  Look to the interwoven roots, reaching deep into the soil – what foundations do you build upon?  The surface reflects a familiar comfort, a sense of belonging, but beneath, a restless yearning stirs.  Consider the colors surrounding it – are they vibrant, or muted, suggesting a struggle to fully express your inner landscape?  The earth offers a space for transformation, a chance to cultivate not just possessions, but the very essence of your being.  It whispers of patience, of nurturing the seeds of your dreams, and of recognizing the interconnectedness of all things.  A gentle invitation to ground yourself, to understand the tangible threads that weave through your spirit.",en,110,21,1,132,0.159,"['a', 'a', 'anchor', 'look', 'to', 'do', 'a', 'familiar', 'a', 'a', 'are', 'a', 'to', 'a', 'a', 'chance', 'to', 'a', 'to', 'to', 'tangible']",['interconnectedness']
4,"A rooted stillness settles upon you, a quiet strength anchored to the earth’s embrace.  The slow unfolding of this card speaks of a profound understanding – a recognition of the inherent beauty in the grounded, persistent.  It’s a moment of gathering, of carefully cultivating the resources within yourself and the world around you.  There’s a gentle insistence on holding onto what matters, a steadfastness born not of stubbornness, but of a deep, abiding awareness.  

The earth’s quiet wisdom whispers of a path less traveled, one that demands a mindful connection to the physical realm.  It’s a time to assess the flow of energy, to recognize the subtle shifts within your own being and the world’s response.  Allow the solidity of your foundation to deepen, and watch as the potential for growth blossoms from the fertile ground beneath.",en,119,23,0,142,0.162,"['a', 'a', 'anchored', 'to', 'embrace', 'a', 'a', 'a', 'a', 'holding', 'onto', 'a', 'a', 'a', 'a', 'to', 'a', 'time', 'to', 'to', 'response', 'to', 'as']",[]
5,"The shimmering surface of this card reveals a quiet current, a deep well of feeling pulling towards the surface.  A steady hand, yet hesitant, guides a journey inward.  The weight of potential rests upon a foundation of stillness, a space where the echoes of forgotten moments resonate.  It speaks of a profound connection to the core of being, a recognition that the most potent truths reside not in outward displays, but within the quiet spaces of the soul.  Observe the gentle pull, the subtle shifts in the reflection – a dance of intuition and understanding.  Allow the current to carry you, not towards a destination, but towards a deeper knowing of yourself.  This is a moment of acceptance, of honoring the raw, untamed power of your emotional landscape.",en,107,20,0,127,0.157,"['a', 'a', 'a', 'a', 'a', 'a', 'echoes', 'a', 'to', 'core', 'a', 'reside', 'soul', 'observe', 'a', 'dance', 'to', 'a', 'a', 'a']",[]
6,"A molten core within, a slow, insistent burn.  The surface reflects a restless, yearning light, a desire to rise from the ashes of the past.  A gentle current pulls, urging you to embrace the force that shapes your being – a powerful, unseen current.  It whispers of potential, of a landscape waiting to be sculpted, a space ripe for blossoming.  Consider the warmth radiating from your core, the quiet strength that fuels your movements.  It’s a call to acknowledge the intensity within, to let it guide your choices, not dictate them.  A dance with transformation, a shedding of what no longer serves, revealing a new, vibrant form.  Let the fire within illuminate the path forward, a steady, purposeful flame.",en,93,26,0,119,0.218,"['a', 'core', 'a', 'a', 'light', 'a', 'to', 'rise', 'a', 'to', 'embrace', 'a', 'a', 'to', 'be', 'a', 'core', 'a', 'to', 'to', 'a', 'dance', 'a', 'no', 'a', 'a']",[]
7,"A gentle yielding of the surface, a quiet acceptance of the groundedness beneath.  The earth’s embrace holds a promise of rootedness, a stillness within the shifting currents of existence.  A warmth radiates from the core, a desire to anchor oneself to the tangible, to cultivate a stable foundation.  Consider how your resources – both internal and external – are shaped by the soil beneath your feet.  There’s a resonance with the cycles of growth and decay, a recognition that even in stillness, transformation is possible.  Let the earth’s quiet strength guide you toward a mindful connection with your own being, a willingness to nurture the seeds of your dreams while honoring the enduring beauty of the present moment.",en,99,20,0,119,0.168,"['a', 'a', 'embrace', 'a', 'a', 'a', 'core', 'a', 'to', 'anchor', 'to', 'tangible', 'to', 'a', 'are', 'a', 'a', 'a', 'a', 'to']",[]
8,"The ember glows within, a slow, deliberate burn.  A shadow stretches long, mirroring a journey undertaken, a path illuminated by a fierce, unwavering light.  It’s a reckoning, a moment of intense focus, a deliberate choice to confront the inevitable.  The weight of what was, settles heavy, yet a nascent strength begins to stir.  It’s a pull towards a clearing, a space where the old can be released, allowing new growth to blossom.  The flame remembers its origin, a potent source of transformation, but it’s not a constant blaze.  It’s a controlled release, a necessary sacrifice to pave the way for something more substantial.  Consider the echoes of your own fire – what remains, what is truly yours to hold?",en,92,30,0,122,0.246,"['a', 'a', 'a', 'a', 'a', 'light', 'a', 'a', 'intense', 'a', 'to', 'inevitable', 'heavy', 'a', 'to', 'a', 'a', 'a', 'can', 'be', 'released', 'to', 'a', 'a', 'a', 'a', 'to', 'more', 'echoes', 'to']",[]
9,"A solid foundation, a rooted stillness.  The earth yields, a gentle pressure beneath the surface.  A quiet strength emerges, a willingness to anchor oneself to the tangible.  Consider the way you gather your resources – the stones you choose, the soil you cultivate.  There’s a deep resonance within, a pull towards the grounded, the persistent.  The world whispers of potential, of growth born from the earth’s embrace.  A careful tending of the self, a mindful connection to the cycles of nourishment.  Let the stillness of this card reveal a desire for balance – a willingness to honor the physical and the spiritual, to build a lasting presence amidst the shifting sands of existence.",en,89,24,0,113,0.212,"['a', 'solid', 'a', 'a', 'a', 'emerges', 'a', 'to', 'anchor', 'to', 'tangible', 'a', 'a', 'embrace', 'a', 'a', 'to', 'a', 'balance', 'a', 'to', 'honor', 'to', 'a']",[]
