Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"""The Emperor is an embodiment of order, duty, and focus. He represents a well-defined structure, a strong foundation, and unwavering determination. In the emotional realm, his presence can manifest as the ability to maintain emotional stability and boundaries, allowing for healthy self-expression. He may also symbolize the power to control one's responses, turning inner turmoil into emotional intelligence. Consider the importance of emotional sovereignty and balance, drawing upon the Emperor's leadership and stability. His wisdom lies in the understanding that emotional mastery fosters a deeper sense of self-awareness and personal growth.""",en,83,13,0,96,0.135,"['he', 'a', 'a', 'can', 'as', 'to', 'he', 'to', 'control', 'responses', 'balance', 'a', 'personal']",[]
1,"The card of Temperance in the domain of Air resonates with the delicate balance that governs communication and thought. It underscores the importance of harmony in mental processes, fostering clear, effective communication. As the wind carries words, Temperance echoes the need for equilibrium in expression. This card calls for the subtle adjustments necessary for harmonious connections, revealing the essential role of balance in fostering understanding and mutual respect. The journey toward refined communication is thus illuminated, offering a path to elevated thought and enriched dialogue.",en,75,10,0,85,0.118,"['balance', 'mental', 'as', 'echoes', 'role', 'balance', 'mutual', 'a', 'to', 'dialogue']",[]
2,Your spiritual aspirations take tangible form. You create lasting impressions upon the material plane. Seek balance and sustainability.,en,13,4,1,18,0.222,"['tangible', 'material', 'plane', 'balance']",['sustainability']
3,Your connection to the land deepens. The cycle of growth and decay becomes a part of your life. The material world is a mirror reflecting your inner world.,en,23,5,0,28,0.179,"['to', 'land', 'a', 'material', 'a']",[]
4,"The Queen of Swords stands firm as a symbol of intellect and discernment. She wields her sword with wisdom, cutting through illusions and offering a clear perspective. In the realm of Earth, she embodies the potency of knowledge and the power of clear intentions to manifest resources and bring fertility to the material plane.",en,45,9,0,54,0.167,"['queen', 'as', 'a', 'her', 'a', 'to', 'to', 'material', 'plane']",[]
5,"Let emotions swirl and cascade, like waves of the ocean. In the depths of subconscious, secrets and truth unfurl. Feeling is a mirror, reflecting the soul's hidden corners. Embrace emotions, for they are a wellspring of intuition and empathy. Through the mirror of emotions, we discern our own truths. Introspection unveils emotions' impact on daily living, decision-making and connection with others. The mirror of emotions, a call to honor emotional sensitivity, leading to self-discovery and understanding of shared experiences.",en,71,11,0,82,0.134,"['cascade', 'a', 'soul', 'embrace', 'are', 'a', 'living', 'a', 'to', 'honor', 'to']",[]
6,"The divine power resides within you. Embrace the strength that fuels your will and passion. Let the inner fire of your motivation burn away the old, igniting the spark for new creations.",en,29,3,0,32,0.094,"['divine', 'resides', 'embrace']",[]
7,"This card calls for re-evaluation of material priorities. It suggests a need for balance and stability in the physical realm. The tangible aspects of life are being questioned, urging a closer look into personal nourishment and self-sustainability. This is an invitation to reflect on the material foundation of one's life, and consider the alignment of spiritual aspirations with daily practices.",en,51,11,1,63,0.175,"['re', 'material', 'a', 'balance', 'tangible', 'are', 'a', 'look', 'personal', 'to', 'material']",['sustainability']
8,"The Ten of Swords reflects the power of the unyielding will, the indomitable spirit. It symbolizes the strength within to overcome adversity and emerge victorious, even when faced with challenges or conflict. It's a reminder of the power that lies within, to rise above and transform struggles into opportunities for growth. To let the essence of the Fire card inspire and empower, to ignite the inner fire and channel it towards a higher purpose.",en,65,10,0,75,0.133,"['ten', 'to', 'emerge', 'a', 'to', 'rise', 'to', 'inspire', 'to', 'a']",[]
9,"In the dance of transformation, you've brought the cup of your deepest dreams and desires. The sacred waters of your heart's essence are poured into the fertile ground, infusing it with the power of your passion. As the elements meld, the earth cradles your desires, nurturing them with stability and sustenance. The fruits of your labor ripen, creating a bountiful harvest that delights you with its tangible manifestations. In this earthly realm, the beauty of the dance between your desires and the world is revealed.",en,79,8,0,87,0.092,"['dance', 've', 'are', 'as', 'labor', 'a', 'tangible', 'dance']",[]
10,"The Page of Wands in the context of Water evokes a surge of intuitive wisdom. In the vast ocean of subconscious emotions, this card invites one to take a refreshing dip. A secret of the heart may surface or a forgotten truth emerge. The empathetic connection with others deepens, allowing for a profound exchange of emotions and understanding. The Page of Wands, a catalyst for emotional growth, encourages embracing your feelings and acknowledging their powerful influence.",en,65,10,1,76,0.132,"['a', 'surge', 'invites', 'to', 'a', 'a', 'a', 'emerge', 'a', 'a']",['empathetic']
11,"In the dance of transformation, embrace the earth to ground your journey. Nurture growth and secure your footing.",en,14,4,0,18,0.222,"['dance', 'embrace', 'to', 'footing']",[]
12,"El Emperador es un representante del poder y la estructura, evocando la autoridad y el control. Su presencia en la carta del Agua sugiere una fuerte influencia en las emociones y los sentimientos, posiblemente relacionada con la firmeza y la determinación en la vida. La conexión entre el Emperador y las emociones puede provocar un sentimiento de seguridad y estabilidad, así como una mayor comprensión de las necesidades dentro de sí mismo. La lectura simbólica de esta combinación puede ser la de una fuerte dirección emocional, un sentido de control en las turbulencias emocionales y una comprensión profunda de las emociones como fuerza vital.",es,0,104,0,104,0.0,[],[]
13,"En el espacio de la templanza, el aire se distorsiona como si fuera un espejo lleno de reflejos. El mundo de la mente está en un estado de equilibrio y sus múltiples facetas se dan cuenta de sí mismas en un espejo de miradas.",es,1,43,0,44,0.023,['si'],[]
14,"Manifiestarte en la tangibilidad, siente tu cuerpo en la tierra, nutre tus ideas con la realidad.",es,0,14,2,16,0.0,[],"['manifiestarte', 'tangibilidad']"
15,"Su tierra nativa es de color dorado, 
donde el corazón no se atormenta, 
pero sus manos están sucias con la muerte.",es,0,21,0,21,0.0,[],[]
16,"El monarca de espadas que reinó sobre las tierras de hoy,
Llevando el cetro de la fortuna en su regazo,
Su mirada, un látigo en el aire,
Esta reina de espadas, no hace ningún ruido.
A veces, debes ser como ella
En el camino hacia la vida real,
Un cinturón de espadas
Alrededor de tu cintura,
Viviendo con el fin de ganar.
La reina de espadas es el gobernante de las tierras
Y también el monarca del espíritu.
Puedes ser una persona que se esfuerza
Para cambiar el mundo
Y, en el proceso, cambiar tu vida.
Tu destino está lleno de espadas.
Señalando el camino hacia la fortuna,
Es una reina que lidera.
Sus palabras profundas
Te harán creer en nuestro destino.
No solo el camino hacia la vida real,",es,0,130,0,130,0.0,[],[]
17,El flujo del agua se refleja en tus sentimientos y en la sabiduría que contienes en tu interior.,es,0,18,0,18,0.0,[],[]
