Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"In the realm of the subconscious, the Emperor's stone throne stands resolute upon the tumultuous sea. His scepter, a rod of iron, pierces the waves, anchoring order amidst the fluid chaos. The Emperor, a sentinel of structure, watches over the depths, his gaze penetrating the murky waters. His presence is a reminder that even in the most unpredictable of emotions, there lies a foundation of strength and control. The flow of feelings around him is not to be feared but acknowledged as a source of profound wisdom. The Emperor, in his watery domain, invites you to navigate the currents of your inner sea, to chart the course of your emotional tides, and to embrace the sovereignty of your own heart. Let the ebb and flow of your feelings guide you to the shores of self-awareness and the realization that within the fluidity of your emotions, there is a steadfast core of being.",en,133,21,0,154,0.136,"['sea', 'a', 'fluid', 'chaos', 'a', 'a', 'a', 'control', 'to', 'be', 'as', 'a', 'invites', 'to', 'sea', 'to', 'to', 'embrace', 'to', 'a', 'core']",[]
1,"In the alchemy of the mind, the Temperance card dances with the ethereal grace of Air, blending thoughts and whispers into a harmonious symphony. It is a reminder that within the labyrinth of our consciousness, clarity is the elixir that transforms chaos into coherence, silence into song. The seeker is called to listen to the subtle cadences of the universe, to breathe in the essence of communication that transcends mere words, and to speak with the wisdom of the stars. In this space, where Air and spirit intertwine, the seeker finds the alchemy of expression, a language that resonates with the hidden melodies of the cosmos. Here, in the delicate balance of thought and communication, lies the path to enlightenment, a journey where each breath is a step towards understanding the intricate tapestry of existence.",en,117,18,0,135,0.133,"['dances', 'a', 'a', 'elixir', 'chaos', 'to', 'listen', 'to', 'to', 'mere', 'to', 'a', 'cosmos', 'here', 'balance', 'to', 'a', 'a']",[]
2,"In the realm of earthly endeavors, you stand at the edge of a horizon that stretches beyond the familiar, where the whispers of the wind carry the scent of potential. Your gaze is fixed upon a distant land, where dreams take root and ambitions bloom. The Three of Wands, a silent sentinel, marks your presence in this vast expanse, a testament to the seeds of intention you have sown. Here, in the fertile soil of the material world, your aspirations find purchase, and your spirit, a steadfast gardener, tends to the burgeoning fruits of your labor. The earth beneath your feet, rich and bountiful, cradles the weight of your aspirations, grounding you in the tangible reality of your endeavors. Embrace the nurturing embrace of the earth, for it is here, amidst the solidity of your achievements, that your deepest yearnings find form, and your inner visions are given shape.",en,130,19,0,149,0.128,"['stand', 'a', 'familiar', 'a', 'land', 'a', 'a', 'to', 'here', 'material', 'a', 'to', 'labor', 'tangible', 'reality', 'embrace', 'embrace', 'here', 'are']",[]
3,"In the quietude of your earthly abode, you find the Ten of Pentacles nestled within the folds of your dreams. Here, the tapestry of your lineage weaves a story of abundance and legacy, a testament to the seeds of labor and love sown through generations. This card is a harbinger of the fruits of your endeavors, a symbol of the material and emotional wealth that flourishes when roots are deep and foundations are strong. It is a reminder that the earth beneath your feet is not merely a vessel for your aspirations but a nurturing cradle that sustains your every endeavor. In this realm of plenty, you are both the steward and the beneficiary of the earth's bounty, a custodian of the physical and the tangible, where each coin in the well-guarded treasure is a reflection of your inner riches. Embrace the cycle of giving and receiving, for in this dance of reciprocity, you find the essence of your connection to the earth, a bond that anchors you in the here and now, grounding your spirit in the fertile soil of your existence.",en,160,25,0,185,0.135,"['quietude', 'ten', 'here', 'a', 'a', 'to', 'labor', 'a', 'a', 'material', 'are', 'are', 'a', 'a', 'a', 'are', 'a', 'custodian', 'tangible', 'a', 'embrace', 'dance', 'to', 'a', 'here']",[]
4,"In the realm of earthly endeavors, you stand amidst the fertile loam, a sovereign amidst the silent whispers of growth. The Queen of Swords, a guardian of your inner sanctum, wields her blade not to cleave but to carve a path through the dense underbrush of material entanglements. Her eyes, sharp as the crescent moon, pierce through the veils of illusion, discerning the true value of your earthly treasures. She is the embodiment of clear-sighted wisdom, the silent sentinel who ensures that your resources are not squandered but nurtured, like a precious garden, to bloom in due season. Her presence is a reminder that the stability you seek is not found in the accumulation of wealth but in the judicious use of your earthly bounty. She beckons you to tend to your physical vessel with the same reverence you would bestow upon a sacred temple, for it is through this vessel that your deepest aspirations find form and expression. In her shadow, you discover the strength to stand firm, rooted in the rich soil of your convictions, as the world around you shifts and turns. Here, in the quietude of your earthly existence, you are both the steward and the embodiment of your material world, a testament to the enduring power of transformation.",en,180,34,0,214,0.159,"['stand', 'a', 'queen', 'a', 'her', 'to', 'to', 'a', 'dense', 'material', 'her', 'eyes', 'as', 'true', 'are', 'a', 'to', 'her', 'a', 'use', 'to', 'to', 'a', 'temple', 'her', 'to', 'stand', 'as', 'here', 'quietude', 'are', 'material', 'a', 'to']",[]
5,"In the garden of your inner sanctum, the Queen of Pentacles tends to her earthly domain with a gentle, nurturing hand. Her touch is the whisper of a stream, soothing and life-giving. She sits beneath an ancient oak, its roots entwined with her own, a testament to the enduring dance of growth and sustenance. Her crown, a wreath of ivy, adorns her with the verdant embrace of nature's own healing balm. She is the keeper of the hearth, where the embers of intuition glow with the light of inner knowing. Her eyes, reflecting pools of tranquil depth, mirror the soul's journey through the fluid realms of emotion. In her presence, the waters of feeling rise and mingle with the earth, nourishing the seeds of understanding sown in the fertile soil of the heart. Here, in the confluence of water and earth, the Queen invites you to bathe in the clarity of your own emotions, to embrace the ebb and flow of your inner tides, and to anchor your feelings in the stability of your being.",en,147,31,0,178,0.174,"['queen', 'to', 'her', 'a', 'her', 'a', 'her', 'a', 'to', 'dance', 'her', 'a', 'her', 'embrace', 'nature', 'light', 'her', 'eyes', 'tranquil', 'soul', 'fluid', 'her', 'rise', 'here', 'queen', 'invites', 'to', 'to', 'embrace', 'to', 'anchor']",[]
6,"In the realm of the Ten of Cups, emotions cascade like a waterfall, each droplet a memory, a feeling, a shared moment of joy. Amidst this torrent, the fire of passion ignites, a beacon of will that dances upon the waves, illuminating the depths with its fervent glow. This is the alchemy of the soul, where the emotional abundance of the Ten of Cups meets the transformative power of Fire. Here, the seeker is both the architect and the dwelling, crafting a life that is a testament to their deepest desires, their truest self. The fire within stirs the waters, creating ripples that touch the shores of possibility, each wave a step towards a destiny shaped by the heart's unyielding will. In this dance of elements, the seeker learns to harness the divine spark, to channel the energy of creation and change, to align their inner world with the outer expression of their dreams. The Ten of Cups in the embrace of Fire is a reminder that the most profound transformations are those that are felt, that resonate with the rhythm of the heart.",en,159,26,0,185,0.141,"['ten', 'cascade', 'a', 'a', 'a', 'a', 'a', 'dances', 'soul', 'ten', 'here', 'a', 'a', 'to', 'a', 'a', 'dance', 'to', 'divine', 'to', 'to', 'ten', 'embrace', 'a', 'are', 'are']",[]
7,"In the quietude of the Earth's embrace, the Four of Cups whispers of a solitude born from a disconnection between the inner sanctum and the world of form. Here, in the fertile soil of contemplation, the seeds of introspection are sown, yet the sprouts reach not for the light above but delve deeper into the womb of reflection. The cups, once a triad of emotion and experience, now stand alone, their rim kissed by the mist of unacknowledged feelings. The figure, cloaked in the earth's rich tapestry, gazes beyond the offerings laid before them, seeking a resonance that aligns with the symphony of their soul's yearning. This moment calls for a rekindling of the earth's nurturing touch, a reawakening to the sustenance that lies in the simple, the tangible, the real. It is a reminder that within the embrace of the material, there lies a pathway to the spiritual, a bridge from the earthly to the ethereal, where each resource, each morsel of matter, each breath of the physical world is an opportunity to infuse the mundane with the divine.",en,153,31,0,184,0.168,"['quietude', 'embrace', 'a', 'solitude', 'a', 'here', 'are', 'light', 'once', 'a', 'triad', 'stand', 'figure', 'a', 'soul', 'a', 'a', 'to', 'simple', 'tangible', 'real', 'a', 'embrace', 'material', 'a', 'to', 'a', 'bridge', 'to', 'to', 'divine']",[]
8,"In the theater of your soul, the stage is set ablaze with the fervor of a thousand suns. Here, in the crucible of your own making, the alchemy of will and desire transmutes the leaden weight of the mundane into the golden essence of purpose. The Ten of Swords does not herald the end but the culmination of a journey where each blade is a testament to the trials overcome, a dance of destruction that clears the way for rebirth. Embrace the conflagration, for within its roaring heart lies the seed of a new dawn, a phoenix rising from the ashes of the old. Your will, a relentless fire, scorches the earth of your past, leaving behind a fertile ground for the seeds of your aspirations to take root. Let the flames guide you, for they are the messengers of transformation, the heralds of a future shaped by the unyielding force of your spirit.",en,134,20,0,154,0.13,"['soul', 'set', 'fervor', 'a', 'here', 'transmutes', 'ten', 'a', 'a', 'to', 'a', 'dance', 'embrace', 'a', 'a', 'a', 'a', 'to', 'are', 'a']",[]
9,"In the quietude of the earth's embrace, a chalice emerges from the soil, its cup brimming with the purest of waters. This is the genesis of nourishment, the wellspring of life's sustenance. It is the promise of abundance, a testament to the cyclical dance of giving and receiving. The Ace of Cups, in its earthly manifestation, speaks of the fertile ground from which new beginnings in emotional abundance and spiritual connection can flourish. It is a reminder that within the tangible realm, the heart's desires can take root and blossom, supported by the earth's generosity. Here, in the richness of the material plane, lies the potential for a harmonious symphony of spirit and matter, where the well-tended garden of the soul yields to the bountiful harvest of the heart.",en,115,18,1,134,0.134,"['quietude', 'embrace', 'a', 'emerges', 'a', 'to', 'dance', 'can', 'a', 'tangible', 'can', 'here', 'material', 'plane', 'a', 'tended', 'soul', 'to']",['purest']
