Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The mirror of emotions reflects your soul, revealing the depths of your inner world.",en,13,1,0,14,0.071,['soul'],[]
1,"The flow of thoughts,
In the wind of words,
Breath of life,
Wisdom that descends,
Divine exchange,
A vessel of ideas.",en,18,3,0,21,0.143,"['divine', 'a', 'ideas']",[]
2,"This Earth card calls upon you to engage your material world with purpose and balance. Explore and celebrate your connection to the physical environment, resources, and the body. Reevaluate your relationship to money, health, and the natural world, aligning values and practices. Be mindful of the power and responsibility that comes with the tangible realm.",en,43,11,1,55,0.2,"['to', 'material', 'balance', 'explore', 'to', 'body', 'to', 'natural', 'be', 'comes', 'tangible']",['reevaluate']
3,"In the heart of the material realm, roots take hold.",en,9,1,0,10,0.1,['material'],[]
4,"The Queen of Swords emerges from the fertile grounds of Earth, a beacon of focus and clarity. She carries the weight of the material world, her unwavering gaze penetrating the dense foliage of practicality. Her sharpened intellect delves into the intricacies of the physical realm, offering a discerning perspective on the resources and relationships that form the solid foundation of our existence.",en,53,9,0,62,0.145,"['queen', 'emerges', 'a', 'material', 'her', 'dense', 'her', 'a', 'solid']",[]
5,"""The Queen of Pentacles is a symbol of emotional connection. She weaves a web of nurturing empathy, fostering bonds with self and others. In the ebb and flow of emotions, she reveals the wisdom within. To be guided by this card is to embrace the depths of your own feelings and share them with the world. The nourishing essence of this water element allows your spirit to flourish. It is an invitation to explore the submerged emotions, uncovering the roots of your intuition and compassion. The Queen of Pentacles is a reminder to honor the water within, for it is the essence of life's richness.""",en,91,15,0,106,0.142,"['queen', 'a', 'a', 'web', 'to', 'be', 'to', 'embrace', 'to', 'to', 'explore', 'queen', 'a', 'to', 'honor']",[]
6,"The Ten of Cups invites you to recognize the blessings that flow from your inner power's expression. Embrace the purifying force of Fire and allow it to burn away obsolete patterns, giving way to creativity and inspiration.",en,32,6,0,38,0.158,"['ten', 'invites', 'to', 'embrace', 'to', 'to']",[]
7,"This Earth card calls upon the querent to nurture their roots. It offers a challenge to engage with the tangible, to embrace the physical, and to acknowledge the importance of material concerns. The four cups represent the need to expand and seek more fulfillment, but the resources and nourishment must be recognized and appreciated to truly flourish. This Earth card calls for consideration of material needs and the importance of a practical approach to resources.",en,60,15,0,75,0.2,"['to', 'a', 'to', 'tangible', 'to', 'embrace', 'to', 'material', 'to', 'more', 'be', 'to', 'material', 'a', 'to']",[]
8,"Ten of Swords: Your inner power is in the realm of manifestation. It is time to channel your divine spark. Let your passion and will be the fuel for your creativity. Your drive leads to destruction and purification, burning away obsolete beliefs and paving the way for new creations.",en,42,7,0,49,0.143,"['ten', 'time', 'to', 'divine', 'be', 'fuel', 'to']",[]
9,"In the descent,
You've touched the soil.
You've held
Your dreams in your hands,

Sculpted by your heart,
Brewed in your soul.

This Ace of Cups,
This Earth card,
Offers a taste of your reality.

Drink it in.

Reflect on its essence.

What lies within?

Ask and see.

What's the nourishment you'll sow?
In your thoughts, your heart,
Your deeds, and your land.

To manifest your dreams,
To fertilize your life.

What treasures dwell
In the depths of your being?

Unearth them.",en,77,9,0,86,0.105,"['ve', 've', 'soul', 'a', 'reality', 'll', 'land', 'to', 'to']",[]
10,"In the waters of the soul, emotions surge like a river. A gentle flow, a wild river—emotions reflect the subconscious waves. A glimpse into the heart's depth brings wisdom. Embrace feelings, for they are an indicator.",en,30,8,0,38,0.211,"['soul', 'surge', 'a', 'a', 'a', 'a', 'embrace', 'are']",[]
11,"In the hallowed silence of the Earth's embrace,
Awaits the revelation of your creative spirit,
Unfurling the banner of the soul's quest.
The nourishing ground for dreams to unite with reality,
In the lush, verdant cradle of existence.",en,34,5,1,40,0.125,"['embrace', 'banner', 'soul', 'to', 'reality']",['unfurling']
12,"La carta del Emperador en un contexto de agua ofrece una lectura abstracta y poética como 'un espíritu empatético y rector, que guía a través de las tormentas emocionales.",es,0,28,1,29,0.0,[],['empatético']
13,"El Aire representa la necesidad de una comunicación clara tanto interna como externamente. Sugiere una exploración de cómo los pensamientos y las palabras moldean la realidad personal, y cómo la claridad en esta área puede conducir a un entendimiento más profundo de uno mismo y del entorno.",es,0,47,0,47,0.0,[],[]
14,"Al cerrar los ojos, el aire cargado de sabiduría, me invita a reflexionar. En la sombrilla de la paz, un sutio de aire y luz me anuncia: mi querida Tierra.",es,0,29,1,30,0.0,[],['sutio']
15,"La Tierra es el plan terrenal. Tu estás en el terreno material. El terreno material es la realidad, y esa es la única cosa que cuenta al principio. Lo que soy, lo que soy ahora, es todo lo que hay en mi presente. No soy ahora lo que vas a ser en la mañana o aun en un año. Puedo soñar sobre ello, pero eso es algo que no tengo. Solo tengo que ser lo que soy en el momento presente. No puedes tener nada si no lo haz en el momento presente. Y no puedes tocar el momento presente a menos que estés del lado del presente. Los otros tienen que ser cosas de futuro.",es,1,115,0,116,0.009,['si'],[]
16,La Reina de Espadas nos invita a mantener la claridad y la perspicacia en nuestras decisiones y acciones relacionadas con el plano material y recursos.,es,0,25,0,25,0.0,[],[]
17,La reina de oro invita a explorar las profundidades emocionales y a encontrar el equilibrio entre los sentimientos y la sabiduría.,es,0,21,0,21,0.0,[],[]
18,"El diez de copas puede ser interpretado como un reflejo de la necesidad de buscar la equilibrio en nuestras acciones. El agua, el elemento que representa este número, simboliza la fluidez y la capacidad de adecuarme a situaciones cambiantes. Se puede interpretar como una llamada a la flexibilidad en la acción y la atención a lo que nos rodea. El diez de copas puede indicar también la necesidad de reconocer y aceptar los cambios, ya sea a nivel personal o a nivel del mundo exterior.",es,0,83,2,85,0.0,[],"['adecuarme', 'cambiantes']"
19,"La Tierra es el plano físico que contiene nuestra vida cotidiana. La Tierra es lo que nosotros llamamos el mundo físico, lo que tengo en mi poder.",es,0,27,0,27,0.0,[],[]
20,"La carta Fuego te invita a buscar tu fuerza interior para enfrentar los desafíos de tu vida, enfocándote en tu voluntad auténtica y el camino que debe tomar.",es,0,27,1,28,0.0,[],['enfocándote']
21,¡Hablas de la Tierra! ¡Dicen que es donde nosotros vivimos! ¡Dicen que es donde todo florece! ¡Dicen que es el punto final donde todas las cosas se convierten en realidad! ¡Todos la estamos buscando! ¡Pero ¿cómo somos si no somos parte de ella?,es,1,42,0,43,0.023,['si'],[]
22,"¡Hola! ¡Gracias por tu interés en mi interpretación. 

Aguas nebulosos, no puedo aprender, 
aún cuando tengo el deseo de entender.
Agua de la vida, agua de la muerte,
agua que nos enseña a somos. 

El agua me ha enseñado a flotar,
a cerrar mis ojos, desnudarme
de mis miedos y mi odio. 
Hoy desprendo mi cuerpo de las aguas
que me obstruyen. 

Mi espíritu flota, libre,
y mi cuerpo sumerge en mi bello agua
de vida.",es,0,74,2,76,0.0,[],"['gracias', 'desnudarme']"
23,El poder de permanencia.,es,0,4,0,4,0.0,[],[]
