Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor, in connection with the Water card, represents a strong and decisive figure who embodies the power of emotional resilience and stability. This card symbolizes the ability to harness the wisdom of the emotional world and the practical understanding of one's own emotions and needs. As they navigate the emotional landscape of their inner world, they are guided by their intuition and compassion, allowing them to create a life that is both spiritually fulfilling and emotionally connected. This journey encourages them to evaluate their relationships and interactions, fostering a sense of balance and harmony between their emotional resilience and their daily practices. By embracing the power of Water and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to emotional growth and personal fulfillment lies in the recognition and conscious use of our intuitive wisdom and emotional resilience.",en,140,18,1,159,0.113,"['a', 'figure', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'balance', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use']",['fulfilling']
1,"The Temperance card, in connection with the Air card, represents a harmonious and balanced figure who embodies the power of mental clarity and communication. This card symbolizes the ability to harness the wisdom of the thought world and the practical understanding of one's own emotions and needs. As they navigate the mental landscape of their inner world, they are guided by their intuition and compassion, allowing them to create a life that is both spiritually fulfilling and emotionally connected. This journey encourages them to evaluate their relationships and interactions, fostering a sense of balance and harmony between their mental clarity and their daily practices. By embracing the power of Air and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to personal growth and fulfillment lies in the recognition and conscious use of our intuitive wisdom and mental clarity.",en,136,22,1,159,0.138,"['a', 'figure', 'mental', 'to', 'as', 'mental', 'are', 'to', 'a', 'to', 'a', 'balance', 'mental', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use', 'mental']",['fulfilling']
2,"The Three of Wands, in connection with the Earth card, represents a moment of growth and expansion in the material world. This card symbolizes the power of will and determination that drives individuals to overcome obstacles and challenges. As they navigate the fertile landscape of their inner world, they are guided by their passion and purpose, allowing them to create a life that is both spiritually fulfilling and grounded in the physical world. This journey encourages them to evaluate their motivations and desires, fostering a sense of alignment between their inner strength and their actions in the world. By embracing the power of Earth and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to personal transformation lies in the recognition and conscious use of our inner strength and willpower.",en,130,17,2,149,0.114,"['a', 'material', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use']","['fulfilling', 'willpower']"
3,"The Ten of Pentacles, in connection with the Earth card, represents a moment of abundance and prosperity in the material world. This card symbolizes the power of will and determination that drives individuals to overcome obstacles and challenges. As they navigate the fertile landscape of their inner world, they are guided by their passion and purpose, allowing them to create a life that is both spiritually fulfilling and grounded in the physical world. This journey encourages them to evaluate their motivations and desires, fostering a sense of alignment between their inner strength and their actions in the world. By embracing the power of Earth and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to personal transformation lies in the recognition and conscious use of our inner strength and willpower.",en,129,18,2,149,0.121,"['ten', 'a', 'material', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use']","['fulfilling', 'willpower']"
4,"The Queen of Swords, in connection with the Earth card, represents a wise and compassionate figure who embodies the power of emotional resilience and stability. This card symbolizes the ability to harness the wisdom of the physical world and the practical understanding of one's own emotions and needs. As they navigate the material landscape of their inner world, they are guided by their intuition and compassion, allowing them to create a life that is both spiritually fulfilling and grounded in the physical world. This journey encourages them to evaluate their relationship with resources and the environment, fostering a sense of balance and harmony between their emotional resilience and their daily practices. By embracing the power of Earth and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to emotional growth and personal fulfillment lies in the recognition and conscious use of our intuitive wisdom and emotional resilience.",en,146,20,1,167,0.12,"['queen', 'a', 'figure', 'to', 'as', 'material', 'are', 'to', 'a', 'to', 'a', 'balance', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use']",['fulfilling']
5,"The Queen of Pentacles, in connection with the Water card, represents a nurturing and compassionate figure who embodies the power of emotional intelligence. This card symbolizes the ability to harness the wisdom of the subconscious and the intuitive understanding of one's own emotions and needs. As they navigate the emotional landscape of their inner world, they are guided by their empathy and compassion, allowing them to create a life that is both spiritually fulfilling and emotionally connected. This journey encourages them to evaluate their relationships and interactions, fostering a sense of balance and harmony between their emotional sensitivity and their daily practices. By embracing the power of Water and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to emotional growth and self-discovery lies in the recognition and conscious use of our intuitive wisdom and empathy.",en,138,18,1,157,0.115,"['queen', 'a', 'figure', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'balance', 'are', 'to', 'a', 'as', 'a', 'to', 'use']",['fulfilling']
6,"The Ten of Cups, in connection with the Fire card, represents a moment of intense transformation and personal growth. This card symbolizes the power of will and determination that drives individuals to overcome obstacles and challenges. As they navigate the fiery landscape of their inner world, they are guided by their passion and purpose, allowing them to forge a new path forward. This journey encourages them to evaluate their motivations and desires, fostering a sense of alignment between their inner strength and their actions in the world. By embracing the transformative power of Fire, they are able to burn away the old and obsolete, making room for new creations and personal growth. This card serves as a reminder that the path to personal transformation lies in the recognition and conscious use of our inner strength and willpower.",en,117,19,1,137,0.139,"['ten', 'a', 'intense', 'personal', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'are', 'to', 'personal', 'as', 'a', 'to', 'personal', 'use']",['willpower']
7,"The Four of Cups, in connection with the Earth card, represents a moment of introspection and reflection on the material world. This card symbolizes the ability to harness the wisdom of the physical plane and the practical understanding of one's own emotions and needs. As they navigate the material landscape of their inner world, they are guided by their intuition and compassion, allowing them to create a life that is both spiritually fulfilling and grounded in the physical world. This journey encourages them to evaluate their relationship with resources and the environment, fostering a sense of balance and harmony between their emotional resilience and their daily practices. By embracing the power of Earth and the wisdom of their intuition, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to emotional growth and personal fulfillment lies in the recognition and conscious use of our intuitive wisdom and emotional resilience.",en,142,20,1,163,0.123,"['a', 'material', 'to', 'plane', 'as', 'material', 'are', 'to', 'a', 'to', 'a', 'balance', 'are', 'to', 'a', 'as', 'a', 'to', 'personal', 'use']",['fulfilling']
8,"The Ten of Swords, in connection with the Fire card, represents a moment of intense transformation and personal growth. This card symbolizes the power of will and determination that drives individuals to overcome obstacles and challenges. As they navigate the fiery landscape of their inner world, they are guided by their passion and purpose, allowing them to forge a new path forward. This journey encourages them to evaluate their motivations and desires, fostering a sense of alignment between their inner strength and their actions in the world. By embracing the transformative power of Fire, they are able to burn away the old and obsolete, making room for new creations and personal growth. This card serves as a reminder that the path to personal transformation lies in the recognition and conscious use of our inner strength and willpower.",en,117,19,1,137,0.139,"['ten', 'a', 'intense', 'personal', 'to', 'as', 'are', 'to', 'a', 'to', 'a', 'are', 'to', 'personal', 'as', 'a', 'to', 'personal', 'use']",['willpower']
9,"The Ace of Cups, in connection with the Earth card, represents a fountain of emotional abundance and spiritual nourishment. This card symbolizes the beginning of a journey that seeks to unite the depths of the emotional world with the stability and resources of the material plane. As they explore the fertile ground of their inner landscape, they are guided by their intuition and compassion, allowing them to create a life that is both spiritually fulfilling and grounded in the physical world. This journey encourages them to evaluate their relationship with their emotions and resources, fostering a sense of balance and harmony between their spiritual aspirations and daily practices. By embracing the power of the Earth and the abundance of their emotional landscape, they are able to cultivate a life that is rich in meaning and purpose. This card serves as a reminder that the path to fulfillment lies in the harmonious integration of the emotional and material aspects of our existence.",en,140,20,1,161,0.124,"['a', 'a', 'to', 'material', 'plane', 'as', 'explore', 'are', 'to', 'a', 'to', 'a', 'balance', 'are', 'to', 'a', 'as', 'a', 'to', 'material']",['fulfilling']
