Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"In the depths of the psyche, a mirror reflects the hidden currents of the soul. Emotions, like water, flow through the labyrinth of the self, revealing forgotten truths and secret desires. To navigate these depths, one must dive into the abyss of feeling, embracing the turbulence and the calm. For it is through the understanding of our own emotional landscape that we connect with the world and with ourselves. The wisdom of the heart is a compass, guiding us towards empathy and understanding. To honor our emotional sensitivity is to honor our humanity, for it is through the lens of feeling that we see the beauty and the pain of existence.",en,103,8,0,111,0.072,"['a', 'soul', 'to', 'a', 'to', 'honor', 'to', 'honor']",[]
1,"Beneath the azure expanse, a gentle breeze stirs, carrying whispers of wisdom on its currents. Each breath, a sacred exchange, draws forth the essence of the divine, infusing the mind with luminous insights. The air card beckons you to attune to the rhythm of your thoughts, to discern the patterns that shape your reality. Like a mirror, your words reflect the landscape of your inner world. Tend to the garden of your mind, for it is here that seeds of clarity take root, blossoming into the fruits of understanding. In the dance of ideas, find the harmony that resonates with your soul, and let your voice carry the music of your truth.",en,98,14,0,112,0.125,"['azure', 'a', 'a', 'divine', 'to', 'to', 'to', 'reality', 'a', 'to', 'here', 'dance', 'ideas', 'soul']",[]
2,"In the realm of the tangible, where spirit takes root, a seed of potential blossoms. The fertile soil of intention nurtures the tender shoots of possibility, as the sun of ambition warms their growth. The Three of Wands stands as a testament to the power of manifestation, a bridge between the ethereal and the earthly. It whispers of the alchemy of dreams, transformed into the solid gold of reality. Yet, be mindful, for the earth demands balance, a dance between the material and the spiritual. Tend to the garden of your life with care, for it is a reflection of your deepest desires.",en,84,19,0,103,0.184,"['tangible', 'a', 'tender', 'as', 'as', 'a', 'to', 'a', 'bridge', 'solid', 'reality', 'be', 'balance', 'a', 'dance', 'material', 'to', 'care', 'a']",[]
3,"In the realm of the tangible, where spirit takes root, a dance of sustenance unfolds. The fertile soil of being, a canvas upon which dreams materialize, invites you to tend to the seeds of your essence. Nurture the growth of your physical form, for it is the vessel that carries you through the world. Align your actions with your deepest values, for in this dance of life, every step is a reflection of your soul. The earth beneath your feet, a mirror of your inner landscape, calls you to tend to the garden of your existence with care and intention. For in the balance of giving and receiving, you find the harmony that sustains you.",en,100,15,0,115,0.13,"['tangible', 'a', 'dance', 'a', 'invites', 'to', 'to', 'dance', 'a', 'soul', 'a', 'to', 'to', 'care', 'balance']",[]
4,"In the realm of the tangible, where spirit takes root and blossoms into form, a sovereign stands, her gaze steady and her heart true. She wields the power of discernment, cutting through the veils of illusion to reveal the essence of things. With each breath, she anchors her being to the earth, drawing forth the nourishment of wisdom from the depths. The Queen of Swords, she is a beacon of clarity amidst the chaos, a testament to the strength that lies in knowing one's own mind. Her reign is one of balance, where the material and the ethereal intertwine in harmony. She invites us to tend to the garden of our lives, to cultivate the soil of our intentions with care and purpose. For in the dance of earth and spirit, we find the rhythm of our own becoming.",en,118,22,0,140,0.157,"['tangible', 'a', 'her', 'her', 'true', 'to', 'her', 'to', 'queen', 'a', 'chaos', 'a', 'to', 'her', 'balance', 'material', 'invites', 'to', 'to', 'to', 'care', 'dance']",[]
5,"In the depths of the subconscious, a mirror reflects the hidden currents of the soul. Emotions ebb and flow like tides, revealing the intimate landscape of the psyche. To navigate these waters, one must dive deep, embracing the turbulence and stillness alike. For it is in the depths that we find the truth of ourselves, the forgotten wisdom that guides us home. The ripples of empathy connect us to others, allowing us to understand the shared experiences that bind us. To honor our emotional sensitivity is to honor the very essence of our humanity, for it is through feeling that we truly come to know ourselves and the world around us.",en,100,11,0,111,0.099,"['a', 'soul', 'to', 'to', 'to', 'to', 'honor', 'to', 'honor', 'come', 'to']",[]
6,"In the dance of creation, a spark ignites, a beacon in the night. This flame, your will, a force to shape the clay of dreams. It burns away the old, forges new paths, and in its light, you see your truest self. This fire, your passion, a compass to guide you home. It fuels your journey, a journey of self-discovery and transformation. Embrace the heat, let it temper your spirit, and rise from the ashes, reborn.",en,66,11,0,77,0.143,"['dance', 'a', 'a', 'a', 'to', 'light', 'a', 'to', 'a', 'embrace', 'rise']",[]
7,"In the realm of the tangible, where spirit takes root, a pause is called for. The cups overflow, yet the hands remain idle, untouched by the bounty. A moment of reflection, a chance to survey the landscape of our lives, to question the paths we tread. The earth beneath our feet, a mirror to our hearts, invites us to consider the alignment of our actions with our dreams. What seeds have we planted, and what harvest do we reap? The material world, a canvas for our intentions, begs us to paint a picture that reflects our truest essence. In this stillness, we find the opportunity to nurture not only our bodies but also our souls, to cultivate a balance that honors the sacred in the mundane. The earth card whispers, ""What is your relationship with the physical world? How do you tend to the garden of your existence?""",en,124,24,0,148,0.162,"['tangible', 'a', 'pause', 'a', 'a', 'chance', 'to', 'to', 'a', 'to', 'invites', 'to', 'do', 'material', 'a', 'to', 'a', 'to', 'bodies', 'to', 'a', 'balance', 'do', 'to']",[]
8,"In the heart of the inferno, a phoenix rises from the ashes, reborn in the crucible of its own destruction. The flames lick at its wings, a baptism of fire that forges anew the essence of its being. This is the path of the Ten of Swords, a journey through the flames of transformation, where the old self is consumed to make way for the new. The fire within, a divine spark, ignites the will to change, to shed the skin of limitation and embrace the potential of what lies ahead. In this dance of creation and destruction, the seeker is called to harness the power of their desires, to align them with the higher purpose that burns bright within. For it is through the conscious channeling of this inner strength that true transformation takes flight, a phoenix ascending from the ashes of its former self.",en,128,18,0,146,0.123,"['inferno', 'a', 'rises', 'a', 'ten', 'a', 'to', 'a', 'divine', 'to', 'to', 'embrace', 'dance', 'to', 'to', 'bright', 'true', 'a']",[]
9,"In the realm of the tangible, a vessel of pure potentiality emerges, a chalice brimming with the essence of creation itself. The waters within stir, mirroring the depths of the soul, as the first ripples of manifestation begin to form. This is the moment of inception, where spirit and matter intertwine, giving birth to the seeds of possibility. The earth trembles with anticipation, ready to receive and nurture the gifts that will take root and blossom into reality. The Ace of Cups, a beacon of divine inspiration, invites us to embrace the fertile ground of our existence, to plant the intentions of our hearts and watch as they grow into the tangible expressions of our dreams. In this sacred space, the boundaries between the ethereal and the corporeal dissolve, as the hand of the universe guides us in the dance of creation.",en,122,20,0,142,0.141,"['tangible', 'a', 'emerges', 'a', 'soul', 'as', 'to', 'to', 'to', 'reality', 'a', 'divine', 'invites', 'to', 'embrace', 'to', 'as', 'tangible', 'as', 'dance']",[]
10,"In the depths of the psyche, a mirror reflects the hidden currents of the soul. Emotions ebb and flow like tides, revealing the landscape of the inner self. To navigate these waters, one must dive deep, embracing the turbulence and stillness alike. The wisdom of the heart lies in the depths, whispering secrets of the true self. To connect with others, one must first connect with the self, allowing empathy to flow like a river, bridging the gaps between hearts. The call of the water is a siren's song, beckoning the seeker to explore the uncharted territories of the emotional realm. In the reflection of the soul, the truth of the self is revealed, a compass guiding the journey home.",en,109,12,0,121,0.099,"['a', 'soul', 'to', 'true', 'to', 'to', 'a', 'a', 'to', 'explore', 'soul', 'a']",[]
