Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The stones shift beneath pressure; a summit achieved not through lightness, but steadfastness. There’s strength in the silence of the mountain’s heart, a quiet sovereignty over the valleys below – not dominance, but a watchful presence. It’s the echo of storms absorbed into the bedrock, transformed into resilience. A boundary holds firm, not to exclude, but to define space; to create containment for currents that would otherwise flood all else. A structured stillness where fragility finds its foundation; where the deepest tides settle into unwavering certainty. The landscape is sculpted by what remains after the turbulence subsides. The air holds the scent of pine, and stone remembers the weight of skies above.",en,102,12,0,114,0.105,"['a', 'a', 'a', 'echo', 'absorbed', 'a', 'to', 'to', 'define', 'to', 'a', 'pine']",[]
1,"The current flows gently between shores, a mingling of tides that seeks harmony rather than conflict; a blending of currents bringing serenity to turbulent waters. There is a quiet surrender to the natural rhythm, an acceptance of the subtle shifts that shape the landscape of perception. The essence of connection hangs suspended like morning mist; fragile yet potent in its ability to illuminate the contours of the unseen. What once seemed fractured finds a fragile unity; disparate fragments alchemized into a unified whole through patient observation and quiet contemplation of the winds shifting direction above. The world listens; the cosmos whispers back. The breath itself becomes a bridge. The journey continues.",en,95,15,1,111,0.135,"['a', 'a', 'to', 'a', 'to', 'natural', 'suspended', 'to', 'once', 'a', 'disparate', 'a', 'cosmos', 'a', 'bridge']",['hangs']
2,"The horizon stretches long and golden; shadows deepen but hold no menace. A tower stands sentinel against the fading light, having witnessed journeys begin and conclude. A vessel sails toward it, carrying ambitions nurtured through patient observation and careful planning. There is a sense of spaciousness, of anticipation held suspended between what was and what will be. A quiet confidence permeates the air– not of ownership, but of custodianship; of stewardship over landscapes both seen and unseen. The scent of cedar hangs heavy; promises whispered carried on the breeze. Time moves at its own pace here; measured not in hours, but in seasons. The seeds planted long ago are coming to fruit. And they are ripe for harvesting when the moment is right.",en,106,15,2,123,0.122,"['no', 'a', 'light', 'a', 'a', 'suspended', 'be', 'a', 'heavy', 'time', 'pace', 'here', 'are', 'to', 'are']","['hangs', 'harvesting']"
3,"Deep roots run beneath the surface, twisting around layers of time and tradition. There is abundance woven into the fabric of kinship, a quiet strength emanating from shared history. legacy settles like dust motes dancing in sunlight filtering through ancient windows. A warmth permeates the air; a feeling of belonging nurtured by the soil beneath feet planted firmly on solid ground. Generations drift like leaves carried on gentle currents of prosperity; a tapestry of stories whispered on the breeze. There is comfort in repetition, resilience in continuity; a flourishing born from enduring bonds. The essence of nourishment lingers– a promise of sustenance carried forward into the twilight glow. And within it all, a quiet hum of belonging resonates, echoing through the ages.",en,109,11,2,122,0.09,"['run', 'time', 'a', 'a', 'a', 'solid', 'a', 'a', 'a', 'a', 'hum']","['emanating', 'motes']"
4,"The air hangs sharp and clean, carrying echoes of decisions made with unflinching clarity. There is a quiet strength in the gaze fixed forward – not necessarily hopeful, but present, observant of boundaries held firm. A precise precision permeates the atmosphere; nothing unnecessary lingers. The foundations beneath feel solid; not necessarily comforting perhaps, but firm enough to bear witness to the truths spoken aloud and the silences between words. A reckoning of sorts settles in the dust, revealing outlines etched into stone – evidence of journeys traversed with unwavering resolve. There is a stillness here, a space carved out from chaos where discernment reigns supreme. it lingers like frost on blades of grass.",en,97,13,1,111,0.117,"['echoes', 'a', 'a', 'precise', 'solid', 'to', 'to', 'a', 'resolve', 'a', 'here', 'a', 'chaos']",['hangs']
5,"The quiet strength of fertile soil settles into the soul’s reservoir; a slow abundance blooms from perseverance rooted deep beneath surface turbulence. There is nourishment here, a weighty stillness holding a promise of growth nurtured by steady hands. Observe the fruits of patient cultivation, not for their outward beauty alone, but for the quiet sustenance they offer to weary spirits. A tranquil landscape unfolds where resilience finds solace and heartfelt gestures yield lasting rewards. A gentle generosity flows outward from a grounded center—a quiet knowing in the face of shifting tides. Allow yourself to be sheltered by this quiet haven; let the richness permeate every crevice of your being. The horizon holds serenity.",en,98,17,0,115,0.148,"['soul', 'a', 'here', 'a', 'holding', 'a', 'observe', 'to', 'a', 'tranquil', 'solace', 'a', 'a', 'center', 'a', 'to', 'be']",[]
6,"The echoes linger, dissolved into shimmering reflections rippling outwards from a central warmth. laughter rises like vapor, mingling with scents of honeyed blooms and woodsmoke drifting from a hearth long ago stoked. There is an abundance spilling forth – not necessarily tangible treasures – but an overflow of feeling, a current carrying fragments of memory and dreaming held safe within iridescent bubbles. A quiet contentment settles over all, heavy as dew on leaves, yet light enough to float on the breeze – a shimmering promise woven into the fabric of the air itself, hinting at futures painted in hues of gold and sapphire. It whispers of belonging born not from possession, but from resonance, from recognizing the kinship that binds all things together beneath the watchful gaze of the sky.",en,111,15,1,127,0.118,"['echoes', 'a', 'central', 'rises', 'vapor', 'a', 'tangible', 'a', 'a', 'heavy', 'as', 'light', 'to', 'a', 'hues']",['woodsmoke']
7,"The quiet settles heavy around blossoms untouched by the hand. A coolness lingers where warmth should reside – a pause held too long, perhaps. There’s an echo of abundance, felt but not grasped; a gift offered, overlooked amidst the shadows of what was expected. A stillness blooms; not of contentment necessarily, but of contemplative solitude – a turning inward where stones lie smooth beneath mossy roots. A recognition dawns, not of lack, but of choices made; paths not taken; a delicate orchestration of letting go to make way for autumn’s slow descent into the soil’s embrace. A softening begins; a quiet acceptance of the present moment’sa gentle melancholy. And in this stillness, seeds await their time to stir.",en,99,21,0,120,0.175,"['heavy', 'a', 'reside', 'a', 'pause', 'too', 'echo', 'a', 'a', 'solitude', 'a', 'lie', 'a', 'a', 'go', 'to', 'embrace', 'a', 'a', 'time', 'to']",[]
8,"The embers settle into twilight’s grey expanse; a stillness descends after upheaval’s roar. Shadowed wings collapse the sky’s bright promise, leaving only the echoes of momentum lost. A shattered altar lies strewn across the landscape’s scars; relics of fervor now scattered like fallen leaves. There is a chilling solitude in this aftermath — a quiet surrender to what has passed. The heat fades into a residue of remembrance; a bitter sweetness lingers on the tongue. From the ashes rises a whispered understanding; strength found not in blazing glory but in the acceptance of endings shaped by will itself. A new horizon waits just beyond the darkness – illuminated by the memory of sacrifice. The remnants hold lessons etched in stone.",en,104,18,0,122,0.148,"['grey', 'a', 'bright', 'echoes', 'a', 'altar', 'fervor', 'fallen', 'a', 'solitude', 'a', 'to', 'has', 'a', 'a', 'rises', 'a', 'a']",[]
9,"Water spills forth from unseen springs, saturating soil long parched by silence. A blush blooms, not of urgency, but of quiet arrival – a promise whispered into grains of sand. The vessels gather what they can, accepting abundance without grasping. There is a swelling, a softening of edges where once there was only contour. It is not about building walls, but about offering space; not about possession, but about letting flow. A fragrant offering rises, dissolving into air like vaporous prayers – a new terrain emerges from the depths of acceptance, ripe with possibility for seeding untold stories. A resonance echoes, felt more than heard; a gentle tremor beneath the surface of what was known before.",en,99,15,0,114,0.132,"['a', 'a', 'can', 'a', 'a', 'once', 'a', 'rises', 'a', 'emerges', 'a', 'echoes', 'more', 'a', 'tremor']",[]
