Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The weight of a vast, still expanse settles upon you. A quiet current pulls, revealing a landscape of hidden depths.  The surface reflects a strength, a solid foundation, yet beneath, a restless, shifting sea whispers of forgotten tides.  It speaks of a profound, unwavering core, a wellspring of feeling both powerful and vulnerable.  

The echoes of past experiences ripple through this reflective space, shaping the contours of your present.  A gentle, insistent pull towards understanding, a yearning to connect with the unspoken language of your own heart.  Allow the water to cleanse, to reveal the patterns within, the currents that guide your actions.  It is a call to trust the intuition that resides within, a recognition that your emotional landscape is a map to your true self.  Seek not to control the flow, but to become a witness to its unfolding.",en,110,31,0,141,0.22,"['a', 'a', 'a', 'a', 'a', 'solid', 'a', 'sea', 'a', 'core', 'a', 'vulnerable', 'echoes', 'a', 'a', 'to', 'to', 'to', 'a', 'to', 'trust', 'resides', 'a', 'a', 'to', 'true', 'to', 'control', 'to', 'a', 'to']",[]
1,"A gentle current, a shifting hue,
Where stillness meets a whispered plea.
The breath expands, a silver grace,
Across a landscape of inner space.

A quiet offering, a measured flow,
Of thoughts taking root, beginning to grow.
The air remembers echoes, faint and low,
Of possibilities yet to bestow.

A dance of balance, a thoughtful plea,
To weave intentions, authentically free.
Observe the ripples, subtle and bright,
As clarity emerges in the fading light.",en,52,22,0,74,0.297,"['a', 'a', 'a', 'plea', 'a', 'a', 'a', 'a', 'to', 'echoes', 'to', 'a', 'dance', 'balance', 'a', 'plea', 'to', 'observe', 'bright', 'as', 'emerges', 'light']",[]
2,"The earth coils around you, a slow, deliberate embrace.  A grounding presence, it speaks of roots deeply planted, a steadfastness born from weathering.  There’s a quiet strength within, a recognition of the tangible threads that weave your being.  

Consider how you nurture this foundation – the resources you hold dear, the spaces where you feel safe and secure.  The earth’s pull suggests a desire for balance, a willingness to acknowledge the needs of your body and the world around you. 

There’s a potential for a harmonious connection, a recognition that your aspirations, like seeds, require nurturing and consistent tending.  Observe how your actions resonate with the landscape – are they mirroring the stability you seek, or are they mirroring the shifting currents of your own spirit?  A thoughtful approach to your resources reveals a path toward lasting fulfillment.",en,118,21,0,139,0.151,"['a', 'embrace', 'a', 'a', 'a', 'a', 'tangible', 'a', 'balance', 'a', 'to', 'body', 'a', 'a', 'a', 'observe', 'are', 'are', 'a', 'to', 'a']",[]
3,"The earth settles, a quiet weight upon the soul.  A foundation laid, though perhaps unseen.  Roots delve deep, anchoring you to the tangible, yet reaching outwards, seeking connection.  There’s a stillness within, a holding of potential, a quiet strength born from the groundedness of the world.  The offering of resources – a gentle pull towards what sustains – is a pathway to understanding.  Observe the patterns of your own being, the way you nurture and protect.  Consider how your spirit blossoms alongside the soil, and how you cultivate a harmony between your desires and the world around you.  A slow, deliberate unfolding awaits, a testament to the enduring power of presence.",en,93,17,0,110,0.155,"['a', 'soul', 'a', 'to', 'tangible', 'a', 'a', 'holding', 'a', 'a', 'a', 'to', 'observe', 'a', 'a', 'a', 'to']",[]
4,"The earth settles, a quiet strength beneath the surface.  A deep, unwavering gaze settles upon you, reflecting a landscape of potential yet to be fully shaped.  It’s a recognition of the roots you’ve planted, the foundations upon which you’ve built your being.  There’s a stillness within, a patient waiting for the sun to warm the soil.  Consider the weight of what you hold – the echoes of your desires, the burdens of your past, the tangible connections to the world around you.  The earth offers a mirror, not of perfection, but of the enduring power of resilience.  It asks you to examine the flow of resources, both internal and external, with a discerning eye.  Let the stillness of this card guide you toward a harmonious balance, a rooted understanding of your own worth and the world’s embrace.",en,119,22,0,141,0.156,"['a', 'a', 'a', 'to', 'be', 'a', 've', 've', 'a', 'a', 'to', 'echoes', 'tangible', 'to', 'a', 'to', 'examine', 'a', 'a', 'balance', 'a', 'embrace']",[]
5,"The shimmering surface of this card reveals a profound current, a deep well of feeling pulling towards the surface.  It speaks of a strength rooted in the quietest of depths, a willingness to hold space for the unseen currents within.  A gentle, persistent pull suggests a need to honor the unspoken language of your heart.  

The earth beneath seems receptive, a fertile ground for growth, though perhaps shadowed by a persistent longing.  There’s a quiet insistence on nurturing, a desire to cultivate a sense of grounded stability amidst the shifting tides of feeling.  

This is a moment to observe, to listen to the echoes within, without judgment.  Allow the water to reveal the contours of your emotional landscape – the gentle swells, the shadowed valleys, and the persistent, unwavering current that guides you toward a more authentic self.",en,113,25,0,138,0.181,"['a', 'a', 'a', 'a', 'to', 'a', 'a', 'to', 'honor', 'a', 'a', 'a', 'a', 'to', 'a', 'a', 'to', 'observe', 'to', 'listen', 'to', 'echoes', 'to', 'a', 'more']",[]
6,"A molten core within, a slow, insistent burn.  The surface reflects a restless, yearning light, a desire to rise from the ashes of the past.  It speaks of a powerful current, pulling you forward, demanding you shape your own destiny.  A warmth radiates outwards, a promise of creation, yet tinged with the potential for intense, focused energy.  Consider the echoes of a forgotten dream, the fragments of a vision you’ve held close.  This is a moment to acknowledge the strength that resides within, a force both fierce and gentle, urging you to forge a path aligned with your deepest truth.  Let the flames illuminate the shadows, revealing the potential for profound change, a reshaping of your very being.",en,96,23,0,119,0.193,"['a', 'core', 'a', 'a', 'light', 'a', 'to', 'rise', 'a', 'a', 'a', 'intense', 'echoes', 'a', 'a', 've', 'a', 'to', 'resides', 'a', 'to', 'a', 'a']",[]
7,"A gentle yielding, a shadowed bloom.  The earth holds a quiet strength, a persistent yearning for warmth beneath the surface.  It’s a recognition of roots, of foundations laid with careful consideration.  A stillness settles, a pause before the rush of becoming.  

The offering of a hand, a reaching towards the unseen, suggests a desire to anchor oneself, to find a place of enduring comfort amidst the shifting landscape.  Resources are not simply gathered; they are cultivated, nurtured with intention.  

There’s a resonance within this stillness, a pull towards a deeper understanding of how your spirit interacts with the world around you.  Consider the balance – the harmony between your inner landscape and the tangible reality you inhabit.  Let the earth’s quiet wisdom guide you toward a sustainable path, a reflection of your most cherished values.",en,111,26,0,137,0.19,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'pause', 'a', 'a', 'a', 'to', 'anchor', 'to', 'a', 'place', 'are', 'are', 'a', 'a', 'a', 'balance', 'tangible', 'reality', 'a', 'a']",[]
8,"The ember glows, a solitary point against a vast, shifting landscape.  A journey undertaken, a fierce, consuming flame, now settles into a quiet, shadowed stillness.  The weight of a decision, a powerful current, has drawn you towards a precipice – a moment of stark clarity.  

It is not a surrender, but a deliberate holding.  The ashes whisper of what was, a potent residue of intention.  A shadow stretches long, mirroring the potential for both profound release and lingering regret.  

Look inward; the strength you’ve sought, the driving force that propelled you forward, is not extinguished, but transformed.  It resides within the quiet spaces between the blaze, waiting to be sculpted into something new.  Let the stillness reveal the path forward, a slow, deliberate climb toward a landscape of your own making.",en,108,22,1,131,0.168,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'has', 'a', 'a', 'a', 'a', 'holding', 'a', 'a', 'look', 've', 'resides', 'to', 'be', 'a', 'a']",['propelled']
9,"A single, steadfast root anchors itself deep within the soil.  It’s a quiet strength, a persistent reaching, a recognition of the fundamental need for grounding.  The earth’s embrace holds both the potential for profound growth and the weight of accumulated experience.  A gentle yielding suggests a willingness to surrender to the flow of becoming, accepting the inherent stability of the present moment.  

Consider how your hands hold the tools of creation – the stones, the seeds, the water – and how they nourish the space around you.  There’s a longing for connection, a desire to cultivate a haven of peace amidst the complexities of the world.  The earth whispers of cycles – of seasons, of return, of the inevitable dance between aspiration and reality.  It asks, “What is truly held dear?”",en,113,18,0,131,0.137,"['a', 'single', 'a', 'a', 'a', 'fundamental', 'embrace', 'a', 'a', 'to', 'to', 'a', 'a', 'to', 'a', 'inevitable', 'dance', 'reality']",[]
