Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"Beneath the waves of your deepest feelings, a steady hand builds bridges between the seen and the unseen. The foundations of your world are not shaken by the tides, but shaped by them, like sand sculpted by the rhythm of the sea. A crown of authority rests not upon commands, but upon the understanding that true power flows from the ability to navigate the currents of emotion, to stand firm yet flow with them. The mirror of your soul reflects not just what you see, but what you feel, and in this reflection lies the key to both your strength and your vulnerability. The water rises not to drown, but to reveal, and what you find in its depths is as much a part of you as the solid peak it overlooks.",en,114,17,1,132,0.129,"['a', 'are', 'sea', 'a', 'true', 'to', 'to', 'stand', 'soul', 'to', 'rises', 'to', 'to', 'as', 'a', 'as', 'solid']",['overlooks']
1,"The gentle dance of the waters, ever in balance, mirrors the harmony between thought and truth. The breath of the winds carries whispers of wisdom, weaving through the fabric of your mind like threads of gold. Each word, each thought, is a ripple on the still surface, reflecting the clarity that stirs within. The path before you is one of equilibrium, where the logic of the heart and the clarity of the intellect find their meeting point. Like the alchemist's measure, you hold the balance, transforming the chaos of thought into the crystal clarity of understanding. The world speaks in the language of your mind, and you, the interpreter, find the perfect response in the silence between words.",en,113,6,0,119,0.05,"['dance', 'balance', 'a', 'balance', 'chaos', 'response']",[]
2,"The rivers of possibility flow like sand, shifting with each tide, yet the foundation remains unshaken. A seed of potential lies buried in the soil, waiting for the rain of intention to coax it to life. The path before you is marked by the weight of substance, where every step is measured, and every action ripens into form. There is a quiet strength in the earth, a knowing that all things return to it, and from it, new growth takes root. The wind may howl, but the ground holds its ground, and in this holding, there is both stability and the promise of renewal. What you nurture in this season will bear fruit, not by speed, but by the patient dance of the sun and the sky.",en,117,10,0,127,0.079,"['a', 'buried', 'rain', 'to', 'to', 'a', 'a', 'to', 'holding', 'dance']",[]
3,"The path you walk is solid, a foundation laid by time and effort, where every step is measured and every corner of existence is tangible. The earth beneath you holds both the weight of your ambitions and the sustenance of your needs, a silent promise of stability in the face of change. Like roots deep in the ground, your efforts find depth, and like leaves, your actions bear the fruit of your labor. The world is your mirror, reflecting back the wealth of your experiences and the resources you've gathered. Yet, there is a quiet call to balance, to remember that all is fleeting, and to find harmony between the material and the eternal.",en,101,14,0,115,0.122,"['solid', 'a', 'time', 'tangible', 'a', 'labor', 've', 'a', 'to', 'balance', 'to', 'to', 'material', 'eternal']",[]
4,"The path you walk is firm and unyielding, like the roots of an ancient tree, grounded in the truth of your existence. The winds of change may sweep around you, but you stand, a sentinel of clarity, unafraid to see the world as it is. Your words are sharp, cutting through illusion, and your judgment is a blade that carves the path others may hesitate to tread. The earth at your feet is rich with possibility, not just for taking but for giving back, for you understand that all things material are but loans to be stewarded wisely. In the stillness of your presence, you find the balance between giving and receiving, and the world, in turn, mirrors your solidity.",en,106,13,1,120,0.108,"['stand', 'a', 'to', 'as', 'are', 'a', 'to', 'material', 'are', 'loans', 'to', 'be', 'balance']",['stewarded']
5,"The gentle ripples of a hidden spring echo through the chambers of the heart, where the depths of feeling and intuition weave their secret language. The solid ground beneath your feet is not just a foundation but a mirror, reflecting the ebb and flow of emotions that shape your world. As you walk, the water's whisper reminds you that every step is both a journey inward and a bridge to others. The warmth of this connection is not to be contained but to be shared, for the most profound truths are found in the flow between self and the world.",en,86,15,0,101,0.149,"['a', 'echo', 'solid', 'a', 'a', 'as', 'a', 'a', 'bridge', 'to', 'to', 'be', 'to', 'be', 'are']",[]
6,"The waters flow like a river, deep and boundless, carrying the echoes of joy and contentment. The roots of the trees drink from this source, their branches reaching for the sky, rooted in peace. The path meanders, yet the destination is clear, a sanctuary of harmony where the heart finds rest. The fire that once kindled the journey now glows softly, its warmth a gentle reminder of the passion that fueled the journey. Shadows and light dance together, each giving shape to the other, and in this balance, the soul finds its true home. The wind may rise, but the waters hold their course, a silent promise of return.",en,95,14,0,109,0.128,"['a', 'echoes', 'a', 'once', 'a', 'fueled', 'light', 'dance', 'to', 'balance', 'soul', 'true', 'rise', 'a']",[]
7,"In the stillness of the earth, a ripple stirs beneath the surface, where roots entangle and secrets lie hidden. The cup, half-filled, holds both the promise and the absence, a silent dialogue between what is and what is not. The water, neither too much nor too little, mirrors the balance of giving and receiving, as the earth hums with the weight of what has been gathered. A shadow lingers where the light falls short, a reminder of what the eye may overlook. The path is solid beneath, yet the steps are not traced, for the journey is known only to those who walk it. In this quiet, the essence of all things tangible and fleeting intertwines, like the breath between words yet unspoken.",en,107,17,0,124,0.137,"['a', 'lie', 'a', 'dialogue', 'too', 'too', 'balance', 'as', 'has', 'a', 'light', 'short', 'a', 'solid', 'are', 'to', 'tangible']",[]
8,"The blade glows with the heat of a thousand suns, a sentinel in the wildness of the storm. It stands not to wound, but to bear the weight of truth—naked, unyielding, a testament to the cost of vision. The wind howls through the emptiness, whispering of battles fought not for glory, but for the quiet courage of standing when all else crumbles. Shadows stretch long, but the fire within burns without fear, a spark that refuses to be extinguished by the gale. This is the quiet before the dawn, where the soul knows the price of will and the sacredness of endurance. The path lies bare before you, not leading, but revealing—the ten swords not as obstacles, but as mirrors, each reflection a whisper of the strength you carry.",en,114,17,0,131,0.13,"['a', 'a', 'to', 'to', 'a', 'to', 'standing', 'a', 'to', 'be', 'gale', 'soul', 'bare', 'ten', 'as', 'as', 'a']",[]
9,"The waters flow like a hidden stream, nourishing the roots of existence with every drop. A cup, overflowing with the essence of life, cradles the promise of abundance, yet its form is but a vessel, waiting to be poured or held. The earth beneath it is both foundation and fertilizer, a silent covenant between the seen and the unseen. What is poured into this cup becomes the landscape of reality, where every drop ripples through the material and the mundane, blurring the line between sustenance and transformation. The cup reminds that all things return to the source, yet the path is not to cling but to flow, to find balance in the ebb and the flow, to know that all things are interwoven in the great cycle.",en,112,15,0,127,0.118,"['a', 'a', 'a', 'to', 'be', 'a', 'reality', 'material', 'to', 'to', 'to', 'to', 'balance', 'to', 'are']",[]
