Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"In the realm of emotions, the Water card invites you to explore the depths of your subconscious. It reflects your deepest feelings and hidden truths, allowing you to connect with your true self. Emotions, once turbulent, are a vital source of information about your inner world. By embracing your emotional sensitivity, you can navigate through life with greater understanding and empathy. The Water card encourages introspection, helping you identify dominant emotions and their impact on daily life. It also inspires you to evaluate how these emotions influence decision-making and interactions with others. Embrace the emotional journey, for it is through your feelings that you can truly connect with others and uncover your innermost self.",en,101,14,0,115,0.122,"['invites', 'to', 'explore', 'to', 'true', 'once', 'are', 'a', 'vital', 'can', 'inspires', 'to', 'embrace', 'can']",[]
1,"In the realm of thought and communication, the card of Air represents the vital breath that animates the mind. It is through this exchange of spiritual influences that human consciousness is enriched, allowing for the discernment of higher wisdom. The card invites you to explore the quality of your internal dialogue and its impact on your perception of reality, suggesting that clarity in thought and communication can lead to a deeper understanding of oneself and one's surroundings.",en,68,10,0,78,0.128,"['vital', 'human', 'invites', 'to', 'explore', 'dialogue', 'reality', 'can', 'to', 'a']",[]
2,"The Three of Wands, in the context of the Earth card, invites you to reflect on the tangible aspects of your spiritual journey. It suggests that your spiritual growth is not just about abstract ideas but also about the physical manifestation of your beliefs and emotions. The card encourages you to consider how your actions and decisions impact the material world, including your health, finances, and the environment. It prompts you to evaluate your relationship with the material world and to seek a balanced and sustainable approach that aligns with your deepest values.",en,83,10,0,93,0.108,"['invites', 'to', 'tangible', 'ideas', 'to', 'material', 'to', 'material', 'to', 'a']",[]
3,"In the context of the Earth card, the Ten of Pentacles, your journey is one of navigating the tangible aspects of existence, from the solid foundation of your physical body to the fertile ground of your resources. This card invites you to reflect on how your spiritual aspirations align with your daily practices, particularly in managing your health, finances, and the environment. It encourages a balanced approach that nurtures personal growth and fulfills your deepest values, much like the Earth itself provides sustenance and stability.",en,76,9,0,85,0.106,"['ten', 'tangible', 'solid', 'body', 'to', 'invites', 'to', 'a', 'personal']",[]
4,"In the realm of the Self-Knowledge Star Spread, the Earth card invites you to reflect on the tangible aspects of your existence. It prompts you to consider how your spiritual aspirations align with your daily practices, particularly in relation to your relationship with the material world, health, and the environment. This card challenges you to cultivate a balanced and sustainable approach that reflects your deepest values, ensuring that your actions are grounded in the solid foundation of Earth, nurturing personal growth and fulfillment.",en,73,11,0,84,0.131,"['invites', 'to', 'tangible', 'to', 'to', 'material', 'to', 'a', 'are', 'solid', 'personal']",[]
5,"In the realm of emotions, the Queen of Pentacles invites you to explore the depths of your subconscious. As the mirror of Water, she reflects your deepest feelings and hidden truths. Embrace your emotional sensitivity, for it is a vital source of wisdom and self-knowledge. Connect with your inner world, allowing the turbulent waters of emotion to guide you in understanding your true self and the impact of your decisions. Emphasize empathy, for it fosters deeper connections with others and enhances your ability to navigate through life's complexities. Honor your emotional journey, for it is a path to self-discovery and connection.",en,90,14,0,104,0.135,"['queen', 'invites', 'to', 'explore', 'as', 'embrace', 'a', 'vital', 'to', 'true', 'to', 'honor', 'a', 'to']",[]
6,"The Ten of Cups card, in the context of the Fire card, invites you to explore the depths of your innermost desires and the transformative power of your will. It suggests that by aligning your authentic desires with a higher purpose, you can ignite a transformative journey that burns away the old to create space for new, vibrant expressions of self. This card challenges you to reflect on the motivations behind your actions and decisions, urging you to consciously channel your inner strength for the sake of personal growth and transformation.",en,79,12,0,91,0.132,"['ten', 'invites', 'to', 'explore', 'a', 'can', 'a', 'to', 'to', 'to', 'sake', 'personal']",[]
7,"The Four of Cups, an Earth card, invites you to reflect on the tangible aspects of your existence. It symbolizes the materialization of your deepest desires and the capacity to sustain life. This card challenges you to evaluate your relationship with the material world, including your health, finances, and the environment. It encourages a balanced and sustainable approach that aligns with your spiritual aspirations. By nurturing your connection with the Earth, you can find inner peace and fulfill your deepest values.",en,73,8,0,81,0.099,"['invites', 'to', 'tangible', 'to', 'to', 'material', 'a', 'can']",[]
8,"In the realm of Fire, the Ten of Swords stands as a symbol of the transformative power of inner strength. It invites us to reflect on the journey of self-discovery, where the drive and willpower ignite the flames of creativity and determination. This card suggests that by recognizing and properly channeling our inner power, we can burn away what is old and obsolete, allowing for the emergence of new creations. It challenges us to examine our authentic desires and align them with a higher purpose, urging us to use our inner strength consciously and deliberately for personal growth and transformation.",en,88,12,1,101,0.119,"['ten', 'as', 'a', 'invites', 'to', 'can', 'to', 'examine', 'a', 'to', 'use', 'personal']",['willpower']
9,"The Ace of Cups, a card steeped in the essence of Earth, invites you to explore the profound connection between your inner world and the tangible aspects of your existence. It prompts you to reflect on how your deepest emotions and beliefs materialize into the physical world, shaping your actions and the environment around you. This card encourages you to consider the balance between your spiritual aspirations and your daily practices, urging you to cultivate a sustainable approach that aligns with your deepest values. As you navigate through life, remember that your emotions and beliefs have the power to create tangible realities, and it is your responsibility to nurture and sustain life in all its forms.",en,102,14,0,116,0.121,"['a', 'invites', 'to', 'explore', 'tangible', 'to', 'to', 'balance', 'to', 'a', 'as', 'to', 'tangible', 'to']",[]
