Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor's reign over the waters is a testament to the power of emotional control. His presence signifies the ability to navigate the depths of the subconscious, harnessing the power of emotions to fuel personal growth. The Emperor's rule is a reminder that emotions, like water, can be both nurturing and destructive. His presence invites the seeker to embrace the full spectrum of emotions, acknowledging their role in shaping the self and relationships. The Emperor's wisdom lies in understanding the balance between emotional expression and emotional mastery, allowing for a harmonious flow of feelings.",en,79,18,0,97,0.186,"['a', 'to', 'control', 'to', 'to', 'fuel', 'personal', 'rule', 'a', 'can', 'be', 'invites', 'to', 'embrace', 'full', 'role', 'balance', 'a']",[]
1,"The breath of life, the whisper of the wind,
The voice of reason, the echo of the mind,
The bridge between worlds, the key to the divine,
The vessel of thought, the mirror of the soul,
The messenger of ideas, the guardian of the whole.
The air within, the air without,
The breath of life, the breath of thought.",en,53,6,0,59,0.102,"['echo', 'bridge', 'to', 'divine', 'soul', 'ideas']",[]
2,"The Three of Wands beckons you to explore the richness of your surroundings. It invites you to nurture your dreams and watch them blossom into tangible realities. This card is a reminder that the Earth is a fertile ground for growth, and your actions can bring your aspirations to life. It encourages you to cultivate a deep connection with the physical world, recognizing the interplay between your inner world and the external environment. The Three of Wands invites you to embrace the potential of the material plane, to find joy in the present moment, and to celebrate the manifestation of your desires.",en,84,18,0,102,0.176,"['to', 'explore', 'invites', 'to', 'tangible', 'a', 'a', 'can', 'to', 'to', 'a', 'invites', 'to', 'embrace', 'material', 'plane', 'to', 'to']",[]
3,"The Ten of Pentacles invites you to explore the richness of your material world. It is a reminder of the abundance that surrounds you, waiting to be acknowledged and embraced. This card encourages you to nurture your resources, both physical and emotional, and to recognize the value of the foundation you have built. It is a call to appreciate the stability and security that comes from the tangible manifestation of your efforts. The Ten of Pentacles invites you to celebrate the fruits of your labor and to recognize the interconnectedness of your spiritual and material lives. It is a reminder that the physical world is not separate from the spiritual, but rather an extension of it. This card offers an opportunity to reflect on the alignment between your inner world and your outer reality, and to consider how you can continue to cultivate a life that reflects your deepest values and aspirations.",en,124,27,1,152,0.178,"['ten', 'invites', 'to', 'explore', 'material', 'a', 'to', 'be', 'to', 'to', 'a', 'to', 'comes', 'tangible', 'ten', 'invites', 'to', 'labor', 'to', 'material', 'a', 'to', 'reality', 'to', 'can', 'to', 'a']",['interconnectedness']
4,"The Queen of Swords, a beacon of clarity and truth, emerges from the fertile soil, her sharp gaze piercing the veil of illusion. She holds the power to transform raw potential into tangible reality, her sword a symbol of precision and determination. The Queen of Swords, a guardian of the Earth, embodies the potential for growth and transformation, her presence a reminder of the interconnectedness of spirit and matter.",en,55,13,1,69,0.188,"['queen', 'a', 'emerges', 'her', 'to', 'tangible', 'reality', 'her', 'a', 'queen', 'a', 'her', 'a']",['interconnectedness']
5,"The Queen of Pentacles, a symbol of nurturing and stability, emerges from the depths of the subconscious. She embodies the power of emotions, offering a gentle reminder to embrace the ebb and flow of feelings. Her presence invites introspection, urging the seeker to delve into the hidden corners of their emotional landscape. The Queen of Pentacles encourages the exploration of emotional depths, revealing the wisdom and intuition that lies within. She is a beacon of empathy, fostering a deeper connection with oneself and others. The Queen of Pentacles invites the seeker to honor the power of emotions, using them as a tool for growth and understanding.",en,88,18,0,106,0.17,"['queen', 'a', 'emerges', 'a', 'to', 'embrace', 'her', 'invites', 'to', 'queen', 'a', 'a', 'queen', 'invites', 'to', 'honor', 'as', 'a']",[]
6,"The Ten of Cups, a symbol of fulfillment and harmony, resonates with the Fire card's theme of drive and will. This card represents the culmination of desires, the manifestation of dreams, and the joy that comes from living in alignment with one's authentic self. The Ten of Cups invites the seeker to explore the depths of their inner fire, to harness its power and channel it towards the realization of their deepest desires. It is a reminder that the fire within us is not just a source of energy and motivation, but also a catalyst for transformation and growth. The Ten of Cups encourages the seeker to embrace their inner power, to trust in the journey of self-discovery, and to celebrate the joy and fulfillment that comes from living in harmony with their authentic self.",en,118,20,0,138,0.145,"['ten', 'a', 'comes', 'living', 'ten', 'invites', 'to', 'explore', 'to', 'a', 'a', 'a', 'ten', 'to', 'embrace', 'to', 'trust', 'to', 'comes', 'living']",[]
7,"The Four of Cups whispers of a moment of contemplation, a pause in the midst of the material world. It is a call to reconsider the value of what surrounds us, to seek nourishment beyond the physical realm. The cups, once filled with joy and satisfaction, now stand empty, inviting us to explore the depths of our own well-being. The Earth card, in its quiet strength, offers a reminder that our connection to the material world is not a limitation, but a foundation for growth and fulfillment. The Four of Cups invites us to reevaluate our relationship with resources, to seek a balance that nurtures both our physical and spiritual selves.",en,90,21,1,112,0.188,"['a', 'a', 'pause', 'material', 'a', 'to', 'to', 'once', 'stand', 'to', 'explore', 'a', 'to', 'material', 'a', 'a', 'invites', 'to', 'to', 'a', 'balance']",['reevaluate']
8,"The Ten of Swords, a symbol of transformation, reveals the power of the divine spark within. This card invites you to embrace the energy of Fire, harnessing its potential to ignite change and purify your inner landscape. The Ten of Swords serves as a reminder to recognize and channel your inner strength, aligning your actions with a higher purpose.",en,47,12,0,59,0.203,"['ten', 'a', 'divine', 'invites', 'to', 'embrace', 'to', 'ten', 'as', 'a', 'to', 'a']",[]
9,"The Ace of Cups in the Earth position invites you to explore the depths of your emotional landscape. This card represents the nurturing and sustaining power of love, creativity, and intuition. It encourages you to connect with your inner wellspring of inspiration and to bring your dreams into the physical world. The Ace of Cups in the Earth position invites you to consider how you can manifest your deepest desires and emotions into tangible form. It offers an opportunity to reflect on the resources you have at your disposal and to consider how you can use them to bring your visions to life. This card challenges you to embrace the power of your emotions and to use them as a source of strength and inspiration. It invites you to explore the ways in which your emotions can fuel your creativity and help you manifest your dreams into reality. The Ace of Cups in the Earth position offers a reminder that the material world is not separate from the spiritual realm, but rather an expression of it. It invites you to see the interconnectedness of all things and to embrace the power of your emotions as a source of manifestation and transformation.",en,165,35,1,201,0.174,"['invites', 'to', 'explore', 'to', 'to', 'invites', 'to', 'can', 'tangible', 'to', 'to', 'can', 'use', 'to', 'to', 'to', 'embrace', 'to', 'use', 'as', 'a', 'invites', 'to', 'explore', 'can', 'fuel', 'reality', 'a', 'material', 'invites', 'to', 'to', 'embrace', 'as', 'a']",['interconnectedness']
