Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The vast expanse before you is a still pool, reflecting a shifting, restless surface. A powerful presence emerges, a steady hand guiding the currents. It feels like a weight, a necessary burden, yet also a source of profound clarity.  The reflection holds echoes – fragments of moments past, whispers of forgotten desires.  A gentle pull, a subtle shift in the water’s surface, suggests a truth waiting to be uncovered, a depth within you that resists immediate expression.  Observe the ripples; they carry the weight of experience, the echoes of choices made and paths not taken.  Allow the water to wash over you, cleansing the surface, revealing the hidden landscape of your being.  It is a moment of quiet surrender, a recognition of the strength within the flow.",en,107,20,0,127,0.157,"['a', 'a', 'a', 'emerges', 'a', 'a', 'a', 'a', 'echoes', 'a', 'a', 'a', 'to', 'be', 'a', 'observe', 'echoes', 'to', 'a', 'a']",[]
1,"A gentle current of shifting light, a quiet understanding blooming.  The air whispers of a pathway forged within the mind, a delicate balance between intention and response.  It’s a moment of receptive stillness, a pause before the storm of words.  Observe the subtle dance of possibilities – a reflection shimmering on the surface.  Allow the breath to soften, to expand, to recognize the echoes of your own truth.  There’s a promise held within this space, a potential for harmony, a quiet strength born from letting go.  Seek to cultivate a clarity that doesn’t demand dominance, but rather, allows the universe to gently guide your next step.",en,82,25,1,108,0.231,"['a', 'light', 'a', 'a', 'a', 'balance', 'response', 'a', 'a', 'pause', 'observe', 'dance', 'a', 'to', 'to', 'to', 'echoes', 'a', 'a', 'a', 'go', 'to', 'a', 't', 'to']",['doesn']
2,"The earth coils, a slow, deliberate embrace. A grounding presence, a foundation built on the solid, yet yielding, earth beneath your feet.  Within this stability, a nascent bloom emerges – a spark of potential, tentatively reaching for the light.  Consider the weight of your resources, the tangible bonds you’ve forged.  Do they support, or obscure?  The earth whispers of cycles, of growth and decay, of the inevitable return to the soil.  A gentle pull towards the surface, a yearning for connection to the source – a reflection of your own inner landscape.  Allow the earth’s quiet strength to guide you toward a balanced path, one that honors both the tangible and the intangible, ensuring a sustainable future for your spirit.",en,97,23,0,120,0.192,"['a', 'embrace', 'a', 'a', 'solid', 'a', 'emerges', 'a', 'light', 'tangible', 've', 'do', 'inevitable', 'to', 'a', 'a', 'to', 'a', 'to', 'a', 'tangible', 'intangible', 'a']",[]
3,"The earth coils, a slow, patient embrace. A foundation laid, yet still yielding.  Within its depths, a quiet strength persists, a persistent pull towards the solid ground of your being.  There’s a resonance here, a subtle yearning for the tangible, for the roots that anchor your spirit.  Consider the weight of what you hold – the burdens and blessings of this earthly realm.  A gentle yielding, perhaps, suggests a release, a letting go of what no longer serves your core.  Observe the patterns within, the subtle shifts in the soil.  Trust the steady rhythm of your own being, for it is in this groundedness that true growth blossoms.  Let the earth’s wisdom whisper, guiding you toward a balance that sustains both your spirit and your reality.",en,104,23,0,127,0.181,"['a', 'embrace', 'a', 'a', 'a', 'solid', 'a', 'here', 'a', 'tangible', 'anchor', 'a', 'a', 'a', 'go', 'no', 'core', 'observe', 'trust', 'true', 'a', 'balance', 'reality']",[]
4,"The earth coils, a silent, ancient strength. A single, unwavering gaze, reflecting a profound understanding of the world’s inherent balance.  It holds the weight of potential, a fertile ground where dreams take root.  Observe the contours, the subtle shifts – a landscape shaped by both growth and resilience.  The earth’s quiet insistence whispers of a necessary reckoning.  It asks, “What is truly yours, rooted in the tangible?”  A careful assessment reveals a connection between the spirit and the soil, a question of stewardship.  Let the shadows lengthen, for within this groundedness, a truth awaits – a moment of clarity amidst the accumulated weight.",en,88,15,0,103,0.146,"['a', 'a', 'single', 'a', 'balance', 'a', 'observe', 'a', 'a', 'tangible', 'a', 'a', 'a', 'a', 'a']",[]
5,"The shimmering surface of this water reflects a vast, restless ocean within. It pulls at the edges, demanding attention to the currents beneath. A powerful current flows, carrying both comfort and a deep, unsettling current.  A single, unwavering light shines through, illuminating a hidden pathway – a truth waiting to be unearthed.  The depth suggests a profound, solitary journey.  Observe the ripples; they are not chaotic, but rather a testament to the constant reshaping of the self.  Allow the water to wash over you, revealing the echoes of past experiences, both gentle and fierce.  It whispers of a strength born from vulnerability, a quiet understanding that transcends words.  Seek to navigate this reflective pool, for within its depths lies the key to unlocking a more authentic and resonant self.",en,104,24,0,128,0.188,"['a', 'to', 'a', 'a', 'a', 'single', 'light', 'a', 'a', 'to', 'be', 'a', 'observe', 'are', 'a', 'to', 'to', 'echoes', 'a', 'a', 'to', 'to', 'a', 'more']",[]
6,"The flames dance, a restless warmth within. A journey begins, fueled by an insistent, unseen current.  A nascent desire, a spark refusing to be extinguished, pushes forward with a fierce, unwavering gaze.  The world shifts, molded by this potent force – a landscape of potential, both vibrant and shadowed.  There’s a challenge woven into the intensity, a need to forge a path, to sculpt your own reality.  Let the fire within illuminate the way, for within that burning core lies the potential for profound change.  It beckons you to embrace the wildness, to let your will guide the dance.",en,78,21,0,99,0.212,"['dance', 'a', 'a', 'fueled', 'a', 'a', 'to', 'be', 'a', 'a', 'a', 'a', 'to', 'a', 'to', 'reality', 'core', 'to', 'embrace', 'to', 'dance']",[]
7,"The earth breathes a quiet strength, a foundation laid with unwavering patience. A gentle warmth radiates from the core, a promise of rootedness amidst shifting currents.  Within this solid ground, a nascent bloom begins – a fragile offering of emotion, nurtured by the soil of experience.  

Look closely, and you’ll see the echoes of a past harvest, a cycle of giving and receiving.  The weight of resources, both tangible and intangible, settles upon your shoulders.  A quiet understanding emerges – a recognition that true fulfillment isn’t found in fleeting moments, but in the enduring embrace of this earthly realm.  

Let the earth’s stillness offer a space for reflection, for the gentle unfolding of your own potential, anchored to the values that truly sustain you.",en,100,24,1,125,0.192,"['a', 'a', 'a', 'core', 'a', 'solid', 'a', 'a', 'look', 'll', 'echoes', 'a', 'a', 'tangible', 'intangible', 'a', 'emerges', 'a', 'true', 't', 'embrace', 'a', 'anchored', 'to']",['isn']
8,"The ember glows, a hesitant warmth against a vast, darkening space. A path forged in fire, now beginning to cool.  A shadow lengthens, mirroring a decision made with fierce intent.  The flame, though diminished, still holds a potent energy, a restless current pulling at the edges of the known.  It whispers of a transformation, a necessary release of what no longer serves.  Look inward, for the strength that ignited this path resides within your core.  Let the ashes settle, and discover the new landscape waiting to be sculpted.  A quiet understanding dawns – the fire’s essence is not extinguished, but transformed, ready to bloom anew.",en,87,18,0,105,0.171,"['a', 'a', 'a', 'to', 'a', 'a', 'a', 'a', 'a', 'a', 'no', 'look', 'resides', 'core', 'to', 'be', 'a', 'to']",[]
9,"The earth breathes a quiet strength, a foundation laid with unwavering resolve.  A single, pulsing seed holds the promise of vastness, yet rooted in the soil, it demands respect.  Look closely – a subtle tremor suggests a hidden current, a potential for both profound beauty and unexpected shifts.  The weight of the world, perhaps, rests upon your shoulders, a delicate balance between aspiration and reality.  

The earth offers a mirror, reflecting the contours of your being – the strength of your core, the resilience of your spirit.  It asks you to acknowledge the tangible threads that weave your life, to understand how you nurture and sustain your own well-being.  Let the soil beneath your feet guide you toward a harmony where your dreams and your daily actions intertwine, creating a landscape of lasting fulfillment.",en,112,20,1,133,0.15,"['a', 'a', 'resolve', 'a', 'single', 'look', 'a', 'tremor', 'a', 'a', 'a', 'balance', 'reality', 'a', 'core', 'to', 'tangible', 'to', 'a', 'a']",['pulsing']
