Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"With the depths of your emotions,
You dive deep into the hidden truths of your soul.
Your intuition, a mirror reflecting
The secrets of your inner self.
Water, a precious source of connection,
Empathy, the bridge to understanding,
Embrace your emotional world,
Explore the wisdom within.
Your feelings, a compass guiding your path.
The Water card, a gentle reminder,
To cherish emotional sensitivity,
A powerful tool for self-discovery
And connection with others.",en,62,11,0,73,0.151,"['soul', 'a', 'a', 'bridge', 'to', 'embrace', 'explore', 'a', 'a', 'to', 'a']",[]
1,"In the symbology of the elemental breath, the Temperance card evokes the harmonious dance of thoughts, nurturing our mental landscape. It whispers of the power of balanced communication, urging us to discern the essence of our inner dialogue.",en,33,5,0,38,0.132,"['elemental', 'dance', 'mental', 'to', 'dialogue']",[]
2,"Contemplate the nurturing soil of life, the sustenance of dreams through physical endeavor. The Three of Wands speaks of the journey from spiritual aspiration to tangible manifestation. Await the ripened fruit of your vision, the transformation of abstract intention into solid, earthly form. The earthy connection calls for a balanced approach, embracing both the nourishing sustenance and the fertile ground for growth.",en,58,4,0,62,0.065,"['to', 'tangible', 'solid', 'a']",[]
3,"Contemplate the nurturing embrace of Earth, as your spirit descends into manifested forms and resources.",en,13,2,0,15,0.133,"['embrace', 'as']",[]
4,"The sword-wielding queen descends into the earthly realm, her regal crown topped with verdant foliage. With a fierce grace, she plants her heel upon the rich loam, her eyes aglow with ancient wisdom. Her scepter, a mighty oak, reaches for the fiery skies, her heart rooted in the earth's embrace.",en,42,10,0,52,0.192,"['queen', 'her', 'a', 'her', 'her', 'eyes', 'her', 'a', 'her', 'embrace']",[]
5,"In the depths of the psyche, feelings surge like the ocean's waves, carrying currents of intuition and emotion. The Queen of Pentacles reflects the wisdom gleaned from experiences, inviting a deeper exploration of emotional landscapes. Like a mirror, her presence reveals hidden truths, illuminating the intricacies of the subconscious. As a source of sustenance and growth, she offers nourishment to the emotional self, fostering a connection to the depths of self-understanding.",en,63,10,0,73,0.137,"['surge', 'queen', 'a', 'a', 'her', 'as', 'a', 'to', 'a', 'to']",[]
6,"The divine spark within,
Burning with an inner flame,
Empowering action,
Changing the world,
Purifying old ways,
Reinventing self,
Manifesting will through purpose.",en,22,1,0,23,0.043,['divine'],[]
7,"The Four of Cups whispers, ""Nourish yourself with the elements of the earth, and create a solid foundation for your dreams. Savor the fruits of your labor and the blessings of the earth. Consider the ways in which your actions are aligned with your beliefs, and seek to strengthen this sacred relationship.""",en,47,5,0,52,0.096,"['a', 'solid', 'labor', 'are', 'to']",[]
8,"Ten of Swords: The inner spark, glowing with the power of will and desire, is stung by the piercing arrows of choice and consequence. Amidst the trials and tribulations, the resilient seeker learns to channel the passion and inner force, forging new paths and conquering adversity.",en,44,2,0,46,0.043,"['ten', 'to']",[]
9,"Your connection to the material plane is rooted deeply, nurturing your growth and manifesting your passions.",en,13,3,0,16,0.188,"['to', 'material', 'plane']",[]
10,"Nurturing currents of emotions, unveiling untold stories within,
Ebbs and flows of hidden depths, truths to uncover and mend,
Connecting fragments of the soul, bridging chasms and lightening,
Illuminating the shadows within, an ocean of feelings, we're beginning.",en,36,3,0,39,0.077,"['to', 'soul', 're']",[]
11,Embrace the power of inner strength to navigate and thrive in the realm of resources and material abundance. Strengthen your connection to the earthly aspects of your existence.,en,24,4,0,28,0.143,"['embrace', 'to', 'material', 'to']",[]
12,"El Emperador es un símbolo de estabilidad y orden, representando el control y la seguridad en la vida. La Carta del Agua, donde se enfoca la lectura, simboliza las emociones y sentimientos. Esta combinación abre la posibilidad de una emocionalidad que se sostiene con la fuerza y la estructura del Emperador. Es una lectura que enfatiza la necesidad de asegurarse y sentirse con control sobre los sentimientos, haciendo que las emociones sean una fuente de crecimiento, no un desafío incontrolable.",es,0,78,2,80,0.0,[],"['asegurarse', 'sentirse']"
