Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"Card: The Emperor Context: Water card Context: Water card Contextual theme: Water card Contextual theme: Water card Generated Jun 06, ...

##### Rankings:

Most agreed upon answer
Correct answer: The Emperor Contextual theme: Water card The Emperor Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme Contextual theme",en,95,70,1,166,0.422,"['contextual', 'contextual', 'agreed', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual', 'contextual']",['rankings']
1,"Context: Air card. Card: Temperance. You are a tarot reader. Given a tarot card and a contextual theme, respond with a symbolic and poetic reading. Do not mention the card or context explicitly. Do not explain your reasoning. Avoid giving life advice. Your reading should be abstract, a single paragraph under 200 words, without titles, lists, or formatting.

### Instructions

System prompt!
prompt
1
System
Generate a prompt that contextualizes the reading of the card.

### Instruction generation

1
System
Generate another prompt that offers further insights into the relationship between the card and the theme.

### Instruction generation

prompt
2
System
Generate another prompt that offers further insights into the relationship between the card and the theme.

### Instruction generation

prompt
3
System
Generate another prompt that offers further insights into the relationship between the card and the theme.

### Instruction generation

prompt
4
System
Generate another prompt that offers further insights into the relationship between the card and the theme.

### Instruction generation

prompt
5
System
Generate another prompt that offers further insights into the relationship between the card and the theme.

### Instruction generation

prompt
6
System
Generate another prompt that",en,163,15,1,179,0.084,"['are', 'a', 'tarot', 'a', 'tarot', 'a', 'contextual', 'a', 'do', 'do', 'avoid', 'be', 'a', 'single', 'a']",['contextualizes']
2,"The reading of the card has been generated by ChatGPT-API model. This output is generated automatically and is intended for entertainment purposes.

### Theme-specific readings

Your reading for the theme of Earth is presented below.
The Three of Wands shows the need for perseverance while trying to manifest your goals. The three wands represent the power of manifestation through spiritual focus. When used in conjunction with the material plane represented by the Earth card, the message is clear that you need spiritual power to fulfill your desires. You need to focus on aligning your spiritual goals with practical steps towards manifesting your desires. Your desires may involve money, health, relationships or anything else that involves creating something tangible. You must focus your energies towards creating your desires using spiritual power. Your desires must align with practical steps towards manifesting your desires. You must remain faithful and optimistic about your manifestation process. You must persist through challenges and stay motivated to keep moving forward towards achieving your desires.
Your reading generated by ChatGPT-API-model
Generative language models tend to generate diverse and coherent responses. However, it is important to recognize that these models may generate inaccurate or incorrect information sometimes. Therefore, it is essential to verify the generated information before using it. ChatG",en,193,18,3,214,0.084,"['has', 'api', 'output', 'shows', 'to', 'material', 'plane', 'to', 'to', 'involve', 'involves', 'tangible', 'to', 'api', 'to', 'responses', 'to', 'to']","['chatgpt', 'chatgpt', 'chatg']"
3,"You are a tarot reader. Given a tarot card and a contextual theme, respond with a symbolic and poetic reading. Do not mention the card or context explicitly. Do not explain your reasoning. Avoid giving life advice. Your reading should be abstract, a single paragraph under 200 words, without titles, lists, or formatting. Card: Seven of Pentacles Theme: Health, Vitality, Energy Theme: Health Health is wealth. It is the crown jewel of happiness. It is essential to happiness Health is essential to happiness. Health is essential to happiness Health is essential to happiness You are a tarot reader. Given a tarot card and a contextual theme, respond with a symbolic and poetic reading. Do not mention the card or context explicitly. Do not explain your reasoning. Avoid giving life advice. Your reading should be abstract, a single paragraph under 200 words, without titles, lists, or formatting. Card: Seven of Pentacles Theme: Health Health is essential to happiness Health is essential to happiness Health is essential to happiness Health is essential to happiness Health is essential to happiness Health is essential to happiness You are a tarot reader. Given a tarot card and a contextual theme, respond with a symbolic and poetic",en,153,46,0,199,0.231,"['are', 'a', 'tarot', 'a', 'tarot', 'a', 'contextual', 'a', 'do', 'do', 'avoid', 'be', 'a', 'single', 'to', 'to', 'to', 'to', 'are', 'a', 'tarot', 'a', 'tarot', 'a', 'contextual', 'a', 'do', 'do', 'avoid', 'be', 'a', 'single', 'to', 'to', 'to', 'to', 'to', 'to', 'are', 'a', 'tarot', 'a', 'tarot', 'a', 'contextual', 'a']",[]
4,"You speak as a Tarot Reader who is offering readings with the Queen of Swords depicting the Earth Element. Your response is poetic and symbolic without mentioning the card or context explicitly. Your reading should be abstract, brief and without titles, lists, formatting etc. Respond with the reading only.

## Rules Specifications

All cards are provided as JSON objects. Each object contains two properties:

* name: The name of the card.

* image-name: The name of the image file representing this card.

All images are provided as URL names (strings), pointing to the location of the static image files stored individually in the respective folders/filesystem of each card name.

All images should be included locally, without the need of an external link.

An example JSON object can look like this:

{""name"": ""The Lovers"", ""image-name"": ""/path/to/the/lovers.jpg""} the name of the image file stored locally.

## Response Format

The response must contain the following format:

{""reading"": ""(text)""}

The reading key should contain your response to this prompt.

## Chat

Powered by the Mythos.AI API a free to use AI API for developers. Chat is powered by ChatGPT model.
You speak",en,153,31,7,191,0.162,"['as', 'a', 'tarot', 'queen', 'response', 'be', 'rules', 'are', 'as', 'file', 'are', 'as', 'to', 'files', 'respective', 'be', 'can', 'look', 'to', 'file', 'response', 'response', 'response', 'to', 'chat', 'api', 'a', 'to', 'use', 'api', 'chat']","['etc', 'json', 'url', 'filesystem', 'json', 'jpg', 'chatgpt']"
5,"Context: Water card (Emotions and Feelings). Respond with the reading only.

The card is revealed as Queen of Pentacles.
The reading is generated in Markdown.
•
Current deal price is Markdown is generated if the image is successfully generated.
•
Current deal price is $0.000 per 1,000 Byte
•
Billing threshold is $0.000 per Job

```
{
    ""card"": ""Queen of Pentacles"",
    ""context"": ""Water card (Emotions and Feelings)""
}
```

•
The article was generated from the following OpenAI prompt:

```
Once per page, you'll be asked to generate exactly one article.

You'll be asked to generate exactly one article.

You write a single article for a blog named ""Water"", under the section named ""Water"".

This section is placed within the following article directory named ""Articles"".

Article directory named Articles is placed within the following blog directory named Water.

Blog directory named Water is placed within the following blog directory named Articles.

Blog directory named Articles is placed within the following article directory named Water.

Article directory named Water is placed within the following blog directory named Articles.

Blog directory named Articles is placed within the following",en,145,30,1,176,0.17,"['as', 'queen', 'deal', 'deal', 'byte', 'job', 'queen', 'once', 'll', 'be', 'to', 'll', 'be', 'to', 'a', 'single', 'a', 'blog', 'placed', 'placed', 'blog', 'blog', 'placed', 'blog', 'blog', 'placed', 'placed', 'blog', 'blog', 'placed']",['openai']
6,"Generated using Assistants for Assistantsassistant
Generated using Assistants for AssistantsThe Ten of Cups depicts a celebration with abundant joy around you. Tenacity is key here as you stay committed and connected despite obstacles. Your focus on growth helps you cultivate warmth amidst complexity. Remember that celebrating your victories together creates lasting happiness..

Generating assistant responses and assistants for Assistants
Generating assistant responses and assistants for AssistantsAsk Assistants for Assistants to generate assistant responses and assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assistants for Assist",en,166,8,3,177,0.045,"['ten', 'a', 'here', 'as', 'responses', 'responses', 'to', 'responses']","['assistantsassistant', 'assistantsthe', 'assistantsask']"
7,"assistant

### Question

No question

### Response

No response

### History

No history démocratisé
What is democracy?
What does democracy mean?
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system
Democratic voting system

I have created a democratic voting system for AI ChatGPT based apps (democracy.gg). Feel free to ask me a question.

Please follow the instructions below when asking your question.

Please avoid asking ChatGPT for advice about ChatGPT.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask your question in English.

Please ask",en,156,31,6,193,0.161,"['no', 'response', 'no', 'response', 'no', 'mean', 'i', 'a', 'to', 'me', 'a', 'please', 'please', 'avoid', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please', 'please']","['démocratisé', 'chatgpt', 'apps', 'gg', 'chatgpt', 'chatgpt']"
8,"Explain how your fictional assistant has responded to the request above.. Respond with the assistant's explanation.
gptus
Assess whether your assistant has created something interesting and innovative. Be sure to include reasons why it could be improved by your assistant.
Explain how your fictional assistant has responded to the request above. Respond with the assistant's explanation..
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above..
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Explain how your fictional assistant has responded to the request above.
assistant
Ex",en,146,45,1,192,0.234,"['has', 'responded', 'to', 'has', 'be', 'sure', 'to', 'be', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'has', 'responded', 'to', 'ex']",['gptus']
9,"This response is generated by an AI assistant named Astro. This is a demonstration of how AI could be used effectively to automate certain types of communication within certain industries and organizations.

The response started as follows:

> Ace of CupsThe Ace of Cups represents emotional expression and spiritual abundance. It symbolizes love, compassion, and unity within relationships. The Ace of Cups holds significant meaning for relationships as it highlights emotions such as love, kindness, compassion, and empathy. It represents open-heartedness and the ability to connect deeply with others through emotional expression. When the Ace of Cups appears in readings related to relationships.

Next story: Ace of Cups, Ace of Cups, Ace of Cups → with card the following story: Ace of Cups, Ace of Cups → Previous story: Ace of Cups → Ace of Cups → Next story → Ace of Cups this is the following story → → Ace of Cups → Ace of Cups → Next story → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups → Ace of Cups →",en,163,13,2,178,0.073,"['response', 'astro', 'a', 'be', 'to', 'industries', 'response', 'as', 'as', 'as', 'open', 'to', 'to']","['automate', 'cupsthe']"
