Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor, a symbol of authority and stability, stands upon the currents of emotion, his feet firmly planted in the depths of the subconscious. Here, he finds a mirror reflecting the hidden depths of the psyche, where secrets and forgotten truths lie waiting to be discovered. The Emperor, with his wisdom and grace, embodies the balance between emotional and spiritual realms, inviting us to explore the depths of our feelings and the wisdom that lies within. He encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Emperor stands on the water, he is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,140,29,1,170,0.171,"['a', 'here', 'he', 'a', 'lie', 'to', 'be', 'balance', 'to', 'explore', 'he', 'to', 'to', 'as', 'he', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']",['empathetic']
1,"The Temperance card, a symbol of balance and harmony, stands upon the currents of thought, its scales reaching out to touch the very essence of our mental functions. Here, it finds a mirror reflecting the vital breath that links humans to universal forces, facilitating the transmission of ideas and social interaction. The scales of Temperance, symbolizing the need for clear communication both within oneself and with the external world, invite us to explore how thoughts and words shape personal reality. This card encourages introspection into the quality of our internal dialogue and its impact on our perception of reality. It is a call to honor the flow of ideas as a vital source of information about our true selves and as a tool for profound self-discovery and connection. Through the lens of Temperance, we can see the potential for transformation, a reminder that by cultivating clarity and balance in our mental processes, we can unlock deeper understanding and foster meaningful connections.",en,129,33,0,162,0.204,"['a', 'balance', 'to', 'mental', 'here', 'a', 'vital', 'to', 'universal', 'ideas', 'social', 'invite', 'to', 'explore', 'personal', 'reality', 'dialogue', 'reality', 'a', 'to', 'honor', 'ideas', 'as', 'a', 'vital', 'true', 'as', 'a', 'can', 'a', 'balance', 'mental', 'can']",[]
2,"The Three of Wands, a symbol of decision-making and the weighing of options, stands upon the solid ground of the Earth, its wands reaching out to touch the very essence of our tangible existence. Here, it finds a mirror reflecting the stability and resilience of the material world, where concepts are materialized and ideas take form. The wands, symbolizing the tools of decision-making and the choices we make, are a reflection of the material world, yet they also represent the foundation of emotional and spiritual growth. The Three of Wands, with its wisdom and grace, embodies the balance between material and spiritual realms, inviting us to explore the depths of our feelings and the wisdom that lies within. It encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Three of Wands stands on the Earth, it is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,182,33,1,216,0.153,"['a', 'solid', 'to', 'tangible', 'here', 'a', 'material', 'are', 'ideas', 'are', 'a', 'material', 'balance', 'material', 'to', 'explore', 'to', 'to', 'as', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']",['empathetic']
3,"The Ten of Pentacles, a symbol of abundance and material wealth, stands upon the solid ground of the Earth, its pentacles reaching out to touch the very essence of our tangible existence. Here, it finds a mirror reflecting the stability and resilience of the material world, where concepts are materialized and ideas take form. The pentacles, symbolizing the sharing of resources and the nourishment of life, are a reflection of the material world, yet they also represent the foundation of emotional and spiritual growth. The Ten of Pentacles, with its wisdom and grace, embodies the balance between material and spiritual realms, inviting us to explore the depths of our feelings and the wisdom that lies within. It encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Ten of Pentacles stands on the Earth, it is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,174,37,1,212,0.175,"['ten', 'a', 'material', 'solid', 'to', 'tangible', 'here', 'a', 'material', 'are', 'ideas', 'are', 'a', 'material', 'ten', 'balance', 'material', 'to', 'explore', 'to', 'to', 'as', 'ten', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']",['empathetic']
4,"The Queen of Swords, a symbol of clarity and decisive action, stands upon the solid ground of the Earth, her feet firmly planted in the tangible reality of our existence. Here, she finds a mirror reflecting the stability and resilience of the material world, where concepts are materialized and ideas take form. The swords, symbolizing sharp insight and the cutting away of what is old, are a call to recognize and properly channel our inner strength. They invite us to consider how our beliefs and emotions translate into actions and physical manifestations, to evaluate our relationship with money, health, and the environment. As the Queen stands on the Earth, she embodies the balance between material and spiritual realms, a reminder that through our conscious and deliberate actions, we can create a future that reflects our deepest values and aspirations. This card is a call to honor the tangible aspects of our lives as a foundation for personal growth and transformation.",en,129,31,0,160,0.194,"['queen', 'a', 'solid', 'her', 'tangible', 'reality', 'here', 'a', 'material', 'are', 'ideas', 'are', 'a', 'to', 'invite', 'to', 'to', 'as', 'queen', 'balance', 'material', 'a', 'can', 'a', 'a', 'to', 'honor', 'tangible', 'as', 'a', 'personal']",[]
5,"The Queen of Pentacles, a symbol of stability and material wealth, stands upon the currents of emotion, her feet firmly planted in the depths of the subconscious. Here, she finds a mirror reflecting the hidden depths of the psyche, where secrets and forgotten truths lie waiting to be discovered. The pentacles, symbolizing resources and tangible wealth, are a reflection of the material world, yet they also represent the foundation of emotional and spiritual growth. The Queen of Pentacles, with her wisdom and grace, embodies the balance between material and emotional realms, inviting us to explore the depths of our feelings and the wisdom that lies within. She encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Queen stands on the water, she is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,162,37,1,200,0.185,"['queen', 'a', 'material', 'her', 'here', 'a', 'lie', 'to', 'be', 'tangible', 'are', 'a', 'material', 'queen', 'her', 'balance', 'material', 'to', 'explore', 'to', 'to', 'as', 'queen', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']",['empathetic']
6,"The Ten of Cups, a symbol of new beginnings and the flow of emotions, stands upon the fierce energy of Fire, its cups reaching out to touch the very essence of our willpower. Here, it finds a mirror reflecting the divine spark that ignites motivation and the desire to manifest one's will in the physical world. The cups, symbolizing new possibilities and the nourishment of life, are a reflection of the material world, yet they also represent the foundation of emotional and spiritual growth. The Ten of Cups, with its wisdom and grace, embodies the balance between material and spiritual realms, inviting us to explore the depths of our feelings and the wisdom that lies within. It encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Ten of Cups stands on the Fire, it is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,178,33,2,213,0.155,"['ten', 'a', 'to', 'here', 'a', 'divine', 'to', 'are', 'a', 'material', 'ten', 'balance', 'material', 'to', 'explore', 'to', 'to', 'as', 'ten', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']","['willpower', 'empathetic']"
7,"The Four of Cups, a symbol of reflection and the sharing of emotions, stands upon the solid ground of the Earth, its cups reaching out to touch the very essence of our material existence. Here, it finds a mirror reflecting the stability and resilience of the tangible world, where concepts are materialized and ideas take form. The cups, symbolizing the sharing of emotions and the nourishment of life, are a reflection of the material world, yet they also represent the foundation of emotional and spiritual growth. The Four of Cups, with its wisdom and grace, embodies the balance between material and spiritual realms, inviting us to explore the depths of our feelings and the wisdom that lies within. It encourages introspection to identify dominant emotions and their impact on daily life, to evaluate how these emotions influence decision-making and interactions with others. As the Four of Cups stands on the Earth, it is a symbol of emotional sensitivity, a reminder that through our connection with our true selves and our empathetic understanding of others, we can foster deeper connections and personal growth. This card is a call to honor the flow of emotions as a vital source of information about our true selves and as a tool for profound self-discovery and connection.",en,180,33,1,214,0.154,"['a', 'solid', 'to', 'material', 'here', 'a', 'tangible', 'are', 'ideas', 'are', 'a', 'material', 'balance', 'material', 'to', 'explore', 'to', 'to', 'as', 'a', 'a', 'true', 'can', 'personal', 'a', 'to', 'honor', 'as', 'a', 'vital', 'true', 'as', 'a']",['empathetic']
8,"The Ten of Swords, a card of sacrifice and transformation, stands upon the fierce energy of Fire, its blades reaching out to touch the very essence of our willpower. Here, it finds a mirror reflecting the divine spark that ignites motivation and the desire to manifest one's will in the physical world. The swords, symbolizing sacrifice and the cutting away of what is old, are a call to recognize and properly channel inner strength. They invite us to consider how our drive and willpower manifest in our actions and decisions, to reflect on the authentic desires that motivate these actions and how to align them with a higher purpose. As the Ten of Swords stands on the Fire, it embodies the potential for personal growth and transformation, a reminder that through our conscious and deliberate use of inner power, we can reinvent ourselves and our lives. This card challenges us to harness the energy of Fire, to use it as a catalyst for change, and to forge a path that reflects our most profound aspirations.",en,146,28,2,176,0.159,"['ten', 'a', 'to', 'here', 'a', 'divine', 'to', 'are', 'a', 'to', 'invite', 'to', 'to', 'to', 'a', 'as', 'ten', 'personal', 'a', 'use', 'can', 'to', 'to', 'use', 'as', 'a', 'to', 'a']","['willpower', 'willpower']"
9,"The Ace of Cups, a symbol of new beginnings and the flow of emotions, stands upon the solid ground of the Earth, its roots deeply anchored in the tangible reality of our existence. Here, it finds a mirror reflecting the stability and resilience of the material world, where concepts are materialized and ideas take form. The cup of the Ace, reaching out from the earth, touches the very essence of our physical being, reminding us of our capacity to nourish life and foster growth. In this realm, the Ace of Cups is not just a display of new possibilities but a reflection of our ability to harness and channel our resources into actions that nourish life and foster personal fulfillment. The card invites us to explore the balance between our spiritual aspirations and our daily practices, to consider how we manage our resources and interact with the material world. It challenges us to evaluate our relationship with money, health, and the environment, encouraging a sustainable approach that aligns with our deepest values. As the Ace of Cups stands on the Earth, it embodies the potential for transformation, a reminder that through our resilience and resourcefulness, we can create a future that reflects our most profound aspirations.",en,179,27,0,206,0.131,"['a', 'solid', 'anchored', 'tangible', 'reality', 'here', 'a', 'material', 'are', 'ideas', 'to', 'a', 'a', 'to', 'personal', 'invites', 'to', 'explore', 'balance', 'to', 'material', 'to', 'a', 'as', 'a', 'can', 'a']",[]
