Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The water card offers a glimpse into the depths of the emotional realm. Our feelings run like a river through the landscape of the psyche, shaping our inner world and influencing our interactions with the outer world. The water card encourages us to explore the currents of our emotions, to dive beneath the surface and confront the hidden depths. It is here, in the stillness of the subconscious, that we discover the seeds of self-knowledge. Water symbolizes the transformative power of emotional release and healing. By embracing the flow of feelings, we release the burdens of the past and open ourselves to new possibilities. The water card reminds us that our emotions, though at times overwhelming, are a vital source of wisdom and insight. They guide us through the uncharted waters of the soul, leading us to self-actualization and wholeness.",en,127,15,0,142,0.106,"['a', 'run', 'a', 'to', 'explore', 'to', 'here', 'open', 'to', 'times', 'are', 'a', 'vital', 'soul', 'to']",[]
1,"The Air card whispers of the delicate dance between thought and communication, the lifeblood of the mind. It speaks of the countless breaths that we take each day, inhaling the vastness of existence and exhaling our unique perspective back into the world. In the realm of the intellect, the Air card represents the swirling winds of ideas, the ebbs and flows of inspiration and analysis. It nudges us to examine the words that fall from our lips - are they crystal clear or muffled by habit and conditioning? Does our inner dialogue nourish or poison our psyche? The card invites us to step onto the path of clarity, to speak and listen with intention. For it is through this sacred exchange, this breath of creation and destruction, that we give birth to new thoughts and experiences. The Air card is a reminder to cherish each interaction, to approach both speaking and listening as sacred acts. For in the end, it is not the destination that matters, but the quality of the journey - the luminous trails of meaning that we weave with every word and every breath.",en,169,16,0,185,0.086,"['dance', 'ideas', 'to', 'examine', 'are', 'dialogue', 'invites', 'to', 'onto', 'to', 'listen', 'to', 'a', 'to', 'to', 'as']",[]
2,"The Turning of the Wands: 
Your message has been received.
Your question has been heard.
Your curiosity has been sparked, 
And your quest has been imbued with new light.

In the realm of the Wands, three cards stand sentinel - 
A torch to pierce the veils of the unknown,
A flame to illuminate the winding path ahead,
And a scepter to guide you, a true leader.

The Wands hold the power of creation and action,
To shape reality through will and vision.
They are the tools we wield to manifest our dreams,
The implements we use to make the intangible tangible.

In your hand, the Three of Wands stands proud - 
A card of beginnings, of seeds taking root.
The power of creation flows through your veins,
The potential within you, ready to burst and fruit.

The Wands have turned, and your journey is at hand,
The journey to discover, to explore, to grow.
May the light of the Wands be your guide,
As you venture forth, your own story to unfold.",en,137,32,1,170,0.188,"['has', 'has', 'has', 'has', 'light', 'stand', 'a', 'to', 'a', 'to', 'a', 'to', 'a', 'true', 'to', 'reality', 'are', 'to', 'use', 'to', 'intangible', 'tangible', 'a', 'to', 'to', 'to', 'explore', 'to', 'light', 'be', 'as', 'to']",['proud']
3,"The Ten of Pentacles, the earthly aspect of the Self-Knowledge Star Spread, invites reflection on the tangible realm of physical manifestation and material resources. The element of earth represents stability, structure, and the body - how our inner vitality is channeled into the outer world. It asks: What is the state of my physical health and well-being? How do I relate to and utilize the resources available to me, be it money, food, shelter or the natural world? What lies dormant within, waiting to be expressed? This card suggests the need to connect with our earthiness, our groundedness, and to manifest our intentions through concrete actions and tangible results. It prompts us to approach the material plane with intention and care, recognizing the sacredness of all things.",en,105,23,0,128,0.18,"['ten', 'invites', 'tangible', 'material', 'body', 'do', 'i', 'relate', 'to', 'to', 'me', 'be', 'natural', 'to', 'be', 'to', 'to', 'concrete', 'tangible', 'to', 'material', 'plane', 'care']",[]
4,"The card of the Queen of Swords holds the paradox of material stability within fluid change.  The sword cuts through illusion to reveal raw truth while the crown signifies kingly authority. Her posture is poised between the intellect and the emotions - the dual aspects of the psyche in balance. The mirrored pattern in her design suggests the reflective inner world, where thoughts and feelings dance beneath the surface of the mind. Her gaze looks inward, implying a reflective, introspective state. The image of the Queen of Swords reminds us that true wisdom grows from the depths - the wellspring of insight is within. She stands steady amidst the turmoil, her poise and strength a testament to the power of inner calm in the face of uncertainty. This card invites us to look beneath our reactions and find the source of our truth. It points to the importance of mental clarity, self-knowledge, and the ability to cut through mental noise and illusion to discern our authentic nature. The path of the Queen of Swords leads to self-reliance and steadfastness in the midst of change.",en,156,28,0,184,0.152,"['queen', 'material', 'fluid', 'to', 'her', 'dual', 'balance', 'her', 'dance', 'her', 'a', 'queen', 'true', 'her', 'poise', 'a', 'to', 'invites', 'to', 'look', 'to', 'mental', 'to', 'mental', 'to', 'nature', 'queen', 'to']",[]
5,"The Queen of Pentacles sits upon her throne of flowers and abundance, her robes flowing with vibrant petals that dance in the breeze. She is the embodiment of the element of water, a symbol of the deep, uncharted realms of the psyche. This tarot card is a reminder to dive beneath the surface of our awareness, to immerse ourselves in the currents of our own feelings and subconscious depths. It invites us to connect with the vast ocean of emotion that resides within, to explore the waters that shape our inner landscape. The Queen's presence is both calming and challenging, a gentle nudge to embrace the full spectrum of our emotional experiences, the joys and sorrows, the ecstasy and the pain. She encourages us to flow with the tides of our feelings, to ride the waves of our hearts with grace and compassion. In this sacred space of introspection, we may discover hidden treasures, long-buried passions, and the seeds of transformation. The Queen of Pentacles is a guide to help us navigate the unpredictable waters, to dive deep and surface renewed, tempered and enlightened by the journey.",en,162,27,0,189,0.143,"['queen', 'her', 'her', 'robes', 'dance', 'a', 'tarot', 'a', 'to', 'to', 'invites', 'to', 'resides', 'to', 'explore', 'queen', 'a', 'to', 'embrace', 'full', 'to', 'to', 'buried', 'queen', 'a', 'to', 'to']",[]
6,"Fire Card in the Tarot of the Kabbalistic Tree of Life 
The Fire card bursts forth, a radiant orb of passion and will,
Illuming the realms of the psyche, a burning desire fulfilled.
Its flames dance with the drive of Prometheus's torch,
Stealing the sacred spark to ignite a higher purpose fulfilled.
One cannot possess Fire, but rather, it possesses the self.
The Kabbalistic Tree of Life stands tall, a metaphor for growth,
As the questing seeker, guided by the serpent's wise counsel to ascend.
The Fire that flows through all things, a divine current of consciousness, 
Becomes the key to self-realization, one's sacred mission, and the path of the Wise.
The initiate must claim Fire's mantle for themselves,
To become the will, the doer, the active force in the universe.
Only then, will the inner power of all creation be unleashed,
And the seeker's true nature be revealed and made manifest.
The journey of the hero, the path to actualization, 
Is fueled by the eternal flame of the Fire card's sacred fire.",en,154,22,4,180,0.122,"['tarot', 'a', 'a', 'dance', 'to', 'a', 'a', 'as', 'to', 'a', 'divine', 'to', 'to', 'active', 'be', 'true', 'nature', 'be', 'hero', 'to', 'fueled', 'eternal']","['kabbalistic', 'fulfilled', 'fulfilled', 'kabbalistic']"
7,"The turning of the Four of Cups invites us to contemplate the interplay between the spiritual and material realms. This earth card symbolizes the grounding force that connects us to the physical world and our own bodies. At this stage, questions arise about how we manifest our highest intentions in the tangible sphere. The Four of Cups reminds us that our inner vision can only be made manifest through consistent, hands-on effort. It's time to translate our dreams and aspirations into concrete actions, to take bold steps towards bringing our goals to life. The path forward requires us to engage with the world of form - to plant the seeds of our desires in the fertile soil of reality. This card is a call to action, to bring the divine into the domain of the senses and experience the power of our own creation. The message is clear: our personal destiny and the fulfillment of our highest purpose can only unfold through active participation in the dance of life, as we embody and express our truth in the arena of form.",en,156,26,0,182,0.143,"['invites', 'to', 'material', 'to', 'bodies', 'tangible', 'can', 'be', 'time', 'to', 'concrete', 'to', 'to', 'to', 'to', 'reality', 'a', 'to', 'to', 'divine', 'personal', 'can', 'active', 'dance', 'as', 'arena']",[]
8,"The Ten of Swords sits upon the bed of cards, its fiery blade poised to cut through the veil of the mundane world. The element of Fire courses through its veins, an unquenchable passion that drives the sword forward with resolute determination. In the realm of divine will, the Fire card is the radiant core around which the cycles of creation and destruction revolve. It is the impetuous force that shatters stagnation and sets the wheels of change in motion. The Ten of Swords demands that you look within yourself - to that sacred space where your deepest desires and purpose reside. There, in the stillness of your inner world, you will discover the spark of the divine that lies dormant, waiting to be awakened. This is the wellspring of your true power, the source of your untapped potential. The path ahead is not an easy one - it will require courage to confront the shadows and unleash the fire that burns within. But in doing so, you will emerge transformed, your will tempered in the crucible of your inner strength. The Fire card beckons you to embrace your passions, to let them ignite your spirit and drive you forward on your journey of self-discovery and growth.",en,186,20,0,206,0.097,"['ten', 'to', 'divine', 'core', 'revolve', 'sets', 'ten', 'look', 'to', 'reside', 'divine', 'to', 'be', 'true', 'to', 'so', 'emerge', 'to', 'embrace', 'to']",[]
9,"The clouds part, revealing a vast expanse of sky above. The sun, a golden orb of radiant light, illuminates the earth below - a tapestry woven from the threads of our hopes, dreams, and aspirations. In this moment, we find ourselves suspended in an eternal dance, our spirits yearning to merge with the divine essence that flows through all things. The trees sway in the gentle breeze, whispering ancient secrets of what lies beyond the veil of our limited perception. A single cloud drifts by, a fleeting reminder of the ever-changing nature of our reality. In this ephemeral dance, we are both the dancers and the choreography of our lives, forever seeking to align our inner world with the external realm. 

This reading aims to evoke a sense of connection, balance, and harmony between the spiritual and material aspects of existence. The focus on the Earth element encourages the querent to consider how their inner world and outer reality intersect. It suggests that personal growth and fulfillment come from a harmonious relationship between our deepest aspirations and practical actions. The poetic language invites reflection on the relationship between the spiritual and physical realms, and how we can align our innermost desires with our daily lives. The vivid imagery of clouds, sun,",en,181,30,0,211,0.142,"['a', 'a', 'light', 'a', 'hopes', 'suspended', 'eternal', 'dance', 'to', 'divine', 'a', 'single', 'a', 'nature', 'reality', 'dance', 'are', 'to', 'to', 'a', 'balance', 'material', 'to', 'reality', 'personal', 'come', 'a', 'invites', 'can', 'vivid']",[]
