Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"The Emperor, a card of authority and stability, symbolizes the embodiment of power and the foundation of order. It represents the ultimate expression of will and the ability to assert one's will over the material world. This card invites you to embrace the depth of your emotional life, to see it as a reflection of your true self and the needs of others. It is a call to reflect on the choices you have made and the paths you have taken, to consider how your actions have shaped your reality. This card encourages you to evaluate your relationship with money, health, and the environment, to see them as reflections of your innermost desires and values. It is a reminder that true fulfillment comes from the alignment between our material choices and our spiritual aspirations. Embrace the Emperor as a symbol of your authority and stability, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of uncertainty.",en,149,32,0,181,0.177,"['a', 'to', 'material', 'invites', 'to', 'embrace', 'to', 'as', 'a', 'true', 'a', 'to', 'to', 'reality', 'to', 'to', 'as', 'a', 'true', 'comes', 'material', 'embrace', 'as', 'a', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",[]
1,"Temperance, a card of balance and harmony, symbolizes the art of blending opposites and finding a middle ground. It represents the ability to integrate diverse elements and achieve a state of equilibrium. This card invites you to embrace the clarity of your mental functions, to see them as a reflection of your true self and the needs of others. It is a call to reflect on the choices you have made and the paths you have taken, to consider how your actions have shaped your reality. This card encourages you to evaluate your relationship with thought and communication, to see them as reflections of your innermost desires and values. It is a reminder that true fulfillment comes from the alignment between our mental choices and our spiritual aspirations. Embrace Temperance as a symbol of your balance and harmony, a reminder that you have the power to shape your reality through your thoughts and words. Let her be a guide to your journey, a source of inspiration and strength in the face of uncertainty.",en,137,36,0,173,0.208,"['a', 'balance', 'a', 'to', 'a', 'invites', 'to', 'embrace', 'mental', 'to', 'as', 'a', 'true', 'a', 'to', 'to', 'reality', 'to', 'to', 'as', 'a', 'true', 'comes', 'mental', 'embrace', 'as', 'a', 'balance', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",[]
2,"The Three of Wands, a card of decision and action, symbolizes the moment of choice and the determination to move forward. It represents the clarity of purpose and the strength to take decisive action. This card invites you to embrace the stability of your material resources, to see them as a foundation for personal growth. It is a call to reflect on the choices you have made and the paths you have taken, to consider how your actions have shaped your reality. This card encourages you to evaluate your relationship with money, health, and the environment, to see them as reflections of your innermost desires and values. It is a reminder that true fulfillment comes from the alignment between our material choices and our spiritual aspirations. Embrace the Three of Wands as a symbol of your decision-making spirit, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of uncertainty.",en,141,33,0,174,0.19,"['a', 'to', 'to', 'invites', 'to', 'embrace', 'material', 'to', 'as', 'a', 'personal', 'a', 'to', 'to', 'reality', 'to', 'to', 'as', 'a', 'true', 'comes', 'material', 'embrace', 'as', 'a', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",[]
3,"The Ten of Pentacles, a card of abundance and material wealth, symbolizes the fulfillment of desires and the joy of sharing. It represents the moment of creation, where the spirit meets the material, and the potential for growth is realized. This card invites you to embrace the stability of your material resources, to see them as a foundation for personal growth. It is a call to reflect on the choices you have made and the paths you have taken, to consider how your actions have shaped your reality. This card encourages you to evaluate your relationship with money, health, and the environment, to see them as reflections of your innermost desires and values. It is a reminder that true fulfillment comes from the alignment between our material choices and our spiritual aspirations. Embrace the Ten of Pentacles as a symbol of your creative spirit, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of uncertainty.",en,144,35,0,179,0.196,"['ten', 'a', 'material', 'material', 'invites', 'to', 'embrace', 'material', 'to', 'as', 'a', 'personal', 'a', 'to', 'to', 'reality', 'to', 'to', 'as', 'a', 'true', 'comes', 'material', 'embrace', 'ten', 'as', 'a', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",[]
4,"The Queen of Swords, a card of discernment and authority, symbolizes the sharp intellect and the ability to cut through illusions. It represents the power to see through the material world and to uncover the hidden truths that lie beneath the surface. This card invites you to embrace the clarity of your mind, to use your analytical skills to navigate the complexities of the physical world. It is a call to assert your independence and to stand tall against the forces that would bind you. This card encourages you to evaluate your relationship with material resources, to see them as tools for personal growth rather than sources of oppression. It is a reminder that true strength comes from the ability to separate the essential from the superficial, to prioritize your values and to act with integrity. Embrace the Queen of Swords as a symbol of your intellectual and emotional resilience, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of adversity.",en,143,41,1,185,0.222,"['queen', 'a', 'to', 'to', 'material', 'to', 'lie', 'invites', 'to', 'embrace', 'to', 'use', 'to', 'a', 'to', 'to', 'stand', 'to', 'material', 'to', 'as', 'personal', 'a', 'true', 'comes', 'to', 'superficial', 'to', 'to', 'embrace', 'queen', 'as', 'a', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",['prioritize']
5,"The Queen of Pentacles, a card of abundance and material wealth, symbolizes the nurturing and protective nature of the feminine. It represents the foundation of stability and the source of nourishment. This card invites you to embrace the emotional depth of your relationships, to see them as a reflection of your true self and the needs of others. Like a mother tending to her children, the Queen of Pentacles encourages you to provide care and support, to foster connections that nourish both parties. This card reminds you that true wealth comes from the love and empathy you share with others, from the bonds that strengthen your emotional life. It is a call to honor the feminine aspect of your nature, to recognize the value of emotional connection, and to nurture the relationships that sustain your spirit. Embrace the Queen of Pentacles as a symbol of your nurturing strength, a reminder that your most valuable assets are the connections you share with others. Let her be a guide to your emotional journey, a source of comfort and inspiration in the depths of your heart.",en,146,37,0,183,0.202,"['queen', 'a', 'material', 'nature', 'invites', 'to', 'embrace', 'to', 'as', 'a', 'true', 'a', 'to', 'her', 'queen', 'to', 'care', 'to', 'true', 'comes', 'a', 'to', 'honor', 'nature', 'to', 'to', 'embrace', 'queen', 'as', 'a', 'a', 'are', 'her', 'be', 'a', 'to', 'a']",[]
6,"The Ten of Cups, a card of abundance and new beginnings, symbolizes the fulfillment of desires and the joy of sharing. It represents the moment of creation, where the spirit meets the material, and the potential for growth is realized. This card invites you to embrace the energy of your willpower, to channel your passion into the act of creation. It is a call to assert your authority and to stand tall against the forces that would bind you. This card encourages you to evaluate your relationship with material resources, to see them as tools for personal growth rather than sources of oppression. It is a reminder that true fulfillment comes from the ability to separate the essential from the superficial, to prioritize your values and to act with integrity. Embrace the Ten of Cups as a symbol of your creative spirit, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of adversity.",en,140,35,2,177,0.198,"['ten', 'a', 'material', 'invites', 'to', 'embrace', 'to', 'a', 'to', 'to', 'stand', 'to', 'material', 'to', 'as', 'personal', 'a', 'true', 'comes', 'to', 'superficial', 'to', 'to', 'embrace', 'ten', 'as', 'a', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']","['willpower', 'prioritize']"
7,"The Four of Cups, a card of reflection and introspection, symbolizes the moment of pause and the quieting of the mind. It represents the depth of the subconscious, where hidden truths lie waiting to be discovered. This card invites you to embrace the stability of your material resources, to see them as a foundation for personal growth. It is a call to reflect on the choices you have made and the paths you have taken, to consider how your actions have shaped your reality. This card encourages you to evaluate your relationship with money, health, and the environment, to see them as reflections of your innermost desires and values. It is a reminder that true fulfillment comes from the alignment between our material choices and our spiritual aspirations. Embrace the Four of Cups as a symbol of your reflective nature, a reminder that you have the power to shape your reality through your thoughts and actions. Let her be a guide to your journey, a source of inspiration and strength in the face of uncertainty.",en,139,36,0,175,0.206,"['a', 'pause', 'lie', 'to', 'be', 'invites', 'to', 'embrace', 'material', 'to', 'as', 'a', 'personal', 'a', 'to', 'to', 'reality', 'to', 'to', 'as', 'a', 'true', 'comes', 'material', 'embrace', 'as', 'a', 'nature', 'a', 'to', 'reality', 'her', 'be', 'a', 'to', 'a']",[]
8,"The Ten of Swords, a card of sacrifice and transformation, symbolizes the moment of truth where the illusions of the past are shattered. It represents the courage to confront the harsh realities of life and the willingness to let go of what no longer serves us. This card invites you to embrace the fire of your willpower, to channel your inner strength into the act of letting go. It is a call to confront the darkness within, to burn away the old patterns that no longer serve your highest aspirations. This card encourages you to recognize the authentic desires that drive your actions and to align them with a greater purpose. It is a reminder that true transformation comes from the ashes of our old selves, where new possibilities are born. Embrace the fire of your will, for it is the only light that can guide you through the shadows of doubt and into the radiant clarity of your true self. Let the Ten of Swords be a catalyst for your personal growth, a symbol of the courage to embrace change and the strength to forge a new path forward.",en,152,37,1,190,0.195,"['ten', 'a', 'are', 'to', 'to', 'go', 'no', 'invites', 'to', 'embrace', 'to', 'go', 'a', 'to', 'to', 'no', 'serve', 'to', 'to', 'a', 'a', 'true', 'comes', 'are', 'embrace', 'light', 'can', 'true', 'ten', 'be', 'a', 'personal', 'a', 'to', 'embrace', 'to', 'a']",['willpower']
9,"The Ace of Cups, a card of abundance and new beginnings, symbolizes the flow of emotions and ideas into tangible forms. It represents the moment of creation, where the spirit meets the material, and the potential for growth is realized. This card invites you to embrace the abundance of your emotional life, to see it as a source of nourishment and inspiration. Like a garden tended by the hand, the Ace of Cups encourages you to cultivate your feelings, to nurture them into beautiful expressions. This card reminds you that every emotion is a seed, waiting to be planted and tended. It is a call to action, urging you to express your feelings, to share your insights, and to create a world that reflects your deepest values. Remember, the true value of the Ace of Cups lies in the act of creation itself, in the joy of sharing your gifts with others. Embrace this card as a symbol of your creative spirit, a reminder that you have the power to manifest your emotions into reality.",en,144,31,0,175,0.177,"['a', 'ideas', 'tangible', 'material', 'invites', 'to', 'embrace', 'to', 'as', 'a', 'a', 'tended', 'to', 'to', 'a', 'to', 'be', 'tended', 'a', 'to', 'to', 'to', 'to', 'a', 'true', 'embrace', 'as', 'a', 'a', 'to', 'reality']",[]
10,"The Page of Wands, a card of transformation and new beginnings, symbolizes the flow of emotions as a river of change. It whispers of the depths where hidden truths lie, urging a journey into the subconscious. This card invites you to embrace your feelings, to see them as a map to your true self. Like the river, emotions can guide you to new insights, revealing the strength within to overcome challenges. Embrace the ebb and flow, for in the ebb lies the potential for the next great surge. This card encourages you to trust your feelings, to let them lead the way to deeper understanding and connection. Remember, every emotion is a step towards self-discovery, a bridge to the intuitive wisdom that lies within.",en,99,26,0,125,0.208,"['a', 'as', 'a', 'lie', 'a', 'invites', 'to', 'embrace', 'to', 'as', 'a', 'to', 'true', 'can', 'to', 'to', 'embrace', 'surge', 'to', 'trust', 'to', 'to', 'a', 'a', 'bridge', 'to']",[]
