Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,,en,0,0,0,0,0.0,[],[]
1,,en,0,0,0,0,0.0,[],[]
2,,en,0,0,0,0,0.0,[],[]
3,,en,0,0,0,0,0.0,[],[]
4,,en,0,0,0,0,0.0,[],[]
5,"rolley
This is the result of the analysis: The symbol is the queen on the card of the tar (the Queen) on the tape of the tar. The emotional, emotional, and physical, yet in the emotional context, the same as the emotional and emotional of the text, which is the same as the physical connection, but it is not a connection to the same, but a connection of energy, not to the physical. The card is of the emotional, and the same as the physical, but the emotional is not to be confused with the physical, but to be connected. The emotion is not the same as the physical, but the same as the same as the physical. It is not the same as the same, but it is not the same as the same as the same as the same as the same as the same, but it is the same as the same. The same is the same, but the same is not the same, but it is not as the same as the same is the same of the same, or not the same. The same as the same is the same. The same of the same. The same of the same, of the same, the same is the same. The same of the same",en,191,27,0,218,0.124,"['queen', 'queen', 'tape', 'as', 'as', 'a', 'to', 'a', 'to', 'as', 'to', 'be', 'to', 'be', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as', 'as']",[]
6,,en,0,0,0,0,0.0,[],[]
7,,en,0,0,0,0,0.0,[],[]
8,,en,0,0,0,0,0.0,[],[]
9,"</think>

The card is the immediate, the concrete, the tangible, the material, not the metaphors, the metaphors, the symbols, the images, the representations of our being. The self to the self, the reality of our being, to the self to the self, to the self to the self, to the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the self, the self to the not a thing. The self to the self, but this is not the same as the self, but the self that we have, the self that we are, the self that we are, the self that we are, which is not only the same as the self, but the same as the self. The self that we are, but in the self that we are, the same as the self, but it is not the same as the self that we are, but it is the same as the self. The self that we are, the same as the self. The self that we are",en,170,38,0,208,0.183,"['concrete', 'tangible', 'material', 'to', 'reality', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'a', 'to', 'as', 'are', 'are', 'are', 'as', 'as', 'are', 'are', 'as', 'as', 'are', 'as', 'are', 'as', 'are']",[]
10,"cerer, the card is the story, and the tape. The card is the
The story is the one with the card, but the story is the story. The card is the story that the card of the story is the story of the story. The story is the story of the story of the card, but the story is the story of the story. The story is the story of the story of the card. The story is the story of the story of the story of the story of the card. The story is the story of the story of the story of the story of the story. The card is the story of the story of the story. The story is the story of the story of the story of the story. The story is not the story of the story. The story is the story of the story of the story of the story. The story is the story of the story of the story of the story. The story is the story of the story of the story of the story. The story is the story of the story of the story. The story is not the story of the story of the story. The story of the story is the story of the story of the story. The story is the story of the",en,228,1,0,229,0.004,['tape'],[]
11,,en,0,0,0,0,0.0,[],[]
12,"Utilizando el concepto de todo el pensamiento mientras se acuado en la sensación de masa de la que el todo acuado en la mente. El todo y solo la persona. El solo que el todo y solo acuado. La que el todo. El todo, la. El. El solo acuado e. El, la. El todo. El solo. El todo. El todo.

 

 El todo y solo, la que acuado. El todo. El solo, acuado. El. El. El todo.

 El todo y solo acuado. El todo, la. El solo, acuado. El todo.

 La

 El acuado.

 El, acu. El, acu.

 El.

 El todo. El. El. El todo.

 El. El acu. El. El. El. El. El. El. El.

El. El. El, acu. El. El ac. El. El, ac, ac, ac.

El.

 El. El. El. El. El. El.

 El. El de ac. El, ac, el, ac, de ac. El ac. El, ac",es,0,123,23,146,0.0,[],"['acuado', 'acuado', 'acuado', 'acuado', 'acuado', 'acuado', 'acuado', 'acuado', 'acuado', 'acu', 'acu', 'acu', 'acu', 'ac', 'ac', 'ac', 'ac', 'ac', 'ac', 'ac', 'ac', 'ac', 'ac']"
13,,es,0,0,0,0,0.0,[],[]
14,"Assistant.
Debí con prispaum un a lo lo no se puede vivir con el alma que de las proras de las proras de la prorroche a las de la proría de las prorcas de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la proría de la prorcia de la proría de la prorcia de la proría de la prorcia de la prorcia de la proría de la prorcia de la proría de la proría de la proría de la proría de la proría de la proría de la proría de las prorcia de la proría de la proría de la prorcia de la prorcia de la prorcia de la prorcia de la prorcia de la proría de la prorcia de la proría de la pror",es,1,108,44,153,0.007,['assistant'],"['prispaum', 'prorroche', 'proría', 'prorcas', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'prorcia', 'proría', 'prorcia', 'proría', 'prorcia', 'prorcia', 'proría', 'prorcia', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'proría', 'prorcia', 'proría', 'proría', 'prorcia', 'prorcia', 'prorcia', 'prorcia', 'prorcia', 'proría', 'prorcia', 'proría', 'pror']"
15,"The user is the user. The user is in the same context. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the pass. The same user. The same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user, the same user. The same user. The same user. The same user. The same user, the same user. The same user, the same user. The same user. The same user. The same user. The same user. The same user. The same user. The same user. The same user",es,188,0,0,188,1.0,"['the', 'user', 'is', 'the', 'user', 'the', 'user', 'is', 'in', 'the', 'same', 'context', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'pass', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user', 'the', 'same', 'user']",[]
16,"Las páginas se sientan en la que se sienten en el, a la que la sensación de grande y de fría, como el mar del agua de vida, el acarre, el vengança, el silb del la mar del
 no se puede usar con marmel ce la mar de las silbaciones de la mar de l, las mar de, de las. Las mar maras, la mar de los días de giro, marados, mar mar de la mar. El mar mar se gana, en la mar de mar, el mar se mar de la mar de, el mar mar de la plata, el mar de mar de ...

La mar de de mar de...

El mar de mar de la mar de la mar del, ... de mar de ...

El mar de mar de mar, del

La mar de mar mar de la mar mar de mar de mar, el mar de mar mar, de mar de mar del de mar de mar...

El mar de mar de mar se puede utilizar con marm, mar mar mar, la mar de mar de mar, mar de mar...

La mar de mar de mar, ... con mar mar de mar",es,1,190,3,194,0.005,['marm'],"['silb', 'marmel', 'silbaciones']"
17,"agues, de forma que el llame de la que el agua y el de la que el lluj

El agua es el que se refleja en el mundo, en donde los espacios internos de

La sensación con la intuella, y en sus más allá de la que de de las de los de la

Las, de la empa

El agua se mir de la ema, de la que la de la que de la que ean de la que ean de la que ean de la que de la que ean de la de la que de la que de la que de de la que ean de la que de la que la de la sostenida del
Mm, en donde las de las materias que de la em del ema que el de la que la sostenida del ema tuel

El ser con el que ya de la que de la que ya de la que de una tención interna de y no de

El que ean de...

La de de
El que
El que

El
El nada de

El

De

El
El

El
El

El
El
El

El

E",es,8,175,8,191,0.042,"['agues', 'ean', 'ean', 'ean', 'ean', 'ean', 'em', 'ean']","['lluj', 'intuella', 'empa', 'ema', 'mm', 'ema', 'ema', 'tuel']"
18,"icamente, el fue furtier de el espum de la. La que pasaba en la. El mismo, no se puede pasar m ás de un día. Volver a los otros, no al de la que pasas de los de, lo más santo, no al pasar de las, de las, de un ser de. El de lo pas. La pasas de las, de las, de las de lo de pasadas, del rey, del miel pasadas, del pasional, de los. A. La pasadas de lo pasadas, de las, del de las de la, de la. La pasadas pasadas, de lo pasadas. A pasadas, los días. Mientras que pasadas, de la pasada. La de las de la pasada, que de un día. La cort de la que pasadas, lo pasadas. El de el de las. El de las, las de la las pasadas, de las, pasadas, de las del. 
El pas de, no, pas pas, no pasadas, no pas, de. A que de lo de, de el pas, pas del. Las pasadas se de",es,0,166,4,170,0.0,[],"['icamente', 'furtier', 'espum', 'cort']"
19,",2405

El silbado del viento en el riel de la Tierra es el sonido de la Ti. De inmovil con un día pasado, con el lenguado, la materia de la que con el que de la no era solo de lo que tu puedes tener con el. El acarrear el acarre, el piso de la materia que con el el ... El acarrear acón, el acarre, ya que el ... De inmovil. Lo acarre acón, el acarre, el acarre. La de la materia del viento se puede tener de un día pasado. El acarre de la que acá la relación entre lo de la que el acu. La ac. La de m ... El acarre del acarre de la materia. La materia. El acarre de la que se llama el acarre de la materia se puede llevar a la acarri ... El acarre del día se pueden ser de la materia que son. La plata de la Ti, la que el viento se puede tirar del acá con el acá no de la",es,0,161,7,168,0.0,[],"['inmovil', 'acón', 'inmovil', 'acón', 'acu', 'ac', 'acarri']"
20,"No había una versión no lo de lo lo no de lo de la lógica del universus. El universo se ha extendido con el mismo universales, ya que el fue real de la intención. El universo de las cosas no está bien, pero el universo de las cosas no está bien. El universidad de la de la universidad de que no en el universidad de que no está bien en este. La cierta. Y aquí, el resultado de las ciencias. El universo está bien en el universo, el universidad de......

No me lo de de las, de las de la, sobre lo de las, de las de la universidad que lo de las, de la de las universidad que. No se puede rellen de lo de la universidad y el université. El universidad regras y el universidad que regras en el universidad que las regras regras de las de las universidad de la universidad sostenida, el universidad, de las, de las, y el universidad no de de de no... 

No se puede de las, de de no de de no de de no. De de",es,0,178,7,185,0.0,[],"['universus', 'rellen', 'université', 'regras', 'regras', 'regras', 'regras']"
21,".


De la carta de hiero de la carta de la plata, el desbocado puede ser reemplado por el reloíñer no solo el de la vida. El río de la lúa, el no solo con la de la plata en la de la luchar, no solo de la lúa de la de la plata, no solo de la luchar, no solo de la laca de tal...

Puede ser que la de un de los de la, de la de la de la de la plata se pone, talando de la que se puede tomar de la de la de la de un de la de la plata se pone, la que se puede tomar de la de de la de la plate de la de la que se puede tomar de la de de la de la plata se pone, la que se puede tomar de la de de la de la plata en el movimiento de la que de la de la plata...

Hí 528

Of the  los de la plata se puede tomar de la de la de la de la plata se pone, la que se puede tomar de la de de la de la plata se pone. Las de la de la",es,3,199,2,204,0.015,"['plate', 'of', 'the']","['reemplado', 'reloíñer']"
