Fila,Prompt,Idioma original,en,es,unknown,total,contamination,words,unknown_words
0,"Emotions flow like rivers, carving paths through the landscape of our psyche. They mirror the depths of our subconscious, revealing secrets we've long forgotten. To dive into these waters is to connect with our true selves, allowing intuition to guide us through the currents of feeling. The turbulence of emotion is not to be feared, but embraced as a vital source of information about our needs and desires. As we immerse ourselves in our emotional world, we discover the power of empathy to forge connections with others, understanding shared experiences through the lens of feeling. This card invites introspection, encouraging us to explore the impact of our emotions on daily life and decision-making. It whispers that sensitivity is not weakness, but a tool for connection and self-discovery, inviting us to honor the wisdom of our emotional landscape.",en,122,18,0,140,0.129,"['ve', 'to', 'to', 'true', 'to', 'to', 'be', 'as', 'a', 'vital', 'as', 'to', 'invites', 'to', 'explore', 'a', 'to', 'honor']",[]
1,"Inhaling the essence of thought, we dance upon the winds of wisdom, each breath a sacred transmission of divine insight. The mind, a vessel of air, receives the whispers of truth, processing them into clarity. As we speak our thoughts aloud, we shape reality with each word, each syllable a brushstroke painting our world anew. The air card invites us to explore the power of our inner dialogue, to listen closely to the voice within, and to cultivate the art of clear communication. For in the purity of our thoughts lies the key to understanding ourselves and the world around us.",en,84,16,1,101,0.158,"['dance', 'a', 'divine', 'a', 'as', 'reality', 'a', 'invites', 'to', 'explore', 'dialogue', 'to', 'listen', 'to', 'to', 'to']",['brushstroke']
2,"In the realm of tangible existence, where spirit meets matter, a beacon stands tall, illuminating the path towards fruition. It whispers tales of stability amidst flux, inviting us to dance with the earth's rhythm, our feet planted firmly in the fertile soil of our own making. The dance of creation unfolds here, where ideas take shape and emotions manifest into concrete forms, each step a testament to our capacity to sustain and nurture life. In this sacred space, we are called to align our deepest aspirations with our daily practices, weaving a tapestry of balance and sustainability that reflects the essence of our being.",en,87,17,1,105,0.162,"['tangible', 'a', 'tales', 'flux', 'to', 'dance', 'dance', 'here', 'ideas', 'concrete', 'a', 'to', 'to', 'are', 'to', 'a', 'balance']",['sustainability']
3,"In the dance of spirit descending into matter, the tangible world unfolds like a tapestry woven with threads of our deepest convictions. Each stitch represents a choice made, a path walked, a seed planted in fertile soil. The earth card invites us to gaze upon this creation, to marvel at the beauty and complexity of our own making. It whispers secrets of stability and sustainability, urging us to tend the garden of our lives with care and intention. For in the earth, we find the mirror of our own essence, reflected back in the solidity of our actions and the nurturing of our resources. The earth card is a call to align our inner world with the outer, to let our beliefs take root and grow into the tangible reality of our existence. It invites us to dance with the earth, to become one with the rhythm of creation, and to embrace the power of our own hands in shaping the world around us.",en,141,22,1,164,0.134,"['dance', 'tangible', 'a', 'a', 'a', 'a', 'invites', 'to', 'to', 'to', 'care', 'a', 'to', 'to', 'tangible', 'reality', 'invites', 'to', 'dance', 'to', 'to', 'embrace']",['sustainability']
4,"In the realm of tangible existence, where spirit descends into matter's embrace, a figure stands tall, wielding the power of discernment. She embodies the essence of transformation, cutting through illusions to reveal the core of truth. Her gaze pierces the veil of appearances, unveiling the essence beneath. With each stroke of her blade, she shapes reality according to her vision, sculpting the world into forms that reflect her deepest convictions. She is the architect of her own destiny, crafting a path that aligns with her spiritual aspirations. In her hands lies the power to forge a world that mirrors her inner landscape, where every action is an expression of her authentic self. She dances with the earth, weaving her dreams into the fabric of reality, leaving an imprint of her soul upon the material plane.",en,109,27,0,136,0.199,"['tangible', 'embrace', 'a', 'figure', 'to', 'core', 'her', 'her', 'reality', 'to', 'her', 'her', 'her', 'a', 'her', 'her', 'to', 'a', 'her', 'her', 'dances', 'her', 'reality', 'her', 'soul', 'material', 'plane']",[]
5,"In the depths of the psyche, emotions flow like rivers, reflecting hidden truths and forgotten secrets. Immerse yourself in the currents of your feelings, exploring their depths for clues to your true self. Let the waters of empathy connect you to others, revealing shared experiences and emotions that bind us together. Honor your sensitivity as a tool for both self-discovery and connection, allowing your emotional wisdom to guide your path.",en,64,7,0,71,0.099,"['to', 'true', 'to', 'honor', 'as', 'a', 'to']",[]
6,"In the dance of flames, desires ignite,
Passion's pulse quickens the night.
Embers of old dreams consumed by fire,
Ashes of yesterday, now expire.
From the ashes rise a phoenix new,
Born of will, forged by truth.
The spark within, divine and bright,
Illuminates the path ahead, alight.
In the crucible of change, transform,
Let the old be burned, let the new be born.
The power of Fire, raw and pure,
Drives the seeker forth, evermore.
To channel this force, deliberate,
Align the heart with purpose, elevate.
In the dance of flames, desires ignite,
Passion's pulse quickens the night.",en,89,12,0,101,0.119,"['dance', 'pulse', 'expire', 'rise', 'a', 'divine', 'bright', 'be', 'be', 'to', 'dance', 'pulse']",[]
7,"In the realm of tangible existence, where spirit meets matter, a pause takes place. A moment of reflection amidst the bustling world, a chance to survey the landscape of our lives. The cups held aloft, filled with the essence of our dreams and desires, invite us to sip from their depths. To taste the flavors of our own creation, the sweetness of our joys and the bitterness of our struggles. This pause is an invitation to align our actions with our highest aspirations, to ensure that each step we take is a dance with our own soul. For in the dance of life, we are both the dancer and the floor upon which we move.",en,96,19,0,115,0.165,"['tangible', 'a', 'pause', 'place', 'a', 'a', 'chance', 'to', 'invite', 'to', 'to', 'pause', 'to', 'to', 'a', 'dance', 'soul', 'dance', 'are']",[]
8,"In the dance of flames, shadows flicker and sway,
A fiery sword pierces the veil of night,
As embers rise, ashes fall away,
The phoenix born from the pyre's might.
In the crucible of passion's fiery glow,
The old gives way to the new's fiery birth,
As will ignites, burning bright and bold,
The divine spark kindles life's rebirth.
In the dance of flames, shadows flicker and sway,
The fiery sword pierces the veil of night,
As embers rise, ashes fall away,
The phoenix born from the pyre's might.",en,83,11,0,94,0.117,"['dance', 'a', 'as', 'rise', 'to', 'as', 'bright', 'divine', 'dance', 'as', 'rise']",[]
9,"In this realm of tangible dreams, where spirit dances with earth, the Ace of Cups whispers secrets of creation. It speaks of the fertile ground where ideas take root, growing into forms that embody our essence. Here, the waters of inspiration flow freely, nourishing the soil of our existence with visions that transcend mere physicality. This card invites us to embrace the power of manifestation, to let our hearts pour forth into the world as rivers of life-giving energy. It reminds us that we are the architects of our reality, shaping the clay of our lives with every thought and deed. In this sacred space of earth and water, we are called to align our actions with our highest aspirations, to let our love pour forth into the world as a tangible force of creation.",en,118,18,0,136,0.132,"['tangible', 'dances', 'ideas', 'here', 'mere', 'invites', 'to', 'embrace', 'to', 'as', 'are', 'reality', 'are', 'to', 'to', 'as', 'a', 'tangible']",[]
